train_idx,train_type,original_price,optimized_price,difference,predicted_demand,real_demand,capacity
00001_12-03-2025-06.12,AVLO,35.55,44.475000081465836,8.92500008146584,537.3873809523809,537.3873819523809,581
00002_12-03-2025-06.22,IRYO,19.12,19.12,0.0,956.3883333333338,461.0,461
00003_12-03-2025-06.27,AVE,51.08,49.844999950800606,-1.2350000491993924,385.7647619047618,359.0,359
00004_12-03-2025-06.57,AVE,92.74,83.41999956088792,-9.320000439112079,16.22222222222222,16.222223222222187,414
00005_12-03-2025-07.02,OUIGO,29.34,29.34,0.0,207.3575,207.35750099999998,509
00002_12-03-2025-07.22,IRYO,31.18,31.18,0.0,264.54329365079366,264.54329465079365,461
00006_12-03-2025-07.27,AVE,36.0,32.015000421804025,-3.984999578195975,412.5698611111111,412.5698621111111,414
00004_12-03-2025-07.57,AVE,41.22,43.94000004803849,2.720000048038493,283.0597023809524,283.0597033809524,414
00007_12-03-2025-08.27,AVE,77.62,87.62000000000002,10.000000000000014,1.342777777777757,1.3427787777777471,414
00002_12-03-2025-08.32,IRYO,28.44,28.44,0.0,361.1666071428564,361.1666081428564,461
00008_12-03-2025-08.57,AVE,51.31,47.01499992167448,-4.295000078325522,251.44752164502162,251.44752264502162,414
00009_12-03-2025-09.22,IRYO,34.46,34.46,0.0,105.01380952380953,105.01381052380951,461
00010_12-03-2025-09.27,AVE,67.9,58.060000052351015,-9.839999947648991,44.19809523809522,44.19809623809521,414
00009_12-03-2025-09.57,IRYO,35.87,35.87,0.0,115.59250000000003,115.59250100000001,461
00011_12-03-2025-10.02,OUIGO,50.83,50.83,0.0,7.679467418546493,7.679468418546484,509
00012_12-03-2025-10.27,AVLO,45.95,37.73499970325031,-8.215000296749693,129.5464285714286,129.5464295714286,581
00009_12-03-2025-11.22,IRYO,33.11,33.11,0.0,167.27047619047687,167.27047719047687,461
00006_12-03-2025-11.27,AVE,39.16,45.380000121508765,6.220000121508768,199.53392857142853,199.53392957142853,826
00009_12-03-2025-12.22,IRYO,40.36,40.36,0.0,74.49666666666043,74.49666766666041,461
00013_12-03-2025-12.27,AVE,52.53,49.779999983044206,-2.750000016955795,98.54626984126985,98.54627084126983,378
00004_12-03-2025-12.57,AVE,49.12,42.84000010472634,-6.279999895273654,319.3529365079364,319.3529375079364,414
00014_12-03-2025-13.18,AVE,48.24,38.72000000242592,-9.519999997574082,329.0432142857143,329.0432152857143,339
00009_12-03-2025-14.02,IRYO,28.45,28.45,0.0,547.6516071428572,461.0,461
00015_12-03-2025-14.12,OUIGO,43.24,43.24,0.0,20.3806746040832,20.38067560408319,509
00016_12-03-2025-14.27,AVE,45.97,45.03500012965686,-0.934999870343141,251.30692918192906,251.30693018192906,291
00017_12-03-2025-14.42,IRYO,64.65,64.65,0.0,4.020773809523783,4.020774809523774,461
00004_12-03-2025-14.57,AVE,49.33,46.29000002324554,-3.0399999767544585,397.7858333333331,397.78583433333307,414
00018_12-03-2025-15.27,AVLO,34.49,28.400000123325764,-6.089999876674238,567.5497023809525,567.5497033809525,571
00004_12-03-2025-15.57,AVE,60.49,53.155000011774035,-7.334999988225967,396.43380952380966,396.43381052380965,414
00007_12-03-2025-16.27,AVE,66.45,69.05000011523249,2.60000011523249,415.67666666666696,414.0,414
00002_12-03-2025-16.37,IRYO,64.78,64.78,0.0,91.78952380952386,91.78952480952384,461
00004_12-03-2025-16.57,AVE,137.57,142.56999909118133,4.999999091181337,0.052777777777693456,0.05277877777768368,414
00015_12-03-2025-17.17,OUIGO,58.46,58.46,0.0,29.403750000000027,29.403751000000018,509
00009_12-03-2025-17.22,IRYO,36.74,36.74,0.0,243.537857142857,243.537858142857,461
00006_12-03-2025-17.27,AVE,52.81,46.71000005938894,-6.099999940611063,414.6532142857564,414.0,414
00004_12-03-2025-17.57,AVE,50.34,57.690000045735204,7.3500000457352,368.0192857142856,368.0192867142856,414
00016_12-03-2025-18.27,AVE,83.65,79.09000067653167,-4.5599993234683325,171.41375000000002,171.41375100000002,414
00002_12-03-2025-18.32,IRYO,45.2,45.2,0.0,466.6196428571429,461.0,461
00004_12-03-2025-18.57,AVE,130.18,140.08499993986848,9.904999939868475,0.0,9.99999936431642e-07,414
00009_12-03-2025-19.29,IRYO,42.37,42.37,0.0,26.612261904761862,26.612262904761852,461
00019_12-03-2025-19.34,AVLO,35.13,26.519999860642205,-8.610000139357798,153.04329365079366,153.04329465079365,581
00004_12-03-2025-20.05,AVE,30.77,30.89499961912695,0.12499961912694957,261.60708333333326,261.60708433333326,414
00009_12-03-2025-20.22,IRYO,32.23,32.23,0.0,42.91023809523811,42.9102390952381,461
00020_12-03-2025-20.27,AVE,48.48,58.48,10.0,13.056507936507915,13.056508936507905,414
00005_12-03-2025-21.02,OUIGO,48.02,48.02,0.0,0.0,9.999998603210658e-07,509
00007_12-03-2025-21.07,AVE,45.4,35.67500018182136,-9.724999818178638,50.303452380952365,50.303453380952355,414
