service_id,stop_id,arrival,departure
00004_08-01-2025-12.57,71801,157,157
00014_08-01-2025-13.18,60000,0,0
00014_08-01-2025-13.18,71801,184,184
00009_08-01-2025-14.02,60000,0,0
00009_08-01-2025-14.02,71801,172,172
00015_08-01-2025-14.12,60000,0,0
00015_08-01-2025-14.12,71801,157,157
00016_08-01-2025-14.27,60000,0,0
00016_08-01-2025-14.27,71801,177,177
00017_08-01-2025-14.42,60000,0,0
00017_08-01-2025-14.42,71801,179,179
00004_08-01-2025-14.57,60000,0,0
00004_08-01-2025-14.57,71801,157,157
00018_08-01-2025-15.27,60000,0,0
00018_08-01-2025-15.27,71801,199,199
00004_08-01-2025-15.57,60000,0,0
00004_08-01-2025-15.57,71801,157,157
00007_08-01-2025-16.27,60000,0,0
00007_08-01-2025-16.27,71801,172,172
00002_08-01-2025-16.37,60000,0,0
00002_08-01-2025-16.37,71801,157,157
00004_08-01-2025-16.57,60000,0,0
00004_08-01-2025-16.57,71801,157,157
00015_08-01-2025-17.17,60000,0,0
00015_08-01-2025-17.17,71801,157,157
00009_08-01-2025-17.22,60000,0,0
00009_08-01-2025-17.22,71801,172,172
00006_08-01-2025-17.27,60000,0,0
00006_08-01-2025-17.27,71801,199,199
00004_08-01-2025-17.57,60000,0,0
00004_08-01-2025-17.57,71801,157,157
