service_id,duration,capacity_window_1h,time_distance_competitor_-2,price_competitor_-2,time_distance_competitor_-1,price_competitor_-1,time_distance_competitor_1,price_competitor_1,time_distance_competitor_2,price_competitor_2,month_sin,month_cos,day_of_week_sin,day_of_week_cos,train_type_IRYO,train_type_OUIGO,price
00009_06-01-2025-11.22,172.0,1287.0,-115.2,76.24,-55.2,38.5,4.8,47.33,64.8,45.48,0.49999999999999994,0.8660254037844387,0.0,1.0,1,0,44.45
00009_06-01-2025-12.22,172.0,839.0,-115.2,38.5,-55.2,47.33,4.8,45.48,34.8,42.28,0.49999999999999994,0.8660254037844387,0.0,1.0,1,0,26.9
00009_06-01-2025-14.02,172.0,1261.0,-64.8,42.28,-43.8,68.94,25.2,27.26,55.2,33.69,0.49999999999999994,0.8660254037844387,0.0,1.0,1,0,26.09
00015_06-01-2025-14.12,157.0,1261.0,-75.0,42.28,-54.0,68.94,15.0,27.26,45.0,33.69,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,33.68
00017_06-01-2025-14.42,179.0,1166.0,-84.0,68.94,-15.0,27.26,15.0,33.69,45.0,33.45,0.49999999999999994,0.8660254037844387,0.0,1.0,1,0,51.36
00002_06-01-2025-16.37,157.0,1289.0,-40.2,26.6,-10.2,67.92,19.8,53.5,49.8,69.38,0.49999999999999994,0.8660254037844387,0.0,1.0,1,0,46.9
00015_06-01-2025-17.17,157.0,1798.0,-49.8,67.92,-19.8,53.5,10.2,69.38,40.2,31.63,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,25.13
00009_06-01-2025-17.22,172.0,1798.0,-55.2,67.92,-25.2,53.5,4.8,69.38,34.8,31.63,0.49999999999999994,0.8660254037844387,0.0,1.0,1,0,41.82
00002_06-01-2025-18.32,157.0,1289.0,-34.8,31.63,-4.8,41.55,25.2,41.99,62.4,24.45,0.49999999999999994,0.8660254037844387,0.0,1.0,1,0,20.87
00009_06-01-2025-19.29,172.0,1042.0,-61.8,41.55,-31.8,41.99,5.4,24.45,36.0,31.53,0.49999999999999994,0.8660254037844387,0.0,1.0,1,0,61.82
