train_idx,train_type,original_price,optimized_price,difference,predicted_demand,real_demand,capacity
00021_22-03-2025-06.27,AVLO,24.41,74.41,50.0,3131.7521075102036,581.0,581
00005_22-03-2025-07.02,OUIGO,39.26,39.26,0.0,175.8596811151005,175.8596811151005,509
00006_22-03-2025-07.27,AVE,73.51,123.50999999999998,49.99999999999997,4509.645904155288,414.0,414
00009_22-03-2025-08.07,IRYO,32.43,32.43,0.0,2053.2787527659334,461.0,461
00007_22-03-2025-08.27,AVE,53.76,103.75999999999988,49.99999999999988,5311.3641181503035,414.0,414
00008_22-03-2025-08.57,AVE,42.38,92.38,49.99999999999999,5762.540189031744,836.0,836
00009_22-03-2025-09.22,IRYO,52.26,52.26,0.0,63.332550992425524,63.33255099242554,461
00010_22-03-2025-09.27,AVE,69.28,119.28,50.0,4942.930352289286,414.0,414
00009_22-03-2025-09.57,IRYO,48.85,48.85,0.0,52.582479631214085,52.58247963121407,461
00011_22-03-2025-10.02,OUIGO,40.13,40.13,0.0,14.144232716268704,14.144232716268704,509
00012_22-03-2025-10.27,AVLO,41.52,91.51999999999998,49.99999999999998,2384.058723953497,581.0,581
00009_22-03-2025-11.22,IRYO,25.04,25.04,0.0,1546.0898170748828,461.0,461
00006_22-03-2025-11.27,AVE,42.41,92.40999999999991,49.999999999999915,3507.2589927373865,803.0,803
00009_22-03-2025-12.22,IRYO,26.92,26.92,0.0,2636.47887757711,461.0,461
00013_22-03-2025-12.27,AVE,60.41,110.40999999999978,49.99999999999979,5161.250480526267,378.0,378
00014_22-03-2025-13.18,AVE,82.74,132.73999999999998,49.999999999999986,3575.2738534117575,339.0,339
00015_22-03-2025-14.12,OUIGO,31.15,31.15,0.0,1629.7802966187933,509.0,509
00017_22-03-2025-14.42,IRYO,30.62,30.62,0.0,1206.8939047903561,461.0,461
00018_22-03-2025-15.27,AVLO,27.76,77.76,50.0,1567.3779007800836,547.0,547
00007_22-03-2025-16.27,AVE,81.32,131.31999999999996,49.99999999999997,4532.073043044104,414.0,414
00002_22-03-2025-16.37,IRYO,52.76,52.76,0.0,-7.869198138518925,0.0,461
00015_22-03-2025-17.17,OUIGO,10.0,10.0,0.0,5096.607738673383,509.0,509
00018_22-03-2025-17.27,AVLO,24.91,74.91,50.0,1551.5950045462248,581.0,581
00016_22-03-2025-18.27,AVE,120.2,160.0,39.8,3654.0247423823917,414.0,414
00009_22-03-2025-19.29,IRYO,33.89,33.89,0.0,765.3483243705011,461.0,461
00019_22-03-2025-19.34,AVLO,32.92,82.91999999999999,49.999999999999986,683.81760665707,581.0,581
00009_22-03-2025-20.22,IRYO,26.56,26.56,0.0,539.6328926287939,461.0,461
00020_22-03-2025-20.27,AVE,21.07,71.06999999999985,49.99999999999985,2466.619980300682,414.0,414
00005_22-03-2025-21.02,OUIGO,16.76,16.76,0.0,1400.300653396801,509.0,509
