train_idx,train_type,original_price,optimized_price,difference,predicted_demand,real_demand,capacity
00001_12-03-2025-06.12,AVLO,35.55,45.55,10.0,263.68319145051174,263.6831914505115,581
00002_12-03-2025-06.22,IRYO,19.12,19.12,0.0,856.3926154253838,461.0,461
00003_12-03-2025-06.27,AVE,51.08,60.15230460525149,9.072304605251489,518.8847619366863,359.0,359
00004_12-03-2025-06.57,AVE,92.74,102.74,10.0,359.40789017097825,359.4078901709785,414
00005_12-03-2025-07.02,OUIGO,29.34,29.34,0.0,142.09258404368038,142.09258404368038,509
00002_12-03-2025-07.22,IRYO,31.18,31.18,0.0,215.7292350675917,215.7292350675917,461
00006_12-03-2025-07.27,AVE,36.0,46.0,10.0,112.46490522215232,112.46490522215232,414
00004_12-03-2025-07.57,AVE,41.22,45.49793635886578,4.27793635886578,212.29548589397533,212.29548589397533,414
00007_12-03-2025-08.27,AVE,77.62,87.62,10.0,119.37714756702395,119.37714756702395,414
00002_12-03-2025-08.32,IRYO,28.44,28.44,0.0,137.71601219833903,137.71601219833903,461
00008_12-03-2025-08.57,AVE,51.31,61.31,10.0,176.33721705287198,176.33721705287198,414
00009_12-03-2025-09.22,IRYO,34.46,34.46,0.0,93.48242678559846,93.48242678559846,461
00010_12-03-2025-09.27,AVE,67.9,77.9,10.0,158.3402109107212,158.3402109107212,414
00009_12-03-2025-09.57,IRYO,35.87,35.87,0.0,114.00408201903836,114.00408201903836,461
00011_12-03-2025-10.02,OUIGO,50.83,50.83,0.0,8.147742386251497,8.147742386251497,509
00012_12-03-2025-10.27,AVLO,45.95,46.275127401162116,0.32512740116211347,62.945117696529955,62.945117696529955,581
00009_12-03-2025-11.22,IRYO,33.11,33.11,0.0,153.31533974998348,153.31533974998348,461
00006_12-03-2025-11.27,AVE,39.16,49.16,10.0,167.09514743942654,167.09514743942654,826
00009_12-03-2025-12.22,IRYO,40.36,40.36,0.0,54.75526137102232,54.75526137102232,461
00013_12-03-2025-12.27,AVE,52.53,62.53,10.0,164.13106075631984,164.1310607563171,378
00004_12-03-2025-12.57,AVE,49.12,59.12,10.0,313.1845892926802,313.1845892926802,414
00014_12-03-2025-13.18,AVE,48.24,58.24,10.0,109.91804601289284,109.91804601289284,339
00009_12-03-2025-14.02,IRYO,28.45,28.45,0.0,195.84425991622126,195.84425991622126,461
00015_12-03-2025-14.12,OUIGO,43.24,43.24,0.0,14.884359286952039,14.884359286952039,509
00016_12-03-2025-14.27,AVE,45.97,55.97,10.0,218.088424667872,218.0884246678722,291
00017_12-03-2025-14.42,IRYO,64.65,64.65,0.0,4.586488782543597,4.586488782546326,461
00004_12-03-2025-14.57,AVE,49.33,59.33,10.0,377.721855603816,377.72185560381325,414
00018_12-03-2025-15.27,AVLO,34.49,24.490000000000002,-10.0,50.01908952652784,50.01908952652784,571
00004_12-03-2025-15.57,AVE,60.49,70.49000000000001,10.000000000000007,467.47518775848476,414.0,414
00007_12-03-2025-16.27,AVE,66.45,76.45,10.0,599.0260273319653,414.0,414
00002_12-03-2025-16.37,IRYO,64.78,64.78,0.0,74.63262643824345,74.63262643824345,461
00004_12-03-2025-16.57,AVE,137.57,147.57,10.0,616.7132518349168,414.0,414
00015_12-03-2025-17.17,OUIGO,58.46,58.46,0.0,24.00715227756542,24.00715227756542,509
00009_12-03-2025-17.22,IRYO,36.74,36.74,0.0,278.6125438679553,278.6125438679552,461
00006_12-03-2025-17.27,AVE,52.81,62.578589169629026,9.768589169629024,259.3633360770882,259.3633360770882,414
00004_12-03-2025-17.57,AVE,50.34,60.34,10.0,426.736456771703,414.0,414
00016_12-03-2025-18.27,AVE,83.65,93.65,10.0,217.64632120022972,217.64632120022972,414
00002_12-03-2025-18.32,IRYO,45.2,45.2,0.0,56.640078549859574,56.640078549859574,461
00004_12-03-2025-18.57,AVE,130.18,140.18,10.0,225.5642154235656,225.5642154235656,414
00009_12-03-2025-19.29,IRYO,42.37,42.37,0.0,17.733885922774384,17.733885922774384,461
00019_12-03-2025-19.34,AVLO,35.13,45.13,10.0,6.072061471627382,6.072061471627382,581
00004_12-03-2025-20.05,AVE,30.77,40.769999999999996,9.999999999999996,61.16656954092308,61.16656954092308,414
00009_12-03-2025-20.22,IRYO,32.23,32.23,0.0,15.668852705835825,15.668852705835825,461
00020_12-03-2025-20.27,AVE,48.48,56.456007350625114,7.9760073506251175,6.0916084993337085,6.0916084993337085,414
00005_12-03-2025-21.02,OUIGO,48.02,48.02,0.0,1.7372143241966795,1.7372143241966795,509
00007_12-03-2025-21.07,AVE,45.4,42.18642031246159,-3.213579687538406,11.378566189949845,11.378566189949845,414
