train_idx,train_type,original_price,optimized_price,difference,predicted_demand,real_demand,capacity
00001_12-03-2025-06.12,AVLO,35.55,25.55,-9.999999999999996,308.68608498324244,308.68608498324244,581
00002_12-03-2025-06.22,IRYO,19.12,19.12,0.0,1279.8244010008111,461.0,461
00003_12-03-2025-06.27,AVE,51.08,61.08,10.0,381.2818123103655,359.0,359
00004_12-03-2025-06.57,AVE,92.74,102.74,10.0,375.52791056569066,375.52791056567884,414
00005_12-03-2025-07.02,OUIGO,29.34,29.34,0.0,104.46310208259818,104.46310208259818,509
00002_12-03-2025-07.22,IRYO,31.18,31.18,0.0,252.28908307847658,252.28908307847658,461
00006_12-03-2025-07.27,AVE,36.0,46.0,10.0,124.80603630962256,124.80603630963438,414
00004_12-03-2025-07.57,AVE,41.22,50.62490989613296,9.404909896132963,285.0968076664432,285.0968076664314,414
00007_12-03-2025-08.27,AVE,77.62,87.62,10.0,141.06714509567135,141.06714509567135,414
00002_12-03-2025-08.32,IRYO,28.44,28.44,0.0,173.43919259976622,173.43919259976622,461
00008_12-03-2025-08.57,AVE,51.31,61.31,10.0,209.29594081593535,209.29594081593535,414
00009_12-03-2025-09.22,IRYO,34.46,34.46,0.0,69.4649528060055,69.4649528060055,461
00010_12-03-2025-09.27,AVE,67.9,77.9,10.0,177.1036067222971,177.1036067222971,414
00009_12-03-2025-09.57,IRYO,35.87,35.87,0.0,129.17049699873266,129.17049699873266,461
00011_12-03-2025-10.02,OUIGO,50.83,50.83,0.0,5.97679813816132,5.97679813816132,509
00012_12-03-2025-10.27,AVLO,45.95,46.63905806643151,0.6890580664315067,59.83866601550808,59.83866601549626,581
00009_12-03-2025-11.22,IRYO,33.11,33.11,0.0,129.16436754539433,129.16436754539433,461
00006_12-03-2025-11.27,AVE,39.16,49.16,10.0,181.06142600301308,181.0614260028646,826
00009_12-03-2025-12.22,IRYO,40.36,40.36,0.0,71.3539053578063,71.3539053578063,461
00013_12-03-2025-12.27,AVE,52.53,62.53,10.0,157.47227314930916,157.47227314930916,378
00004_12-03-2025-12.57,AVE,49.12,59.12,10.0,302.8425814104623,302.8425814104623,414
00014_12-03-2025-13.18,AVE,48.24,58.24,10.0,121.13508493561017,121.13508493559834,339
00009_12-03-2025-14.02,IRYO,28.45,28.45,0.0,296.8683418977689,296.8683418977689,461
00015_12-03-2025-14.12,OUIGO,43.24,43.24,0.0,15.66380739314954,15.66380739314954,509
00016_12-03-2025-14.27,AVE,45.97,55.97,10.0,233.02592307997702,233.0259230799652,291
00017_12-03-2025-14.42,IRYO,64.65,64.65,0.0,4.777419845829,4.777419845839942,461
00004_12-03-2025-14.57,AVE,49.33,59.33,10.0,346.8037196081869,346.8037196081869,414
00018_12-03-2025-15.27,AVLO,34.49,24.490000000000002,-10.0,63.1270647413082,63.1270647413082,571
00004_12-03-2025-15.57,AVE,60.49,70.49000000000001,10.000000000000007,649.4544585380328,414.0,414
00007_12-03-2025-16.27,AVE,66.45,76.44993715314278,9.999937153142781,749.3290080852048,414.0,414
00002_12-03-2025-16.37,IRYO,64.78,64.78,0.0,71.40859278380142,71.40859278380142,461
00004_12-03-2025-16.57,AVE,137.57,147.57,10.0,645.1712747521053,414.0,414
00015_12-03-2025-17.17,OUIGO,58.46,58.46,0.0,20.66728302208523,20.66728302208523,509
00009_12-03-2025-17.22,IRYO,36.74,36.74,0.0,226.08819328170358,226.08819328169176,461
00006_12-03-2025-17.27,AVE,52.81,42.81,-10.0,234.10185929562167,234.10185929562167,414
00004_12-03-2025-17.57,AVE,50.34,60.34,10.0,418.835619786474,414.0,414
00016_12-03-2025-18.27,AVE,83.65,93.65,10.0,185.69623066909128,185.69623066909128,414
00002_12-03-2025-18.32,IRYO,45.2,45.2,0.0,69.12795156560234,69.12795156560234,461
00004_12-03-2025-18.57,AVE,130.18,140.18,10.0,225.5862241158275,225.58622411581567,414
00009_12-03-2025-19.29,IRYO,42.37,42.37,0.0,13.80277090408145,13.80277090408145,461
00019_12-03-2025-19.34,AVLO,35.13,45.13,10.0,5.139652026411494,5.139652020218791,581
00004_12-03-2025-20.05,AVE,30.77,40.769999999999996,9.999999999999996,46.82893836280164,46.82893836280164,414
00009_12-03-2025-20.22,IRYO,32.23,32.23,0.0,14.357882410358762,14.357882410358762,461
00020_12-03-2025-20.27,AVE,48.48,38.48,-10.0,4.453543369248671,4.453543369260494,414
00005_12-03-2025-21.02,OUIGO,48.02,48.02,0.0,-0.3948514387801795,0.0,509
00007_12-03-2025-21.07,AVE,45.4,41.692101490432215,-3.7078985095677837,10.922564881178443,10.922564881190267,414
