train_idx,train_type,original_price,optimized_price,difference,predicted_demand,actual_demand,capacity
00001_12-03-2025-06.12,AVLO,35.55,39.52999903440517,3.979999034405175,524.2156138629406,524.2156138629406,581
00002_12-03-2025-06.22,IRYO,19.12,35.4133493319461,16.2933493319461,491.2550360541665,461.0,461
00003_12-03-2025-06.27,AVE,51.08,49.84499995080061,-1.2350000491993853,464.58718733831984,359.0,359
00004_12-03-2025-06.57,AVE,92.74,87.98000055869544,-4.759999441304558,9.216013871595912,9.216013871595912,414
00005_12-03-2025-07.02,OUIGO,29.34,31.1357385577628,1.7957385577627996,53.54077865791171,53.54077865791171,509
00002_12-03-2025-07.22,IRYO,31.18,36.912908942198726,5.732908942198726,74.33725166846014,74.33725166846014,461
00006_12-03-2025-07.27,AVE,36.0,34.664999867881754,-1.335000132118246,402.3867564316084,402.3867564316084,414
00004_12-03-2025-07.57,AVE,41.22,38.254999445301266,-2.965000554698733,386.82184131064275,386.82184131064275,414
00007_12-03-2025-08.27,AVE,77.62,80.5300240961792,2.9100240961791997,-17.845704737383027,0.0,414
00002_12-03-2025-08.32,IRYO,28.44,49.66349874477146,21.223498744771458,-9.026421949140143,0.0,461
00008_12-03-2025-08.57,AVE,51.31,46.715000097656414,-4.594999902343588,200.8232805009389,200.82328050093895,414
00009_12-03-2025-09.22,IRYO,34.46,55.44974755165744,20.989747551657437,-3.547846249791749,0.0,461
00010_12-03-2025-09.27,AVE,67.9,62.925000029576665,-4.97499997042334,34.42790413257839,34.42790413257845,414
00009_12-03-2025-09.57,IRYO,35.87,43.46226754911949,7.592267549119491,56.267087576487064,56.267087576487064,461
00011_12-03-2025-10.02,OUIGO,50.83,48.439347868759,-2.390652131240998,-14.882882779875429,0.0,509
00012_12-03-2025-10.27,AVLO,45.95,43.08500003752308,-2.8649999624769222,31.14297658702661,31.14297658702661,581
00009_12-03-2025-11.22,IRYO,33.11,40.17560545862173,7.065605458621732,90.85973372122744,90.85973372122744,461
00006_12-03-2025-11.27,AVE,39.16,34.68499931465685,-4.475000685343147,468.5234455974594,468.52344559745933,826
00009_12-03-2025-12.22,IRYO,40.36,46.46633010330343,6.106330103303428,7.9726300132545855,7.9726300132545855,461
00013_12-03-2025-12.27,AVE,52.53,55.44000004129646,2.910000041296456,69.48659483109302,69.48659483109296,378
00004_12-03-2025-12.57,AVE,49.12,44.594999955668754,-4.525000044331243,229.17722305071203,229.17722305071203,414
00014_12-03-2025-13.18,AVE,48.24,43.47499984406146,-4.765000155938544,246.81007349797997,246.81007349798,339
00009_12-03-2025-14.02,IRYO,28.45,43.93560667857727,15.485606678577273,36.497914899464746,36.497914899464746,461
00015_12-03-2025-14.12,OUIGO,43.24,50.10588021438308,6.8658802143830755,-5.375501100622637,0.0,509
00016_12-03-2025-14.27,AVE,45.97,43.47499984406138,-2.4950001559386195,215.80809737511095,215.808097375111,291
00017_12-03-2025-14.42,IRYO,64.65,34.87553190514124,-29.77446809485877,77.08229191600915,77.08229191600915,461
00004_12-03-2025-14.57,AVE,49.33,44.359999904109976,-4.970000095890022,249.5823992459296,249.5823992459296,414
00018_12-03-2025-15.27,AVLO,34.49,30.104999576367916,-4.385000423632086,251.81789818590318,251.81789818590323,571
00004_12-03-2025-15.57,AVE,60.49,61.41499977350876,0.924999773508759,171.52724480685612,171.52724480685612,414
00007_12-03-2025-16.27,AVE,66.45,64.43000007080329,-2.0199999291967146,339.01391084105865,339.01391084105865,414
00002_12-03-2025-16.37,IRYO,64.78,44.501212524034905,-20.278787475965096,494.6858511800947,461.0,461
00004_12-03-2025-16.57,AVE,137.57,141.79002340999736,4.220023409997367,-3.5389053955608403,0.0,414
00015_12-03-2025-17.17,OUIGO,58.46,41.46083503119659,-16.999164968803413,69.8680102306977,69.8680102306977,509
00009_12-03-2025-17.22,IRYO,36.74,39.453337892179405,2.7133378921794034,163.63677557958687,163.63677557958687,461
00006_12-03-2025-17.27,AVE,52.81,48.2149999240418,-4.595000075958204,181.7769424539404,181.7769424539404,414
00004_12-03-2025-17.57,AVE,50.34,46.61500003860119,-3.724999961398815,357.700434295917,357.700434295917,414
00016_12-03-2025-18.27,AVE,83.65,79.04499980240297,-4.605000197597036,76.4902005520597,76.4902005520597,414
00002_12-03-2025-18.32,IRYO,45.2,45.85761524836948,0.6576152483694742,307.99821818767043,307.99821818767043,461
00004_12-03-2025-18.57,AVE,130.18,135.00502147239007,4.825021472390063,-14.788478485948726,0.0,414
00009_12-03-2025-19.29,IRYO,42.37,39.703669797116106,-2.6663302028838913,-1.4074074053785601,0.0,461
00019_12-03-2025-19.34,AVLO,35.13,34.66499986788174,-0.46500013211826285,180.89675050312673,180.89675050312673,581
00004_12-03-2025-20.05,AVE,30.77,25.8599997533959,-4.910000246604099,419.55830203077835,414.0,414
00009_12-03-2025-20.22,IRYO,32.23,32.66908808022403,0.4390880802240318,42.914921121754745,42.914921121754745,461
00020_12-03-2025-20.27,AVE,48.48,46.71500009765638,-1.764999902343618,43.135879758452866,43.135879758452866,414
00005_12-03-2025-21.02,OUIGO,48.02,26.752072826620445,-21.267927173379558,212.38267631787784,212.38267631787784,509
00007_12-03-2025-21.07,AVE,45.4,40.54002347870317,-4.859976521296829,-12.863891998541158,0.0,414
