train_idx,train_type,original_price,optimized_price,difference,predicted_demand,actual_demand,capacity
00001_13-08-2025-06.12,AVLO,33.97,38.97,5.0,803.0275561857093,581.0,581
00002_13-08-2025-06.22,IRYO,37.5,37.5,0.0,771.9113189611439,461.0,461
00003_13-08-2025-06.27,AVE,39.92,44.92,5.0,858.8515752288779,359.0,359
00004_13-08-2025-06.57,AVE,112.01,107.01,-5.0,3.0076567960105347,3.0076567960105347,414
00005_13-08-2025-07.02,OUIGO,31.79,31.79,0.0,82.87508657203203,82.87508657203203,509
00002_13-08-2025-07.22,IRYO,27.22,27.22,0.0,542.6007883166549,461.0,461
00006_13-08-2025-07.27,AVE,29.92,34.92,5.0,426.31411510746176,414.0,414
00004_13-08-2025-07.57,AVE,52.49,47.49000000000001,-4.999999999999993,234.2100773340605,234.21007733406046,414
00007_13-08-2025-08.27,AVE,80.85,75.85,-5.0,5.891063461672312,5.891063461672312,414
00002_13-08-2025-08.32,IRYO,30.29,30.29,0.0,185.60839851344514,185.60839851344514,461
00008_13-08-2025-08.57,AVE,41.06,37.808068196169835,-3.2519318038301677,414.0,414.0,414
00009_13-08-2025-09.22,IRYO,31.03,31.03,0.0,162.25712599850138,162.25712599850138,461
00010_13-08-2025-09.27,AVE,61.17,56.17,-5.0,49.78279504819249,49.78279504819249,414
00009_13-08-2025-09.57,IRYO,28.87,28.87,0.0,251.03417287599936,251.03417287599936,461
00011_13-08-2025-10.02,OUIGO,25.14,25.14,0.0,114.53750262118196,114.53750262118196,509
00012_13-08-2025-10.27,AVLO,47.25,42.25,-5.0,74.54131525599519,74.54131525599519,581
00009_13-08-2025-11.22,IRYO,15.91,15.91,0.0,1021.8851082240153,461.0,461
00006_13-08-2025-11.27,AVE,56.42,51.42,-5.0,143.3810080037822,143.3810080037822,826
00009_13-08-2025-12.22,IRYO,39.75,39.75,0.0,128.44076477091858,128.44076477091858,461
00013_13-08-2025-12.27,AVE,64.39,67.1985329693969,2.808532969396893,29.148399104763968,29.148399104763968,378
00004_13-08-2025-12.57,AVE,54.2,49.2,-5.0,295.05345751022196,295.0534575102219,414
00014_13-08-2025-13.18,AVE,48.24,43.24,-5.0,156.75487037467892,156.75487037467892,339
00009_13-08-2025-14.02,IRYO,31.97,31.97,0.0,194.94588232536805,194.94588232536805,461
00015_13-08-2025-14.12,OUIGO,37.46,37.46,0.0,35.36286071311949,35.36286071311949,509
00016_13-08-2025-14.27,AVE,36.5,41.5,5.0,369.5931084182855,291.0,291
00017_13-08-2025-14.42,IRYO,39.14,39.14,0.0,99.57631730919707,99.57631730919712,461
00004_13-08-2025-14.57,AVE,46.11,50.234872734185174,4.124872734185175,414.0,414.0,414
00018_13-08-2025-15.27,AVLO,39.65,44.65,5.0,59.468011449483825,59.468011449483825,571
00004_13-08-2025-15.57,AVE,62.51,59.27447915032871,-3.235520849671289,414.0,414.0,414
00007_13-08-2025-16.27,AVE,68.24,63.23999999999999,-5.000000000000007,312.7503560378805,312.7503560378805,414
00002_13-08-2025-16.37,IRYO,45.39,45.39,0.0,277.50254141562266,277.50254141562266,461
00004_13-08-2025-16.57,AVE,129.39,124.38999999999997,-5.000000000000014,3.154328680139752,3.154328680139752,414
00015_13-08-2025-17.17,OUIGO,29.27,29.27,0.0,420.17610556215953,420.1761055621594,509
00009_13-08-2025-17.22,IRYO,52.47,52.47,0.0,81.48663913802469,81.48663913802469,461
00006_13-08-2025-17.27,AVE,53.59,48.59000000000001,-4.999999999999993,250.51067760706223,250.51067760706218,414
00004_13-08-2025-17.57,AVE,67.64,62.64000000000001,-4.999999999999993,190.290104004087,190.29010400408694,414
00016_13-08-2025-18.27,AVE,65.15,60.15,-5.000000000000007,70.70511301865841,70.70511301865841,414
00002_13-08-2025-18.32,IRYO,40.93,40.93,0.0,120.91770565708468,120.91770565708468,461
00004_13-08-2025-18.57,AVE,98.53,103.53000000000004,5.000000000000043,3.518622428231082,3.518622428231082,414
00009_13-08-2025-19.29,IRYO,37.03,37.03,0.0,30.42241206112542,30.42241206112542,461
00019_13-08-2025-19.34,AVLO,30.29,26.028193104189334,-4.261806895810665,145.9875564119247,145.9875564119247,581
00004_13-08-2025-20.05,AVE,45.99,41.91022822614458,-4.07977177385542,102.43886892337146,102.43886892337152,414
00009_13-08-2025-20.22,IRYO,46.53,46.53,0.0,5.201793514887935,5.201793514887935,461
00020_13-08-2025-20.27,AVE,60.35,65.35,4.999999999999993,3.4279775191972797,3.4279775191972797,414
00005_13-08-2025-21.02,OUIGO,39.22,39.22,0.0,4.478792429214755,4.478792429214755,509
00007_13-08-2025-21.07,AVE,46.7,41.7,-5.0,21.95597031116796,21.95597031116796,414
