train_idx,train_type,original_price,optimized_price,difference,predicted_demand,actual_demand,capacity
00021_23-08-2025-06.27,AVLO,33.1,33.98625221972933,0.8862522197293288,581.0,581.0,581
00005_23-08-2025-07.02,OUIGO,34.5,34.5,0.0,106.22064877769851,106.22064877769851,509
00006_23-08-2025-07.27,AVE,53.64,48.64,-5.0,152.8471465692428,152.8471465692429,414
00009_23-08-2025-08.07,IRYO,28.09,28.09,0.0,297.8804874854146,297.88048748542093,461
00007_23-08-2025-08.27,AVE,47.32,42.32,-5.0,236.9311480368571,236.9311480368571,414
00008_23-08-2025-08.57,AVE,67.84,72.84,5.0,7.248498063828788,7.248498063828788,836
00009_23-08-2025-09.22,IRYO,20.76,20.76,0.0,828.6742475914231,461.0,461
00010_23-08-2025-09.27,AVE,48.06,43.06,-5.0,309.9852453674964,309.9852453674964,414
00009_23-08-2025-09.57,IRYO,46.73,46.73,0.0,57.48366816234427,57.48366816234427,461
00011_23-08-2025-10.02,OUIGO,42.34,42.34,0.0,43.865215302470354,43.865215302470354,509
00012_23-08-2025-10.27,AVLO,46.5,41.5,-5.0,127.51702111379122,127.51702111379122,581
00009_23-08-2025-11.22,IRYO,58.47,58.47,0.0,18.1543640549141,18.1543640549141,461
00006_23-08-2025-11.27,AVE,36.48,39.66709989506284,3.1870998950628433,566.3670857392498,566.3670857392498,803
00009_23-08-2025-12.22,IRYO,39.93,39.93,0.0,119.24425160616035,119.24425160616035,461
00013_23-08-2025-12.27,AVE,47.73,47.05243407860351,-0.6775659213964857,148.5107802347676,148.51078023476765,378
00014_23-08-2025-13.18,AVE,82.74,87.74,5.0,4.180768505387544,4.180768505387545,339
00015_23-08-2025-14.12,OUIGO,19.04,19.04,0.0,809.1596218620718,509.0,509
00017_23-08-2025-14.42,IRYO,32.5,32.5,0.0,157.26469703678208,157.26469703678208,461
00018_23-08-2025-15.27,AVLO,29.5,24.5,-5.0,418.78538633199673,418.78538633199673,547
00007_23-08-2025-16.27,AVE,96.92,91.92,-5.0,5.5177833876652755,5.5177833876652755,414
00002_23-08-2025-16.37,IRYO,34.38,34.38,0.0,323.67652445206994,323.67652445206994,461
00015_23-08-2025-17.17,OUIGO,15.93,15.93,0.0,811.0108757980395,509.0,509
00018_23-08-2025-17.27,AVLO,28.11,23.11,-5.0,408.09038714958285,408.09038714958285,581
00016_23-08-2025-18.27,AVE,86.73,85.77215119501386,-0.957848804986142,4.687695156358137,4.687695156358137,414
00009_23-08-2025-19.29,IRYO,28.64,28.64,0.0,37.95976033844179,37.95976033844179,461
00019_23-08-2025-19.34,AVLO,28.7,24.500317158510974,-4.199682841489025,20.584964496465723,20.584964496465723,581
00009_23-08-2025-20.22,IRYO,18.4,18.4,0.0,401.14485749598043,401.14485749598043,461
00020_23-08-2025-20.27,AVE,15.06,20.060000000000002,5.000000000000002,718.1627662082625,414.0,414
00005_23-08-2025-21.02,OUIGO,14.21,14.21,0.0,939.000251524881,509.0,509
