trip_id,origin,destination,tsp,train_type,departure,arrival,duration,service_id,BasicSeat
00012,60000,71801,AVLO,AVLO,2025-04-24 10:27:00,2025-04-24 13:19:00,0 days 02:52:00,00012_24-04-2025-10.27,52.73
00009,60000,71801,IRYO,IRYO,2025-04-24 11:22:00,2025-04-24 14:14:00,0 days 02:52:00,00009_24-04-2025-11.22,48.19
00006,60000,71801,AVE,AVE,2025-04-24 11:27:00,2025-04-24 14:46:00,0 days 03:19:00,00006_24-04-2025-11.27,62.12
00009,60000,71801,IRYO,IRYO,2025-04-24 12:22:00,2025-04-24 15:14:00,0 days 02:52:00,00009_24-04-2025-12.22,38.7
00013,60000,71801,AVE,AVE,2025-04-24 12:27:00,2025-04-24 15:44:00,0 days 03:17:00,00013_24-04-2025-12.27,46.07
00004,60000,71801,AVE,AVE,2025-04-24 12:57:00,2025-04-24 15:34:00,0 days 02:37:00,00004_24-04-2025-12.57,60.65
00014,60000,71801,AVE INT,AVE INT,2025-04-24 13:18:00,2025-04-24 16:22:00,0 days 03:04:00,00014_24-04-2025-13.18,55.14
00004,60000,71801,AVE,AVE,2025-04-24 13:57:00,2025-04-24 16:34:00,0 days 02:37:00,00004_24-04-2025-13.57,
00009,60000,71801,IRYO,IRYO,2025-04-24 14:02:00,2025-04-24 16:54:00,0 days 02:52:00,00009_24-04-2025-14.02,
00015,60000,71801,OUIGO,OUIGO,2025-04-24 14:12:00,2025-04-24 16:49:00,0 days 02:37:00,00015_24-04-2025-14.12,
00016,60000,71801,AVE,AVE,2025-04-24 14:27:00,2025-04-24 17:24:00,0 days 02:57:00,00016_24-04-2025-14.27,93.39
00017,60000,71801,IRYO,IRYO,2025-04-24 14:42:00,2025-04-24 17:41:00,0 days 02:59:00,00017_24-04-2025-14.42,39.42
00004,60000,71801,AVE,AVE,2025-04-24 14:57:00,2025-04-24 17:34:00,0 days 02:37:00,00004_24-04-2025-14.57,68.17
00018,60000,71801,AVLO,AVLO,2025-04-24 15:27:00,2025-04-24 18:46:00,0 days 03:19:00,00018_24-04-2025-15.27,48.1
00004,60000,71801,AVE,AVE,2025-04-24 15:57:00,2025-04-24 18:34:00,0 days 02:37:00,00004_24-04-2025-15.57,81.19
00007,60000,71801,AVE,AVE,2025-04-24 16:27:00,2025-04-24 19:19:00,0 days 02:52:00,00007_24-04-2025-16.27,51.71
00002,60000,71801,IRYO,IRYO,2025-04-24 16:37:00,2025-04-24 19:14:00,0 days 02:37:00,00002_24-04-2025-16.37,42.53
00004,60000,71801,AVE,AVE,2025-04-24 16:57:00,2025-04-24 19:34:00,0 days 02:37:00,00004_24-04-2025-16.57,158.03
00015,60000,71801,OUIGO,OUIGO,2025-04-24 17:17:00,2025-04-24 19:54:00,0 days 02:37:00,00015_24-04-2025-17.17,53.48
00009,60000,71801,IRYO,IRYO,2025-04-24 17:22:00,2025-04-24 20:14:00,0 days 02:52:00,00009_24-04-2025-17.22,74.74
00006,60000,71801,AVE,AVE,2025-04-24 17:27:00,2025-04-24 20:46:00,0 days 03:19:00,00006_24-04-2025-17.27,82.05
00004,60000,71801,AVE,AVE,2025-04-24 17:57:00,2025-04-24 20:34:00,0 days 02:37:00,00004_24-04-2025-17.57,67.98
00016,60000,71801,AVE,AVE,2025-04-24 18:27:00,2025-04-24 21:24:00,0 days 02:57:00,00016_24-04-2025-18.27,71.09
00002,60000,71801,IRYO,IRYO,2025-04-24 18:32:00,2025-04-24 21:09:00,0 days 02:37:00,00002_24-04-2025-18.32,41.71
00004,60000,71801,AVE,AVE,2025-04-24 18:57:00,2025-04-24 21:34:00,0 days 02:37:00,00004_24-04-2025-18.57,78.46
00009,60000,71801,IRYO,IRYO,2025-04-24 19:29:00,2025-04-24 22:21:00,0 days 02:52:00,00009_24-04-2025-19.29,35.91
00019,60000,71801,AVLO,AVLO,2025-04-24 19:34:00,2025-04-24 22:55:00,0 days 03:21:00,00019_24-04-2025-19.34,31.57
00004,60000,71801,AVE,AVE,2025-04-24 20:05:00,2025-04-24 22:42:00,0 days 02:37:00,00004_24-04-2025-20.05,75.05
00009,60000,71801,IRYO,IRYO,2025-04-24 20:22:00,2025-04-24 23:14:00,0 days 02:52:00,00009_24-04-2025-20.22,35.22
00020,60000,71801,AVE,AVE,2025-04-24 20:27:00,2025-04-24 23:48:00,0 days 03:21:00,00020_24-04-2025-20.27,34.33
00005,60000,71801,OUIGO,OUIGO,2025-04-24 21:02:00,2025-04-24 23:54:00,0 days 02:52:00,00005_24-04-2025-21.02,41.37
00007,60000,71801,AVE,AVE,2025-04-24 21:07:00,2025-04-24 23:59:00,0 days 02:52:00,00007_24-04-2025-21.07,76.3
00002,60000,71801,IRYO,IRYO,2025-04-25 06:22:00,2025-04-25 08:59:00,0 days 02:37:00,00002_25-04-2025-06.22,14.56
00021,60000,71801,AVLO,AVLO,2025-04-25 06:27:00,2025-04-25 09:25:00,0 days 02:58:00,00021_25-04-2025-06.27,19.1
00004,60000,71801,AVE,AVE,2025-04-25 06:57:00,2025-04-25 09:34:00,0 days 02:37:00,00004_25-04-2025-06.57,59.88
00005,60000,71801,OUIGO,OUIGO,2025-04-25 07:02:00,2025-04-25 09:54:00,0 days 02:52:00,00005_25-04-2025-07.02,50.38
00002,60000,71801,IRYO,IRYO,2025-04-25 07:22:00,2025-04-25 09:59:00,0 days 02:37:00,00002_25-04-2025-07.22,30.31
00006,60000,71801,AVE,AVE,2025-04-25 07:27:00,2025-04-25 10:46:00,0 days 03:19:00,00006_25-04-2025-07.27,79.49
00004,60000,71801,AVE,AVE,2025-04-25 07:57:00,2025-04-25 10:34:00,0 days 02:37:00,00004_25-04-2025-07.57,41.97
00002,60000,71801,IRYO,IRYO,2025-04-25 08:32:00,2025-04-25 11:09:00,0 days 02:37:00,00002_25-04-2025-08.32,33.29
00008,60000,71801,AVE,AVE,2025-04-25 08:57:00,2025-04-25 11:41:00,0 days 02:44:00,00008_25-04-2025-08.57,125.95
00009,60000,71801,IRYO,IRYO,2025-04-25 09:22:00,2025-04-25 12:14:00,0 days 02:52:00,00009_25-04-2025-09.22,65.93
00010,60000,71801,AVE,AVE,2025-04-25 09:27:00,2025-04-25 12:41:00,0 days 03:14:00,00010_25-04-2025-09.27,73.99
00009,60000,71801,IRYO,IRYO,2025-04-25 09:57:00,2025-04-25 12:49:00,0 days 02:52:00,00009_25-04-2025-09.57,51.65
00011,60000,71801,OUIGO,OUIGO,2025-04-25 10:02:00,2025-04-25 13:04:00,0 days 03:02:00,00011_25-04-2025-10.02,33.01
00012,60000,71801,AVLO,AVLO,2025-04-25 10:27:00,2025-04-25 13:19:00,0 days 02:52:00,00012_25-04-2025-10.27,61.16
00009,60000,71801,IRYO,IRYO,2025-04-25 11:22:00,2025-04-25 14:14:00,0 days 02:52:00,00009_25-04-2025-11.22,72.96
00006,60000,71801,AVE,AVE,2025-04-25 11:27:00,2025-04-25 14:46:00,0 days 03:19:00,00006_25-04-2025-11.27,112.06
00009,60000,71801,IRYO,IRYO,2025-04-25 12:22:00,2025-04-25 15:14:00,0 days 02:52:00,00009_25-04-2025-12.22,41.83
00013,60000,71801,AVE,AVE,2025-04-25 12:27:00,2025-04-25 15:44:00,0 days 03:17:00,00013_25-04-2025-12.27,23.62
00004,60000,71801,AVE,AVE,2025-04-25 12:57:00,2025-04-25 15:34:00,0 days 02:37:00,00004_25-04-2025-12.57,78.5
00014,60000,71801,AVE INT,AVE INT,2025-04-25 13:18:00,2025-04-25 16:22:00,0 days 03:04:00,00014_25-04-2025-13.18,55.14
00004,60000,71801,AVE,AVE,2025-04-25 13:57:00,2025-04-25 16:34:00,0 days 02:37:00,00004_25-04-2025-13.57,75.6
00009,60000,71801,IRYO,IRYO,2025-04-25 14:02:00,2025-04-25 16:54:00,0 days 02:52:00,00009_25-04-2025-14.02,61.33
00015,60000,71801,OUIGO,OUIGO,2025-04-25 14:12:00,2025-04-25 16:49:00,0 days 02:37:00,00015_25-04-2025-14.12,54.79
00016,60000,71801,AVE,AVE,2025-04-25 14:27:00,2025-04-25 17:24:00,0 days 02:57:00,00016_25-04-2025-14.27,92.13
00017,60000,71801,IRYO,IRYO,2025-04-25 14:42:00,2025-04-25 17:41:00,0 days 02:59:00,00017_25-04-2025-14.42,81.23
00004,60000,71801,AVE,AVE,2025-04-25 14:57:00,2025-04-25 17:34:00,0 days 02:37:00,00004_25-04-2025-14.57,78.01
00018,60000,71801,AVLO,AVLO,2025-04-25 15:27:00,2025-04-25 18:46:00,0 days 03:19:00,00018_25-04-2025-15.27,55.05
00004,60000,71801,AVE,AVE,2025-04-25 15:57:00,2025-04-25 18:34:00,0 days 02:37:00,00004_25-04-2025-15.57,94.65
00007,60000,71801,AVE,AVE,2025-04-25 16:27:00,2025-04-25 19:19:00,0 days 02:52:00,00007_25-04-2025-16.27,81.87
00002,60000,71801,IRYO,IRYO,2025-04-25 16:37:00,2025-04-25 19:14:00,0 days 02:37:00,00002_25-04-2025-16.37,65.41
00004,60000,71801,AVE,AVE,2025-04-25 16:57:00,2025-04-25 19:34:00,0 days 02:37:00,00004_25-04-2025-16.57,82.19
00015,60000,71801,OUIGO,OUIGO,2025-04-25 17:17:00,2025-04-25 19:54:00,0 days 02:37:00,00015_25-04-2025-17.17,50.98
00009,60000,71801,IRYO,IRYO,2025-04-25 17:22:00,2025-04-25 20:14:00,0 days 02:52:00,00009_25-04-2025-17.22,59.56
00018,60000,71801,AVLO,AVLO,2025-04-25 17:27:00,2025-04-25 20:46:00,0 days 03:19:00,00018_25-04-2025-17.27,43.08
00004,60000,71801,AVE,AVE,2025-04-25 17:57:00,2025-04-25 20:34:00,0 days 02:37:00,00004_25-04-2025-17.57,69.66
00016,60000,71801,AVE,AVE,2025-04-25 18:27:00,2025-04-25 21:24:00,0 days 02:57:00,00016_25-04-2025-18.27,95.85
00002,60000,71801,IRYO,IRYO,2025-04-25 18:32:00,2025-04-25 21:09:00,0 days 02:37:00,00002_25-04-2025-18.32,33.7
00004,60000,71801,AVE,AVE,2025-04-25 18:57:00,2025-04-25 21:34:00,0 days 02:37:00,00004_25-04-2025-18.57,78.04
00009,60000,71801,IRYO,IRYO,2025-04-25 19:29:00,2025-04-25 22:21:00,0 days 02:52:00,00009_25-04-2025-19.29,45.41
00019,60000,71801,AVLO,AVLO,2025-04-25 19:34:00,2025-04-25 22:55:00,0 days 03:21:00,00019_25-04-2025-19.34,41.66
00004,60000,71801,AVE,AVE,2025-04-25 20:05:00,2025-04-25 22:42:00,0 days 02:37:00,00004_25-04-2025-20.05,78.04
00009,60000,71801,IRYO,IRYO,2025-04-25 20:22:00,2025-04-25 23:14:00,0 days 02:52:00,00009_25-04-2025-20.22,34.74
00020,60000,71801,AVE,AVE,2025-04-25 20:27:00,2025-04-25 23:48:00,0 days 03:21:00,00020_25-04-2025-20.27,63.76
00005,60000,71801,OUIGO,OUIGO,2025-04-25 21:02:00,2025-04-25 23:54:00,0 days 02:52:00,00005_25-04-2025-21.02,34.0
00007,60000,71801,AVE,AVE,2025-04-25 21:07:00,2025-04-25 23:59:00,0 days 02:52:00,00007_25-04-2025-21.07,65.02
00021,60000,71801,AVLO,AVLO,2025-04-26 06:27:00,2025-04-26 09:25:00,0 days 02:58:00,00021_26-04-2025-06.27,24.42
00005,60000,71801,OUIGO,OUIGO,2025-04-26 07:02:00,2025-04-26 09:54:00,0 days 02:52:00,00005_26-04-2025-07.02,31.61
00006,60000,71801,AVE,AVE,2025-04-26 07:27:00,2025-04-26 10:46:00,0 days 03:19:00,00006_26-04-2025-07.27,61.48
00009,60000,71801,IRYO,IRYO,2025-04-26 08:07:00,2025-04-26 10:59:00,0 days 02:52:00,00009_26-04-2025-08.07,45.62
00007,60000,71801,AVE,AVE,2025-04-26 08:27:00,2025-04-26 11:19:00,0 days 02:52:00,00007_26-04-2025-08.27,62.15
00008,60000,71801,AVE,AVE,2025-04-26 08:57:00,2025-04-26 11:41:00,0 days 02:44:00,00008_26-04-2025-08.57,57.7
00009,60000,71801,IRYO,IRYO,2025-04-26 09:22:00,2025-04-26 12:14:00,0 days 02:52:00,00009_26-04-2025-09.22,43.41
00010,60000,71801,AVE,AVE,2025-04-26 09:27:00,2025-04-26 12:41:00,0 days 03:14:00,00010_26-04-2025-09.27,57.0
00009,60000,71801,IRYO,IRYO,2025-04-26 09:57:00,2025-04-26 12:49:00,0 days 02:52:00,00009_26-04-2025-09.57,40.4
00011,60000,71801,OUIGO,OUIGO,2025-04-26 10:02:00,2025-04-26 13:04:00,0 days 03:02:00,00011_26-04-2025-10.02,43.66
00012,60000,71801,AVLO,AVLO,2025-04-26 10:27:00,2025-04-26 13:19:00,0 days 02:52:00,00012_26-04-2025-10.27,50.03
00009,60000,71801,IRYO,IRYO,2025-04-26 11:22:00,2025-04-26 14:14:00,0 days 02:52:00,00009_26-04-2025-11.22,26.58
00006,60000,71801,AVE,AVE,2025-04-26 11:27:00,2025-04-26 14:46:00,0 days 03:19:00,00006_26-04-2025-11.27,34.08
00009,60000,71801,IRYO,IRYO,2025-04-26 12:22:00,2025-04-26 15:14:00,0 days 02:52:00,00009_26-04-2025-12.22,41.86
00013,60000,71801,AVE,AVE,2025-04-26 12:27:00,2025-04-26 15:44:00,0 days 03:17:00,00013_26-04-2025-12.27,50.08
00014,60000,71801,AVE INT,AVE INT,2025-04-26 13:18:00,2025-04-26 16:22:00,0 days 03:04:00,00014_26-04-2025-13.18,82.74
00015,60000,71801,OUIGO,OUIGO,2025-04-26 14:12:00,2025-04-26 16:49:00,0 days 02:37:00,00015_26-04-2025-14.12,18.68
00017,60000,71801,IRYO,IRYO,2025-04-26 14:42:00,2025-04-26 17:41:00,0 days 02:59:00,00017_26-04-2025-14.42,41.22
00018,60000,71801,AVLO,AVLO,2025-04-26 15:27:00,2025-04-26 18:46:00,0 days 03:19:00,00018_26-04-2025-15.27,34.09
00007,60000,71801,AVE,AVE,2025-04-26 16:27:00,2025-04-26 19:19:00,0 days 02:52:00,00007_26-04-2025-16.27,93.16
00002,60000,71801,IRYO,IRYO,2025-04-26 16:37:00,2025-04-26 19:14:00,0 days 02:37:00,00002_26-04-2025-16.37,47.61
00015,60000,71801,OUIGO,OUIGO,2025-04-26 17:17:00,2025-04-26 19:54:00,0 days 02:37:00,00015_26-04-2025-17.17,11.87
00018,60000,71801,AVLO,AVLO,2025-04-26 17:27:00,2025-04-26 20:46:00,0 days 03:19:00,00018_26-04-2025-17.27,24.14
00016,60000,71801,AVE,AVE,2025-04-26 18:27:00,2025-04-26 21:24:00,0 days 02:57:00,00016_26-04-2025-18.27,94.05
00009,60000,71801,IRYO,IRYO,2025-04-26 19:29:00,2025-04-26 22:21:00,0 days 02:52:00,00009_26-04-2025-19.29,29.53
00019,60000,71801,AVLO,AVLO,2025-04-26 19:34:00,2025-04-26 22:55:00,0 days 03:21:00,00019_26-04-2025-19.34,32.12
00009,60000,71801,IRYO,IRYO,2025-04-26 20:22:00,2025-04-26 23:14:00,0 days 02:52:00,00009_26-04-2025-20.22,53.75
00020,60000,71801,AVE,AVE,2025-04-26 20:27:00,2025-04-26 23:48:00,0 days 03:21:00,00020_26-04-2025-20.27,48.14
00005,60000,71801,OUIGO,OUIGO,2025-04-26 21:02:00,2025-04-26 23:54:00,0 days 02:52:00,00005_26-04-2025-21.02,28.98
00021,60000,71801,AVLO,AVLO,2025-04-27 06:27:00,2025-04-27 09:25:00,0 days 02:58:00,00021_27-04-2025-06.27,55.72
00005,60000,71801,OUIGO,OUIGO,2025-04-27 07:02:00,2025-04-27 09:54:00,0 days 02:52:00,00005_27-04-2025-07.02,48.07
00006,60000,71801,AVE,AVE,2025-04-27 07:27:00,2025-04-27 10:46:00,0 days 03:19:00,00006_27-04-2025-07.27,37.16
00009,60000,71801,IRYO,IRYO,2025-04-27 08:07:00,2025-04-27 10:59:00,0 days 02:52:00,00009_27-04-2025-08.07,43.86
00007,60000,71801,AVE,AVE,2025-04-27 08:27:00,2025-04-27 11:19:00,0 days 02:52:00,00007_27-04-2025-08.27,65.98
00009,60000,71801,IRYO,IRYO,2025-04-27 09:22:00,2025-04-27 12:14:00,0 days 02:52:00,00009_27-04-2025-09.22,30.78
00010,60000,71801,AVE,AVE,2025-04-27 09:27:00,2025-04-27 12:41:00,0 days 03:14:00,00010_27-04-2025-09.27,40.12
00009,60000,71801,IRYO,IRYO,2025-04-27 09:57:00,2025-04-27 12:49:00,0 days 02:52:00,00009_27-04-2025-09.57,54.26
00011,60000,71801,OUIGO,OUIGO,2025-04-27 10:02:00,2025-04-27 13:04:00,0 days 03:02:00,00011_27-04-2025-10.02,55.93
00012,60000,71801,AVLO,AVLO,2025-04-27 10:27:00,2025-04-27 13:19:00,0 days 02:52:00,00012_27-04-2025-10.27,51.73
00009,60000,71801,IRYO,IRYO,2025-04-27 11:22:00,2025-04-27 14:14:00,0 days 02:52:00,00009_27-04-2025-11.22,59.96
00006,60000,71801,AVE,AVE,2025-04-27 11:27:00,2025-04-27 14:46:00,0 days 03:19:00,00006_27-04-2025-11.27,134.21
00009,60000,71801,IRYO,IRYO,2025-04-27 12:22:00,2025-04-27 15:14:00,0 days 02:52:00,00009_27-04-2025-12.22,62.62
00013,60000,71801,AVE,AVE,2025-04-27 12:27:00,2025-04-27 15:44:00,0 days 03:17:00,00013_27-04-2025-12.27,48.51
00014,60000,71801,AVE INT,AVE INT,2025-04-27 13:18:00,2025-04-27 16:22:00,0 days 03:04:00,00014_27-04-2025-13.18,55.14
00009,60000,71801,IRYO,IRYO,2025-04-27 14:02:00,2025-04-27 16:54:00,0 days 02:52:00,00009_27-04-2025-14.02,84.08
00015,60000,71801,OUIGO,OUIGO,2025-04-27 14:12:00,2025-04-27 16:49:00,0 days 02:37:00,00015_27-04-2025-14.12,67.09
00016,60000,71801,AVE,AVE,2025-04-27 14:27:00,2025-04-27 17:24:00,0 days 02:57:00,00016_27-04-2025-14.27,101.7
00017,60000,71801,IRYO,IRYO,2025-04-27 14:42:00,2025-04-27 17:41:00,0 days 02:59:00,00017_27-04-2025-14.42,100.78
00018,60000,71801,AVLO,AVLO,2025-04-27 15:27:00,2025-04-27 18:46:00,0 days 03:19:00,00018_27-04-2025-15.27,65.14
00007,60000,71801,AVE,AVE,2025-04-27 16:27:00,2025-04-27 19:19:00,0 days 02:52:00,00007_27-04-2025-16.27,90.07
00002,60000,71801,IRYO,IRYO,2025-04-27 16:37:00,2025-04-27 19:14:00,0 days 02:37:00,00002_27-04-2025-16.37,93.37
00004,60000,71801,AVE,AVE,2025-04-27 16:57:00,2025-04-27 19:34:00,0 days 02:37:00,00004_27-04-2025-16.57,85.52
00015,60000,71801,OUIGO,OUIGO,2025-04-27 17:17:00,2025-04-27 19:54:00,0 days 02:37:00,00015_27-04-2025-17.17,50.37
00009,60000,71801,IRYO,IRYO,2025-04-27 17:22:00,2025-04-27 20:14:00,0 days 02:52:00,00009_27-04-2025-17.22,86.84
00018,60000,71801,AVLO,AVLO,2025-04-27 17:27:00,2025-04-27 20:46:00,0 days 03:19:00,00018_27-04-2025-17.27,66.7
00004,60000,71801,AVE,AVE,2025-04-27 17:57:00,2025-04-27 20:34:00,0 days 02:37:00,00004_27-04-2025-17.57,75.1
00016,60000,71801,AVE,AVE,2025-04-27 18:27:00,2025-04-27 21:24:00,0 days 02:57:00,00016_27-04-2025-18.27,94.29
00002,60000,71801,IRYO,IRYO,2025-04-27 18:32:00,2025-04-27 21:09:00,0 days 02:37:00,00002_27-04-2025-18.32,101.02
00004,60000,71801,AVE,AVE,2025-04-27 18:57:00,2025-04-27 21:34:00,0 days 02:37:00,00004_27-04-2025-18.57,117.19
00009,60000,71801,IRYO,IRYO,2025-04-27 19:29:00,2025-04-27 22:21:00,0 days 02:52:00,00009_27-04-2025-19.29,73.25
00019,60000,71801,AVLO,AVLO,2025-04-27 19:34:00,2025-04-27 22:55:00,0 days 03:21:00,00019_27-04-2025-19.34,81.47
00004,60000,71801,AVE,AVE,2025-04-27 20:05:00,2025-04-27 22:42:00,0 days 02:37:00,00004_27-04-2025-20.05,56.77
00009,60000,71801,IRYO,IRYO,2025-04-27 20:22:00,2025-04-27 23:14:00,0 days 02:52:00,00009_27-04-2025-20.22,86.56
00020,60000,71801,AVE,AVE,2025-04-27 20:27:00,2025-04-27 23:48:00,0 days 03:21:00,00020_27-04-2025-20.27,69.04
00005,60000,71801,OUIGO,OUIGO,2025-04-27 21:02:00,2025-04-27 23:54:00,0 days 02:52:00,00005_27-04-2025-21.02,69.92
00007,60000,71801,AVE,AVE,2025-04-27 21:07:00,2025-04-27 23:59:00,0 days 02:52:00,00007_27-04-2025-21.07,121.21
00001,60000,71801,AVLO,AVLO,2025-04-28 06:12:00,2025-04-28 08:49:00,0 days 02:37:00,00001_28-04-2025-06.12,31.8
00002,60000,71801,IRYO,IRYO,2025-04-28 06:22:00,2025-04-28 08:59:00,0 days 02:37:00,00002_28-04-2025-06.22,34.91
00003,60000,71801,AVE,AVE,2025-04-28 06:27:00,2025-04-28 09:25:00,0 days 02:58:00,00003_28-04-2025-06.27,39.62
00004,60000,71801,AVE,AVE,2025-04-28 06:57:00,2025-04-28 09:34:00,0 days 02:37:00,00004_28-04-2025-06.57,61.75
00005,60000,71801,OUIGO,OUIGO,2025-04-28 07:02:00,2025-04-28 09:54:00,0 days 02:52:00,00005_28-04-2025-07.02,35.04
00002,60000,71801,IRYO,IRYO,2025-04-28 07:22:00,2025-04-28 09:59:00,0 days 02:37:00,00002_28-04-2025-07.22,41.51
00006,60000,71801,AVE,AVE,2025-04-28 07:27:00,2025-04-28 10:46:00,0 days 03:19:00,00006_28-04-2025-07.27,57.21
00004,60000,71801,AVE,AVE,2025-04-28 07:57:00,2025-04-28 10:34:00,0 days 02:37:00,00004_28-04-2025-07.57,76.14
00007,60000,71801,AVE,AVE,2025-04-28 08:27:00,2025-04-28 11:19:00,0 days 02:52:00,00007_28-04-2025-08.27,67.91
00002,60000,71801,IRYO,IRYO,2025-04-28 08:32:00,2025-04-28 11:09:00,0 days 02:37:00,00002_28-04-2025-08.32,37.5
00008,60000,71801,AVE,AVE,2025-04-28 08:57:00,2025-04-28 11:41:00,0 days 02:44:00,00008_28-04-2025-08.57,52.16
00009,60000,71801,IRYO,IRYO,2025-04-28 09:22:00,2025-04-28 12:14:00,0 days 02:52:00,00009_28-04-2025-09.22,41.3
00010,60000,71801,AVE,AVE,2025-04-28 09:27:00,2025-04-28 12:41:00,0 days 03:14:00,00010_28-04-2025-09.27,66.23
00009,60000,71801,IRYO,IRYO,2025-04-28 09:57:00,2025-04-28 12:49:00,0 days 02:52:00,00009_28-04-2025-09.57,39.83
00011,60000,71801,OUIGO,OUIGO,2025-04-28 10:02:00,2025-04-28 13:04:00,0 days 03:02:00,00011_28-04-2025-10.02,47.85
00012,60000,71801,AVLO,AVLO,2025-04-28 10:27:00,2025-04-28 13:19:00,0 days 02:52:00,00012_28-04-2025-10.27,36.28
00009,60000,71801,IRYO,IRYO,2025-04-28 11:22:00,2025-04-28 14:14:00,0 days 02:52:00,00009_28-04-2025-11.22,23.17
00006,60000,71801,AVE,AVE,2025-04-28 11:27:00,2025-04-28 14:46:00,0 days 03:19:00,00006_28-04-2025-11.27,45.18
00009,60000,71801,IRYO,IRYO,2025-04-28 12:22:00,2025-04-28 15:14:00,0 days 02:52:00,00009_28-04-2025-12.22,23.01
00013,60000,71801,AVE,AVE,2025-04-28 12:27:00,2025-04-28 15:44:00,0 days 03:17:00,00013_28-04-2025-12.27,62.68
00004,60000,71801,AVE,AVE,2025-04-28 12:57:00,2025-04-28 15:34:00,0 days 02:37:00,00004_28-04-2025-12.57,40.47
00014,60000,71801,AVE INT,AVE INT,2025-04-28 13:18:00,2025-04-28 16:22:00,0 days 03:04:00,00014_28-04-2025-13.18,68.94
00009,60000,71801,IRYO,IRYO,2025-04-28 14:02:00,2025-04-28 16:54:00,0 days 02:52:00,00009_28-04-2025-14.02,30.18
00015,60000,71801,OUIGO,OUIGO,2025-04-28 14:12:00,2025-04-28 16:49:00,0 days 02:37:00,00015_28-04-2025-14.12,28.5
00016,60000,71801,AVE,AVE,2025-04-28 14:27:00,2025-04-28 17:24:00,0 days 02:57:00,00016_28-04-2025-14.27,35.55
00017,60000,71801,IRYO,IRYO,2025-04-28 14:42:00,2025-04-28 17:41:00,0 days 02:59:00,00017_28-04-2025-14.42,25.98
00004,60000,71801,AVE,AVE,2025-04-28 14:57:00,2025-04-28 17:34:00,0 days 02:37:00,00004_28-04-2025-14.57,40.78
00018,60000,71801,AVLO,AVLO,2025-04-28 15:27:00,2025-04-28 18:46:00,0 days 03:19:00,00018_28-04-2025-15.27,34.7
00004,60000,71801,AVE,AVE,2025-04-28 15:57:00,2025-04-28 18:34:00,0 days 02:37:00,00004_28-04-2025-15.57,36.32
00007,60000,71801,AVE,AVE,2025-04-28 16:27:00,2025-04-28 19:19:00,0 days 02:52:00,00007_28-04-2025-16.27,67.1
00002,60000,71801,IRYO,IRYO,2025-04-28 16:37:00,2025-04-28 19:14:00,0 days 02:37:00,00002_28-04-2025-16.37,27.95
00004,60000,71801,AVE,AVE,2025-04-28 16:57:00,2025-04-28 19:34:00,0 days 02:37:00,00004_28-04-2025-16.57,54.76
00015,60000,71801,OUIGO,OUIGO,2025-04-28 17:17:00,2025-04-28 19:54:00,0 days 02:37:00,00015_28-04-2025-17.17,54.35
00009,60000,71801,IRYO,IRYO,2025-04-28 17:22:00,2025-04-28 20:14:00,0 days 02:52:00,00009_28-04-2025-17.22,45.61
00006,60000,71801,AVE,AVE,2025-04-28 17:27:00,2025-04-28 20:46:00,0 days 03:19:00,00006_28-04-2025-17.27,66.62
00004,60000,71801,AVE,AVE,2025-04-28 17:57:00,2025-04-28 20:34:00,0 days 02:37:00,00004_28-04-2025-17.57,41.08
00016,60000,71801,AVE,AVE,2025-04-28 18:27:00,2025-04-28 21:24:00,0 days 02:57:00,00016_28-04-2025-18.27,59.82
00002,60000,71801,IRYO,IRYO,2025-04-28 18:32:00,2025-04-28 21:09:00,0 days 02:37:00,00002_28-04-2025-18.32,33.48
00004,60000,71801,AVE,AVE,2025-04-28 18:57:00,2025-04-28 21:34:00,0 days 02:37:00,00004_28-04-2025-18.57,39.7
00009,60000,71801,IRYO,IRYO,2025-04-28 19:29:00,2025-04-28 22:21:00,0 days 02:52:00,00009_28-04-2025-19.29,59.07
00019,60000,71801,AVLO,AVLO,2025-04-28 19:34:00,2025-04-28 22:55:00,0 days 03:21:00,00019_28-04-2025-19.34,19.47
00004,60000,71801,AVE,AVE,2025-04-28 20:05:00,2025-04-28 22:42:00,0 days 02:37:00,00004_28-04-2025-20.05,33.14
00009,60000,71801,IRYO,IRYO,2025-04-28 20:22:00,2025-04-28 23:14:00,0 days 02:52:00,00009_28-04-2025-20.22,20.79
00020,60000,71801,AVE,AVE,2025-04-28 20:27:00,2025-04-28 23:48:00,0 days 03:21:00,00020_28-04-2025-20.27,13.0
00005,60000,71801,OUIGO,OUIGO,2025-04-28 21:02:00,2025-04-28 23:54:00,0 days 02:52:00,00005_28-04-2025-21.02,24.95
00007,60000,71801,AVE,AVE,2025-04-28 21:07:00,2025-04-28 23:59:00,0 days 02:52:00,00007_28-04-2025-21.07,28.52
00001,60000,71801,AVLO,AVLO,2025-04-29 06:12:00,2025-04-29 08:49:00,0 days 02:37:00,00001_29-04-2025-06.12,35.34
00002,60000,71801,IRYO,IRYO,2025-04-29 06:22:00,2025-04-29 08:59:00,0 days 02:37:00,00002_29-04-2025-06.22,29.96
00003,60000,71801,AVE,AVE,2025-04-29 06:27:00,2025-04-29 09:25:00,0 days 02:58:00,00003_29-04-2025-06.27,33.4
