trip_id,origin,destination,tsp,train_type,departure,arrival,duration,service_id,capacity,train_model,original_price_scraping,BasicSeat
20,60000,71801,AVE,AVE,2025-01-18 20:27:00,2025-01-18 23:48:00,0 days 03:21:00,00020_18-01-2025-20.27,414.0,S-103,23.0,18.74
5,60000,71801,OUIGO,OUIGO,2025-01-18 21:02:00,2025-01-18 23:54:00,0 days 02:52:00,00005_18-01-2025-21.02,509.0,S-108,22.0,18.23
21,60000,71801,AVLO,AVLO,2025-01-19 06:27:00,2025-01-19 09:25:00,0 days 02:58:00,00021_19-01-2025-06.27,581.0,S-106,45.0,55.09
5,60000,71801,OUIGO,OUIGO,2025-01-19 07:02:00,2025-01-19 09:54:00,0 days 02:52:00,00005_19-01-2025-07.02,509.0,S-108,39.0,31.87
6,60000,71801,AVE,AVE,2025-01-19 07:27:00,2025-01-19 10:46:00,0 days 03:19:00,00006_19-01-2025-07.27,414.0,S-103,45.95,60.18
9,60000,71801,IRYO,IRYO,2025-01-19 08:07:00,2025-01-19 10:59:00,0 days 02:52:00,00009_19-01-2025-08.07,461.0,S-109,48.96,41.1
7,60000,71801,AVE,AVE,2025-01-19 08:27:00,2025-01-19 11:19:00,0 days 02:52:00,00007_19-01-2025-08.27,414.0,S-103,68.95,95.0
9,60000,71801,IRYO,IRYO,2025-01-19 09:22:00,2025-01-19 12:14:00,0 days 02:52:00,00009_19-01-2025-09.22,461.0,S-109,44.01,34.82
10,60000,71801,AVE,AVE,2025-01-19 09:27:00,2025-01-19 12:41:00,0 days 03:14:00,00010_19-01-2025-09.27,414.0,S-103,45.95,61.36
9,60000,71801,IRYO,IRYO,2025-01-19 09:57:00,2025-01-19 12:49:00,0 days 02:52:00,00009_19-01-2025-09.57,461.0,S-109,62.84,73.55
11,60000,71801,OUIGO,OUIGO,2025-01-19 10:02:00,2025-01-19 13:04:00,0 days 03:02:00,00011_19-01-2025-10.02,509.0,S-108,42.0,35.93
12,60000,71801,AVLO,AVLO,2025-01-19 10:27:00,2025-01-19 13:19:00,0 days 02:52:00,00012_19-01-2025-10.27,581.0,S-106,39.0,48.82
9,60000,71801,IRYO,IRYO,2025-01-19 11:22:00,2025-01-19 14:14:00,0 days 02:52:00,00009_19-01-2025-11.22,461.0,S-109,48.96,69.25
6,60000,71801,AVE,AVE,2025-01-19 11:27:00,2025-01-19 14:46:00,0 days 03:19:00,00006_19-01-2025-11.27,803.0,S-103,114.9,137.11
9,60000,71801,IRYO,IRYO,2025-01-19 12:22:00,2025-01-19 15:14:00,0 days 02:52:00,00009_19-01-2025-12.22,461.0,S-109,60.58,81.34
13,60000,71801,AVE,AVE,2025-01-19 12:27:00,2025-01-19 15:44:00,0 days 03:17:00,00013_19-01-2025-12.27,398.0,S-103,45.95,69.97
14,60000,71801,AVE INT,AVE INT,2025-01-19 13:18:00,2025-01-19 16:22:00,0 days 03:04:00,00014_19-01-2025-13.18,339.0,S-100,45.95,55.14
9,60000,71801,IRYO,IRYO,2025-01-19 14:02:00,2025-01-19 16:54:00,0 days 02:52:00,00009_19-01-2025-14.02,461.0,S-109,85.9,84.84
15,60000,71801,OUIGO,OUIGO,2025-01-19 14:12:00,2025-01-19 16:49:00,0 days 02:37:00,00015_19-01-2025-14.12,509.0,S-108,49.0,50.24
16,60000,71801,AVE,AVE,2025-01-19 14:27:00,2025-01-19 17:24:00,0 days 02:57:00,00016_19-01-2025-14.27,381.0,S-103,80.45,90.57
17,60000,71801,IRYO,IRYO,2025-01-19 14:42:00,2025-01-19 17:41:00,0 days 02:59:00,00017_19-01-2025-14.42,461.0,S-109,77.76,66.05
18,60000,71801,AVLO,AVLO,2025-01-19 15:27:00,2025-01-19 18:46:00,0 days 03:19:00,00018_19-01-2025-15.27,571.0,S-106,55.0,63.26
7,60000,71801,AVE,AVE,2025-01-19 16:27:00,2025-01-19 19:19:00,0 days 02:52:00,00007_19-01-2025-16.27,414.0,S-103,68.95,73.9
2,60000,71801,IRYO,IRYO,2025-01-19 16:37:00,2025-01-19 19:14:00,0 days 02:37:00,00002_19-01-2025-16.37,461.0,S-109,91.13,95.18
4,60000,71801,AVE,AVE,2025-01-19 16:57:00,2025-01-19 19:34:00,0 days 02:37:00,00004_19-01-2025-16.57,414.0,S-103,67.8,83.87
15,60000,71801,OUIGO,OUIGO,2025-01-19 17:17:00,2025-01-19 19:54:00,0 days 02:37:00,00015_19-01-2025-17.17,509.0,S-108,55.0,59.66
9,60000,71801,IRYO,IRYO,2025-01-19 17:22:00,2025-01-19 20:14:00,0 days 02:52:00,00009_19-01-2025-17.22,461.0,S-109,88.48,84.25
18,60000,71801,AVLO,AVLO,2025-01-19 17:27:00,2025-01-19 20:46:00,0 days 03:19:00,00018_19-01-2025-17.27,581.0,S-106,55.0,64.48
4,60000,71801,AVE,AVE,2025-01-19 17:57:00,2025-01-19 20:34:00,0 days 02:37:00,00004_19-01-2025-17.57,414.0,S-103,57.45,75.61
16,60000,71801,AVE,AVE,2025-01-19 18:27:00,2025-01-19 21:24:00,0 days 02:57:00,00016_19-01-2025-18.27,414.0,S-103,80.45,84.57
2,60000,71801,IRYO,IRYO,2025-01-19 18:32:00,2025-01-19 21:09:00,0 days 02:37:00,00002_19-01-2025-18.32,461.0,S-109,88.48,89.95
4,60000,71801,AVE,AVE,2025-01-19 18:57:00,2025-01-19 21:34:00,0 days 02:37:00,00004_19-01-2025-18.57,414.0,S-103,94.9,114.96
9,60000,71801,IRYO,IRYO,2025-01-19 19:29:00,2025-01-19 22:21:00,0 days 02:52:00,00009_19-01-2025-19.29,461.0,S-109,90.15,74.42
19,60000,71801,AVLO,AVLO,2025-01-19 19:34:00,2025-01-19 22:55:00,0 days 03:21:00,00019_19-01-2025-19.34,581.0,S-106,69.0,90.85
4,60000,71801,AVE,AVE,2025-01-19 20:05:00,2025-01-19 22:42:00,0 days 02:37:00,00004_19-01-2025-20.05,414.0,S-103,54.25,55.19
9,60000,71801,IRYO,IRYO,2025-01-19 20:22:00,2025-01-19 23:14:00,0 days 02:52:00,00009_19-01-2025-20.22,461.0,S-109,85.9,74.0
20,60000,71801,AVE,AVE,2025-01-19 20:27:00,2025-01-19 23:48:00,0 days 03:21:00,00020_19-01-2025-20.27,834.0,S-103,68.95,76.9
5,60000,71801,OUIGO,OUIGO,2025-01-19 21:02:00,2025-01-19 23:54:00,0 days 02:52:00,00005_19-01-2025-21.02,509.0,S-108,49.0,66.94
7,60000,71801,AVE,AVE,2025-01-19 21:07:00,2025-01-19 23:59:00,0 days 02:52:00,00007_19-01-2025-21.07,414.0,S-103,103.4,126.96
1,60000,71801,AVLO,AVLO,2025-01-20 06:12:00,2025-01-20 08:49:00,0 days 02:37:00,00001_20-01-2025-06.12,581.0,S-106,25.0,28.33
2,60000,71801,IRYO,IRYO,2025-01-20 06:22:00,2025-01-20 08:59:00,0 days 02:37:00,00002_20-01-2025-06.22,461.0,S-109,31.04,46.11
3,60000,71801,AVE,AVE,2025-01-20 06:27:00,2025-01-20 09:25:00,0 days 02:58:00,00003_20-01-2025-06.27,359.0,S-103,40.2,44.15
4,60000,71801,AVE,AVE,2025-01-20 06:57:00,2025-01-20 09:34:00,0 days 02:37:00,00004_20-01-2025-06.57,414.0,S-103,47.45,53.5
5,60000,71801,OUIGO,OUIGO,2025-01-20 07:02:00,2025-01-20 09:54:00,0 days 02:52:00,00005_20-01-2025-07.02,509.0,S-108,29.0,39.72
2,60000,71801,IRYO,IRYO,2025-01-20 07:22:00,2025-01-20 09:59:00,0 days 02:37:00,00002_20-01-2025-07.22,461.0,S-109,31.97,35.12
6,60000,71801,AVE,AVE,2025-01-20 07:27:00,2025-01-20 10:46:00,0 days 03:19:00,00006_20-01-2025-07.27,414.0,S-103,45.95,53.42
4,60000,71801,AVE,AVE,2025-01-20 07:57:00,2025-01-20 10:34:00,0 days 02:37:00,00004_20-01-2025-07.57,414.0,S-103,54.25,60.04
7,60000,71801,AVE,AVE,2025-01-20 08:27:00,2025-01-20 11:19:00,0 days 02:52:00,00007_20-01-2025-08.27,414.0,S-103,57.45,86.49
2,60000,71801,IRYO,IRYO,2025-01-20 08:32:00,2025-01-20 11:09:00,0 days 02:37:00,00002_20-01-2025-08.32,461.0,S-109,31.97,35.45
8,60000,71801,AVE,AVE,2025-01-20 08:57:00,2025-01-20 11:41:00,0 days 02:44:00,00008_20-01-2025-08.57,836.0,S-103,40.7,42.84
9,60000,71801,IRYO,IRYO,2025-01-20 09:22:00,2025-01-20 12:14:00,0 days 02:52:00,00009_20-01-2025-09.22,461.0,S-109,48.96,41.12
10,60000,71801,AVE,AVE,2025-01-20 09:27:00,2025-01-20 12:41:00,0 days 03:14:00,00010_20-01-2025-09.27,414.0,S-103,61.15,71.79
9,60000,71801,IRYO,IRYO,2025-01-20 09:57:00,2025-01-20 12:49:00,0 days 02:52:00,00009_20-01-2025-09.57,461.0,S-109,34.77,56.1
11,60000,71801,OUIGO,OUIGO,2025-01-20 10:02:00,2025-01-20 13:04:00,0 days 03:02:00,00011_20-01-2025-10.02,509.0,S-108,33.0,28.69
12,60000,71801,AVLO,AVLO,2025-01-20 10:27:00,2025-01-20 13:19:00,0 days 02:52:00,00012_20-01-2025-10.27,581.0,S-106,29.0,39.01
9,60000,71801,IRYO,IRYO,2025-01-20 11:22:00,2025-01-20 14:14:00,0 days 02:52:00,00009_20-01-2025-11.22,461.0,S-109,31.04,32.62
6,60000,71801,AVE,AVE,2025-01-20 11:27:00,2025-01-20 14:46:00,0 days 03:19:00,00006_20-01-2025-11.27,826.0,S-103,34.45,41.54
9,60000,71801,IRYO,IRYO,2025-01-20 12:22:00,2025-01-20 15:14:00,0 days 02:52:00,00009_20-01-2025-12.22,461.0,S-109,30.14,30.69
13,60000,71801,AVE,AVE,2025-01-20 12:27:00,2025-01-20 15:44:00,0 days 03:17:00,00013_20-01-2025-12.27,378.0,S-103,40.7,49.31
4,60000,71801,AVE,AVE,2025-01-20 12:57:00,2025-01-20 15:34:00,0 days 02:37:00,00004_20-01-2025-12.57,414.0,S-103,33.9,28.82
14,60000,71801,AVE INT,AVE INT,2025-01-20 13:18:00,2025-01-20 16:22:00,0 days 03:04:00,00014_20-01-2025-13.18,339.0,S-100,57.45,68.94
9,60000,71801,IRYO,IRYO,2025-01-20 14:02:00,2025-01-20 16:54:00,0 days 02:52:00,00009_20-01-2025-14.02,461.0,S-109,31.04,31.54
15,60000,71801,OUIGO,OUIGO,2025-01-20 14:12:00,2025-01-20 16:49:00,0 days 02:37:00,00015_20-01-2025-14.12,509.0,S-108,29.0,20.11
16,60000,71801,AVE,AVE,2025-01-20 14:27:00,2025-01-20 17:24:00,0 days 02:57:00,00016_20-01-2025-14.27,291.0,S-100,28.75,37.37
17,60000,71801,IRYO,IRYO,2025-01-20 14:42:00,2025-01-20 17:41:00,0 days 02:59:00,00017_20-01-2025-14.42,461.0,S-109,50.78,41.5
4,60000,71801,AVE,AVE,2025-01-20 14:57:00,2025-01-20 17:34:00,0 days 02:37:00,00004_20-01-2025-14.57,414.0,S-103,33.9,40.55
18,60000,71801,AVLO,AVLO,2025-01-20 15:27:00,2025-01-20 18:46:00,0 days 03:19:00,00018_20-01-2025-15.27,571.0,S-106,29.0,32.44
4,60000,71801,AVE,AVE,2025-01-20 15:57:00,2025-01-20 18:34:00,0 days 02:37:00,00004_20-01-2025-15.57,414.0,S-103,33.9,37.44
7,60000,71801,AVE,AVE,2025-01-20 16:27:00,2025-01-20 19:19:00,0 days 02:52:00,00007_20-01-2025-16.27,414.0,S-103,57.45,68.37
2,60000,71801,IRYO,IRYO,2025-01-20 16:37:00,2025-01-20 19:14:00,0 days 02:37:00,00002_20-01-2025-16.37,461.0,S-109,31.04,41.87
4,60000,71801,AVE,AVE,2025-01-20 16:57:00,2025-01-20 19:34:00,0 days 02:37:00,00004_20-01-2025-16.57,414.0,S-103,40.7,54.75
15,60000,71801,OUIGO,OUIGO,2025-01-20 17:17:00,2025-01-20 19:54:00,0 days 02:37:00,00015_20-01-2025-17.17,509.0,S-108,29.0,33.56
9,60000,71801,IRYO,IRYO,2025-01-20 17:22:00,2025-01-20 20:14:00,0 days 02:52:00,00009_20-01-2025-17.22,461.0,S-109,30.14,38.61
6,60000,71801,AVE,AVE,2025-01-20 17:27:00,2025-01-20 20:46:00,0 days 03:19:00,00006_20-01-2025-17.27,414.0,S-103,57.45,70.57
4,60000,71801,AVE,AVE,2025-01-20 17:57:00,2025-01-20 20:34:00,0 days 02:37:00,00004_20-01-2025-17.57,414.0,S-103,34.45,28.21
16,60000,71801,AVE,AVE,2025-01-20 18:27:00,2025-01-20 21:24:00,0 days 02:57:00,00016_20-01-2025-18.27,414.0,S-103,45.95,45.44
2,60000,71801,IRYO,IRYO,2025-01-20 18:32:00,2025-01-20 21:09:00,0 days 02:37:00,00002_20-01-2025-18.32,461.0,S-109,30.28,25.71
4,60000,71801,AVE,AVE,2025-01-20 18:57:00,2025-01-20 21:34:00,0 days 02:37:00,00004_20-01-2025-18.57,414.0,S-103,33.9,37.1
9,60000,71801,IRYO,IRYO,2025-01-20 19:29:00,2025-01-20 22:21:00,0 days 02:52:00,00009_20-01-2025-19.29,461.0,S-109,56.49,45.57
19,60000,71801,AVLO,AVLO,2025-01-20 19:34:00,2025-01-20 22:55:00,0 days 03:21:00,00019_20-01-2025-19.34,581.0,S-106,19.0,25.25
4,60000,71801,AVE,AVE,2025-01-20 20:05:00,2025-01-20 22:42:00,0 days 02:37:00,00004_20-01-2025-20.05,414.0,S-103,20.35,14.07
9,60000,71801,IRYO,IRYO,2025-01-20 20:22:00,2025-01-20 23:14:00,0 days 02:52:00,00009_20-01-2025-20.22,461.0,S-109,28.41,31.12
20,60000,71801,AVE,AVE,2025-01-20 20:27:00,2025-01-20 23:48:00,0 days 03:21:00,00020_20-01-2025-20.27,414.0,S-103,17.25,20.11
5,60000,71801,OUIGO,OUIGO,2025-01-20 21:02:00,2025-01-20 23:54:00,0 days 02:52:00,00005_20-01-2025-21.02,509.0,S-108,19.0,21.95
7,60000,71801,AVE,AVE,2025-01-20 21:07:00,2025-01-20 23:59:00,0 days 02:52:00,00007_20-01-2025-21.07,414.0,S-103,28.75,32.06
1,60000,71801,AVLO,AVLO,2025-01-21 06:12:00,2025-01-21 08:49:00,0 days 02:37:00,00001_21-01-2025-06.12,581.0,S-106,29.0,34.47
2,60000,71801,IRYO,IRYO,2025-01-21 06:22:00,2025-01-21 08:59:00,0 days 02:37:00,00002_21-01-2025-06.22,461.0,S-109,29.26,40.18
3,60000,71801,AVE,AVE,2025-01-21 06:27:00,2025-01-21 09:25:00,0 days 02:58:00,00003_21-01-2025-06.27,359.0,S-103,34.45,48.82
4,60000,71801,AVE,AVE,2025-01-21 06:57:00,2025-01-21 09:34:00,0 days 02:37:00,00004_21-01-2025-06.57,414.0,S-103,94.9,122.67
5,60000,71801,OUIGO,OUIGO,2025-01-21 07:02:00,2025-01-21 09:54:00,0 days 02:52:00,00005_21-01-2025-07.02,509.0,S-108,29.0,47.73
2,60000,71801,IRYO,IRYO,2025-01-21 07:22:00,2025-01-21 09:59:00,0 days 02:37:00,00002_21-01-2025-07.22,461.0,S-109,27.58,27.93
6,60000,71801,AVE,AVE,2025-01-21 07:27:00,2025-01-21 10:46:00,0 days 03:19:00,00006_21-01-2025-07.27,414.0,S-103,28.75,35.38
4,60000,71801,AVE,AVE,2025-01-21 07:57:00,2025-01-21 10:34:00,0 days 02:37:00,00004_21-01-2025-07.57,414.0,S-103,33.9,26.18
7,60000,71801,AVE,AVE,2025-01-21 08:27:00,2025-01-21 11:19:00,0 days 02:52:00,00007_21-01-2025-08.27,414.0,S-103,57.45,76.37
2,60000,71801,IRYO,IRYO,2025-01-21 08:32:00,2025-01-21 11:09:00,0 days 02:37:00,00002_21-01-2025-08.32,461.0,S-109,28.41,34.18
8,60000,71801,AVE,AVE,2025-01-21 08:57:00,2025-01-21 11:41:00,0 days 02:44:00,00008_21-01-2025-08.57,414.0,S-103,33.9,49.82
9,60000,71801,IRYO,IRYO,2025-01-21 09:22:00,2025-01-21 12:14:00,0 days 02:52:00,00009_21-01-2025-09.22,461.0,S-109,30.14,33.32
10,60000,71801,AVE,AVE,2025-01-21 09:27:00,2025-01-21 12:41:00,0 days 03:14:00,00010_21-01-2025-09.27,414.0,S-103,57.45,61.94
9,60000,71801,IRYO,IRYO,2025-01-21 09:57:00,2025-01-21 12:49:00,0 days 02:52:00,00009_21-01-2025-09.57,461.0,S-109,36.89,25.6
11,60000,71801,OUIGO,OUIGO,2025-01-21 10:02:00,2025-01-21 13:04:00,0 days 03:02:00,00011_21-01-2025-10.02,509.0,S-108,29.0,28.97
12,60000,71801,AVLO,AVLO,2025-01-21 10:27:00,2025-01-21 13:19:00,0 days 02:52:00,00012_21-01-2025-10.27,581.0,S-106,29.0,33.77
9,60000,71801,IRYO,IRYO,2025-01-21 11:22:00,2025-01-21 14:14:00,0 days 02:52:00,00009_21-01-2025-11.22,461.0,S-109,31.97,10.0
6,60000,71801,AVE,AVE,2025-01-21 11:27:00,2025-01-21 14:46:00,0 days 03:19:00,00006_21-01-2025-11.27,826.0,S-103,28.75,45.85
9,60000,71801,IRYO,IRYO,2025-01-21 12:22:00,2025-01-21 15:14:00,0 days 02:52:00,00009_21-01-2025-12.22,461.0,S-109,30.14,36.4
13,60000,71801,AVE,AVE,2025-01-21 12:27:00,2025-01-21 15:44:00,0 days 03:17:00,00013_21-01-2025-12.27,378.0,S-103,40.7,41.65
4,60000,71801,AVE,AVE,2025-01-21 12:57:00,2025-01-21 15:34:00,0 days 02:37:00,00004_21-01-2025-12.57,414.0,S-103,33.9,48.83
14,60000,71801,AVE INT,AVE INT,2025-01-21 13:18:00,2025-01-21 16:22:00,0 days 03:04:00,00014_21-01-2025-13.18,339.0,S-100,40.2,48.24
9,60000,71801,IRYO,IRYO,2025-01-21 14:02:00,2025-01-21 16:54:00,0 days 02:52:00,00009_21-01-2025-14.02,461.0,S-109,28.41,37.8
15,60000,71801,OUIGO,OUIGO,2025-01-21 14:12:00,2025-01-21 16:49:00,0 days 02:37:00,00015_21-01-2025-14.12,509.0,S-108,29.0,30.65
16,60000,71801,AVE,AVE,2025-01-21 14:27:00,2025-01-21 17:24:00,0 days 02:57:00,00016_21-01-2025-14.27,291.0,S-100,57.45,75.18
17,60000,71801,IRYO,IRYO,2025-01-21 14:42:00,2025-01-21 17:41:00,0 days 02:59:00,00017_21-01-2025-14.42,461.0,S-109,31.82,30.25
4,60000,71801,AVE,AVE,2025-01-21 14:57:00,2025-01-21 17:34:00,0 days 02:37:00,00004_21-01-2025-14.57,414.0,S-103,33.9,41.05
18,60000,71801,AVLO,AVLO,2025-01-21 15:27:00,2025-01-21 18:46:00,0 days 03:19:00,00018_21-01-2025-15.27,571.0,S-106,25.0,30.84
4,60000,71801,AVE,AVE,2025-01-21 15:57:00,2025-01-21 18:34:00,0 days 02:37:00,00004_21-01-2025-15.57,414.0,S-103,27.1,18.42
7,60000,71801,AVE,AVE,2025-01-21 16:27:00,2025-01-21 19:19:00,0 days 02:52:00,00007_21-01-2025-16.27,414.0,S-103,28.75,26.8
2,60000,71801,IRYO,IRYO,2025-01-21 16:37:00,2025-01-21 19:14:00,0 days 02:37:00,00002_21-01-2025-16.37,461.0,S-109,28.41,22.48
4,60000,71801,AVE,AVE,2025-01-21 16:57:00,2025-01-21 19:34:00,0 days 02:37:00,00004_21-01-2025-16.57,414.0,S-103,47.45,49.59
15,60000,71801,OUIGO,OUIGO,2025-01-21 17:17:00,2025-01-21 19:54:00,0 days 02:37:00,00015_21-01-2025-17.17,509.0,S-108,33.0,45.38
9,60000,71801,IRYO,IRYO,2025-01-21 17:22:00,2025-01-21 20:14:00,0 days 02:52:00,00009_21-01-2025-17.22,461.0,S-109,29.26,32.86
6,60000,71801,AVE,AVE,2025-01-21 17:27:00,2025-01-21 20:46:00,0 days 03:19:00,00006_21-01-2025-17.27,414.0,S-103,45.95,49.94
4,60000,71801,AVE,AVE,2025-01-21 17:57:00,2025-01-21 20:34:00,0 days 02:37:00,00004_21-01-2025-17.57,414.0,S-103,57.45,68.21
16,60000,71801,AVE,AVE,2025-01-21 18:27:00,2025-01-21 21:24:00,0 days 02:57:00,00016_21-01-2025-18.27,414.0,S-103,45.95,58.72
2,60000,71801,IRYO,IRYO,2025-01-21 18:32:00,2025-01-21 21:09:00,0 days 02:37:00,00002_21-01-2025-18.32,461.0,S-109,28.41,33.83
4,60000,71801,AVE,AVE,2025-01-21 18:57:00,2025-01-21 21:34:00,0 days 02:37:00,00004_21-01-2025-18.57,414.0,S-103,27.1,37.46
9,60000,71801,IRYO,IRYO,2025-01-21 19:29:00,2025-01-21 22:21:00,0 days 02:52:00,00009_21-01-2025-19.29,461.0,S-109,34.77,32.23
19,60000,71801,AVLO,AVLO,2025-01-21 19:34:00,2025-01-21 22:55:00,0 days 03:21:00,00019_21-01-2025-19.34,581.0,S-106,25.0,28.28
4,60000,71801,AVE,AVE,2025-01-21 20:05:00,2025-01-21 22:42:00,0 days 02:37:00,00004_21-01-2025-20.05,414.0,S-103,33.9,41.63
9,60000,71801,IRYO,IRYO,2025-01-21 20:22:00,2025-01-21 23:14:00,0 days 02:52:00,00009_21-01-2025-20.22,461.0,S-109,26.78,22.24
20,60000,71801,AVE,AVE,2025-01-21 20:27:00,2025-01-21 23:48:00,0 days 03:21:00,00020_21-01-2025-20.27,414.0,S-103,28.75,29.65
5,60000,71801,OUIGO,OUIGO,2025-01-21 21:02:00,2025-01-21 23:54:00,0 days 02:52:00,00005_21-01-2025-21.02,509.0,S-108,29.0,15.84
7,60000,71801,AVE,AVE,2025-01-21 21:07:00,2025-01-21 23:59:00,0 days 02:52:00,00007_21-01-2025-21.07,414.0,S-103,34.45,33.66
1,60000,71801,AVLO,AVLO,2025-01-22 06:12:00,2025-01-22 08:49:00,0 days 02:37:00,00001_22-01-2025-06.12,581.0,S-106,29.0,38.89
2,60000,71801,IRYO,IRYO,2025-01-22 06:22:00,2025-01-22 08:59:00,0 days 02:37:00,00002_22-01-2025-06.22,461.0,S-109,27.58,46.98
3,60000,71801,AVE,AVE,2025-01-22 06:27:00,2025-01-22 09:25:00,0 days 02:58:00,00003_22-01-2025-06.27,359.0,S-103,40.2,44.66
4,60000,71801,AVE,AVE,2025-01-22 06:57:00,2025-01-22 09:34:00,0 days 02:37:00,00004_22-01-2025-06.57,414.0,S-103,81.35,98.91
5,60000,71801,OUIGO,OUIGO,2025-01-22 07:02:00,2025-01-22 09:54:00,0 days 02:52:00,00005_22-01-2025-07.02,509.0,S-108,33.0,47.9
2,60000,71801,IRYO,IRYO,2025-01-22 07:22:00,2025-01-22 09:59:00,0 days 02:37:00,00002_22-01-2025-07.22,461.0,S-109,28.41,30.31
6,60000,71801,AVE,AVE,2025-01-22 07:27:00,2025-01-22 10:46:00,0 days 03:19:00,00006_22-01-2025-07.27,414.0,S-103,28.75,25.73
4,60000,71801,AVE,AVE,2025-01-22 07:57:00,2025-01-22 10:34:00,0 days 02:37:00,00004_22-01-2025-07.57,414.0,S-103,40.7,54.6
7,60000,71801,AVE,AVE,2025-01-22 08:27:00,2025-01-22 11:19:00,0 days 02:52:00,00007_22-01-2025-08.27,414.0,S-103,68.95,77.35
2,60000,71801,IRYO,IRYO,2025-01-22 08:32:00,2025-01-22 11:09:00,0 days 02:37:00,00002_22-01-2025-08.32,461.0,S-109,35.57,38.23
8,60000,71801,AVE,AVE,2025-01-22 08:57:00,2025-01-22 11:41:00,0 days 02:44:00,00008_22-01-2025-08.57,414.0,S-103,40.7,41.36
9,60000,71801,IRYO,IRYO,2025-01-22 09:22:00,2025-01-22 12:14:00,0 days 02:52:00,00009_22-01-2025-09.22,461.0,S-109,31.97,27.4
10,60000,71801,AVE,AVE,2025-01-22 09:27:00,2025-01-22 12:41:00,0 days 03:14:00,00010_22-01-2025-09.27,414.0,S-103,57.45,61.55
9,60000,71801,IRYO,IRYO,2025-01-22 09:57:00,2025-01-22 12:49:00,0 days 02:52:00,00009_22-01-2025-09.57,461.0,S-109,34.77,24.21
11,60000,71801,OUIGO,OUIGO,2025-01-22 10:02:00,2025-01-22 13:04:00,0 days 03:02:00,00011_22-01-2025-10.02,509.0,S-108,39.0,49.0
12,60000,71801,AVLO,AVLO,2025-01-22 10:27:00,2025-01-22 13:19:00,0 days 02:52:00,00012_22-01-2025-10.27,581.0,S-106,39.0,49.11
9,60000,71801,IRYO,IRYO,2025-01-22 11:22:00,2025-01-22 14:14:00,0 days 02:52:00,00009_22-01-2025-11.22,461.0,S-109,39.56,56.46
6,60000,71801,AVE,AVE,2025-01-22 11:27:00,2025-01-22 14:46:00,0 days 03:19:00,00006_22-01-2025-11.27,826.0,S-103,40.2,64.11
9,60000,71801,IRYO,IRYO,2025-01-22 12:22:00,2025-01-22 15:14:00,0 days 02:52:00,00009_22-01-2025-12.22,461.0,S-109,35.57,32.0
13,60000,71801,AVE,AVE,2025-01-22 12:27:00,2025-01-22 15:44:00,0 days 03:17:00,00013_22-01-2025-12.27,378.0,S-103,40.7,55.28
4,60000,71801,AVE,AVE,2025-01-22 12:57:00,2025-01-22 15:34:00,0 days 02:37:00,00004_22-01-2025-12.57,414.0,S-103,40.7,31.54
14,60000,71801,AVE INT,AVE INT,2025-01-22 13:18:00,2025-01-22 16:22:00,0 days 03:04:00,00014_22-01-2025-13.18,339.0,S-100,40.2,48.24
9,60000,71801,IRYO,IRYO,2025-01-22 14:02:00,2025-01-22 16:54:00,0 days 02:52:00,00009_22-01-2025-14.02,461.0,S-109,35.57,52.92
15,60000,71801,OUIGO,OUIGO,2025-01-22 14:12:00,2025-01-22 16:49:00,0 days 02:37:00,00015_22-01-2025-14.12,509.0,S-108,33.0,47.14
16,60000,71801,AVE,AVE,2025-01-22 14:27:00,2025-01-22 17:24:00,0 days 02:57:00,00016_22-01-2025-14.27,291.0,S-100,34.45,66.16
17,60000,71801,IRYO,IRYO,2025-01-22 14:42:00,2025-01-22 17:41:00,0 days 02:59:00,00017_22-01-2025-14.42,461.0,S-109,50.78,43.97
4,60000,71801,AVE,AVE,2025-01-22 14:57:00,2025-01-22 17:34:00,0 days 02:37:00,00004_22-01-2025-14.57,414.0,S-103,40.7,52.55
18,60000,71801,AVLO,AVLO,2025-01-22 15:27:00,2025-01-22 18:46:00,0 days 03:19:00,00018_22-01-2025-15.27,571.0,S-106,29.0,33.7
4,60000,71801,AVE,AVE,2025-01-22 15:57:00,2025-01-22 18:34:00,0 days 02:37:00,00004_22-01-2025-15.57,414.0,S-103,40.7,50.65
7,60000,71801,AVE,AVE,2025-01-22 16:27:00,2025-01-22 19:19:00,0 days 02:52:00,00007_22-01-2025-16.27,414.0,S-103,45.95,42.74
2,60000,71801,IRYO,IRYO,2025-01-22 16:37:00,2025-01-22 19:14:00,0 days 02:37:00,00002_22-01-2025-16.37,461.0,S-109,35.57,34.44
4,60000,71801,AVE,AVE,2025-01-22 16:57:00,2025-01-22 19:34:00,0 days 02:37:00,00004_22-01-2025-16.57,414.0,S-103,108.5,128.08
15,60000,71801,OUIGO,OUIGO,2025-01-22 17:17:00,2025-01-22 19:54:00,0 days 02:37:00,00015_22-01-2025-17.17,509.0,S-108,39.0,40.65
9,60000,71801,IRYO,IRYO,2025-01-22 17:22:00,2025-01-22 20:14:00,0 days 02:52:00,00009_22-01-2025-17.22,461.0,S-109,31.2,34.44
6,60000,71801,AVE,AVE,2025-01-22 17:27:00,2025-01-22 20:46:00,0 days 03:19:00,00006_22-01-2025-17.27,414.0,S-103,45.95,47.86
4,60000,71801,AVE,AVE,2025-01-22 17:57:00,2025-01-22 20:34:00,0 days 02:37:00,00004_22-01-2025-17.57,414.0,S-103,45.95,51.69
