train_idx,train_type,original_price,optimized_price,difference,predicted_demand,actual_demand,capacity
00021_23-08-2025-06.27,AVLO,33.1,40.02499992554215,6.924999925542146,555.5714285714286,555.5714285714286,581
00005_23-08-2025-07.02,OUIGO,34.5,34.5,0.0,361.5833333333333,361.5833333333333,509
00006_23-08-2025-07.27,AVE,53.64,44.56000020229049,-9.079999797709512,455.77777777777777,414.0,414
00009_23-08-2025-08.07,IRYO,28.09,28.09,0.0,461.0,461.0,461
00007_23-08-2025-08.27,AVE,47.32,57.32,10.0,428.4545454545575,414.0,414
00008_23-08-2025-08.57,AVE,67.84,66.71499972510486,-1.125000274895143,600.0769230769231,600.0769230774283,836
00009_23-08-2025-09.22,IRYO,20.76,20.76,0.0,461.0,461.0,461
00010_23-08-2025-09.27,AVE,48.06,54.964999937358044,6.904999937358042,350.0,350.0,414
00009_23-08-2025-09.57,IRYO,46.73,46.73,0.0,428.22222222222223,428.22222222222223,461
00011_23-08-2025-10.02,OUIGO,42.34,42.34,0.0,361.5833333333333,361.5833333333333,509
00012_23-08-2025-10.27,AVLO,46.5,56.5,10.0,600.0769230769231,581.0,581
00009_23-08-2025-11.22,IRYO,58.47,58.47,0.0,428.4545454545455,428.4545454948311,461
00006_23-08-2025-11.27,AVE,36.48,46.24499985541174,9.764999855411745,701.2941176470588,701.2941176470588,803
00009_23-08-2025-12.22,IRYO,39.93,39.93,0.0,425.6666666666667,425.6666666666667,461
00013_23-08-2025-12.27,AVE,47.73,57.73,10.0,428.4545454545455,378.0,378
00014_23-08-2025-13.18,AVE,82.74,92.74,10.0,258.44444444444446,258.44444444444446,339
00015_23-08-2025-14.12,OUIGO,19.04,19.04,0.0,509.0,509.0,509
00017_23-08-2025-14.42,IRYO,32.5,32.5,0.0,428.46153846153845,428.4615385018624,461
00018_23-08-2025-15.27,AVLO,29.5,39.5,10.0,470.38461538461536,470.38461538461513,547
00007_23-08-2025-16.27,AVE,96.92,106.92,10.0,413.1538461538462,413.15384619411634,414
00002_23-08-2025-16.37,IRYO,34.38,34.38,0.0,489.64285714285717,461.0,461
00015_23-08-2025-17.17,OUIGO,15.93,15.93,0.0,509.0,509.0,509
00018_23-08-2025-17.27,AVLO,28.11,32.30499946299221,4.194999462992207,581.0,581.0,581
00016_23-08-2025-18.27,AVE,86.73,96.73,10.0,384.2857142857143,384.2857142857143,414
00009_23-08-2025-19.29,IRYO,28.64,28.64,0.0,461.0,461.0,461
00019_23-08-2025-19.34,AVLO,28.7,38.7,10.000000000000004,560.4285714285714,560.4285714285714,581
00009_23-08-2025-20.22,IRYO,18.4,18.4,0.0,461.0,461.0,461
00020_23-08-2025-20.27,AVE,15.06,25.06000000000003,10.00000000000003,414.0,414.0,414
00005_23-08-2025-21.02,OUIGO,14.21,14.21,0.0,509.0,509.0,509
