train_idx,train_type,original_price,optimized_price,difference,predicted_demand,actual_demand,capacity
00021_23-08-2025-06.27,AVLO,33.1,35.684999905208734,2.5849999052087327,595.9280453277295,581.0,581
00005_23-08-2025-07.02,OUIGO,34.5,36.56258353340364,2.0625835334036395,140.58474798885092,140.58474798885092,509
00006_23-08-2025-07.27,AVE,53.64,55.25,1.6099999999999994,150.35145765382194,150.35145765382194,414
00009_23-08-2025-08.07,IRYO,28.09,35.76589305030203,7.675893050302033,192.0473826329827,192.0473826329827,461
00007_23-08-2025-08.27,AVE,47.32,43.47499984406136,-3.845000155938642,423.31454592946,414.0,414
00008_23-08-2025-08.57,AVE,67.84,62.925000029576616,-4.914999970423388,72.81788380927696,72.81788380927696,836
00009_23-08-2025-09.22,IRYO,20.76,43.91604107759748,23.156041077597475,94.9853526617651,94.9853526617651,461
00010_23-08-2025-09.27,AVE,48.06,43.085000037523116,-4.974999962476886,430.13888611757756,414.0,414
00009_23-08-2025-09.57,IRYO,46.73,43.089706551628026,-3.6402934483719704,90.53579540213005,90.53579540213002,461
00011_23-08-2025-10.02,OUIGO,42.34,38.21877941988924,-4.121220580110766,64.81812889332882,64.81812889332882,509
00012_23-08-2025-10.27,AVLO,46.5,41.895000111690756,-4.604999888309244,252.02306662189943,252.02306662189943,581
00009_23-08-2025-11.22,IRYO,58.47,36.0227422355719,-22.4472577644281,165.60121345931503,165.60121345931503,461
00006_23-08-2025-11.27,AVE,36.48,33.1299999501975,-3.350000049802496,841.3020243518101,803.0,803
00009_23-08-2025-12.22,IRYO,39.93,38.37133029370394,-1.5586697062960582,158.94214248788882,158.94214248788882,461
00013_23-08-2025-12.27,AVE,47.73,42.78500021350502,-4.944999786494975,376.36643776353776,376.36643776353776,378
00014_23-08-2025-13.18,AVE,82.74,79.04499980240296,-3.6950001975970395,14.483413980824793,14.483413980824807,339
00015_23-08-2025-14.12,OUIGO,19.04,29.968175421940156,10.928175421940157,314.27159722851616,314.27159722851616,509
00017_23-08-2025-14.42,IRYO,32.5,36.708958165323324,4.208958165323324,228.59096116658304,228.59096116658304,461
00018_23-08-2025-15.27,AVLO,29.5,24.524999247527116,-4.975000752472884,575.5241816804676,547.0,547
00007_23-08-2025-16.27,AVE,96.92,94.6900000010121,-2.229999998987907,38.99158237862042,38.99158237862042,414
00002_23-08-2025-16.37,IRYO,34.38,40.87092572773322,6.49092572773322,253.41515522277265,253.41515522277265,461
00015_23-08-2025-17.17,OUIGO,15.93,27.38442607915147,11.454426079151471,369.21151326945534,369.21151326945534,509
00018_23-08-2025-17.27,AVLO,28.11,23.640000419996504,-4.4699995800034955,615.3612892164717,581.0,581
00016_23-08-2025-18.27,AVE,86.73,89.84500008862786,3.115000088627852,42.15891558792237,42.15891558792237,414
00009_23-08-2025-19.29,IRYO,28.64,33.36960986562308,4.7296098656230825,20.282802326455943,20.282802326455943,461
00019_23-08-2025-19.34,AVLO,28.7,26.39000028923038,-2.3099997107696204,77.74509089190782,77.74509089190782,581
00009_23-08-2025-20.22,IRYO,18.4,26.265807540226074,7.865807540226076,79.8197502509381,79.8197502509381,461
00020_23-08-2025-20.27,AVE,15.06,20.060000000000002,5.000000000000002,807.341853365986,414.0,414
00005_23-08-2025-21.02,OUIGO,14.21,24.855767320958883,10.645767320958882,19.18911650828377,19.18911650826957,509
