service_id,train_type,capacity,train_model,year,month,day_of_week,departure_time,duration,price,passengers,capacity_window_1h,time_distance_competitor_-2,price_competitor_-2,train_type_competitor_-2,duration_competitor_-2,time_distance_competitor_-1,price_competitor_-1,train_type_competitor_-1,duration_competitor_-1,time_distance_competitor_1,price_competitor_1,train_type_competitor_1,duration_competitor_1,time_distance_competitor_2,price_competitor_2,train_type_competitor_2,duration_competitor_2
00017_14-02-2025-14.42,IRYO,461,S-109,2025,2,4,14.7,179.0,84.46,0,1166.0,-30.0,32.6,OUIGO,157.0,-15.0,87.71,AVE,177.0,15.0,85.56,AVE,157.0,45.0,40.01,AVLO,199.0
00004_14-02-2025-14.57,AVE,414,S-103,2025,2,4,14.95,157.0,85.56,2,875.0,-30.0,87.71,AVE,177.0,-15.0,84.46,IRYO,179.0,30.0,40.01,AVLO,199.0,60.0,73.0,AVE,157.0
00018_14-02-2025-15.27,AVLO,547,S-106,2025,2,4,15.45,199.0,40.01,147,547.0,-45.0,84.46,IRYO,179.0,-30.0,85.56,AVE,157.0,30.0,73.0,AVE,157.0,60.0,65.52,AVE,172.0
00004_14-02-2025-15.57,AVE,414,S-103,2025,2,4,15.95,157.0,73.0,15,414.0,-60.0,85.56,AVE,157.0,-30.0,40.01,AVLO,199.0,30.0,65.52,AVE,172.0,40.2,61.37,IRYO,157.0
00007_14-02-2025-16.27,AVE,414,S-103,2025,2,4,16.45,172.0,65.52,23,875.0,-60.0,40.01,AVLO,199.0,-30.0,73.0,AVE,157.0,10.2,61.37,IRYO,157.0,30.0,84.61,AVE,157.0
00002_14-02-2025-16.37,IRYO,461,S-109,2025,2,4,16.62,157.0,61.37,46,1289.0,-40.2,73.0,AVE,157.0,-10.2,65.52,AVE,172.0,19.8,84.61,AVE,157.0,39.6,39.42,OUIGO,157.0
00004_14-02-2025-16.57,AVE,414,S-103,2025,2,4,16.95,157.0,84.61,4,1845.0,-30.0,65.52,AVE,172.0,-19.8,61.37,IRYO,157.0,19.8,39.42,OUIGO,157.0,25.2,53.74,IRYO,172.0
00015_14-02-2025-17.17,OUIGO,509,S-108,2025,2,4,17.28,157.0,39.42,509,1965.0,-39.6,61.37,IRYO,157.0,-19.8,84.61,AVE,157.0,5.4,53.74,IRYO,172.0,10.2,43.98,AVLO,199.0
00009_14-02-2025-17.22,IRYO,461,S-109,2025,2,4,17.37,172.0,53.74,40,1965.0,-25.2,84.61,AVE,157.0,-5.4,39.42,OUIGO,157.0,4.8,43.98,AVLO,199.0,34.8,49.07,AVE,157.0
00018_14-02-2025-17.27,AVLO,581,S-106,2025,2,4,17.45,199.0,43.98,35,1551.0,-10.2,39.42,OUIGO,157.0,-4.8,53.74,IRYO,172.0,30.0,49.07,AVE,157.0,60.0,74.18,AVE,177.0
00004_14-02-2025-17.57,AVE,414,S-103,2025,2,4,17.95,157.0,49.07,303,414.0,-34.8,53.74,IRYO,172.0,-30.0,43.98,AVLO,199.0,30.0,74.18,AVE,177.0,34.8,50.13,IRYO,157.0
00016_14-02-2025-18.27,AVE,836,S-103,2025,2,4,18.45,177.0,74.18,1,1297.0,-60.0,43.98,AVLO,199.0,-30.0,49.07,AVE,157.0,4.8,50.13,IRYO,157.0,30.0,45.66,AVE,157.0
00002_14-02-2025-18.32,IRYO,461,S-109,2025,2,4,18.53,157.0,50.13,66,1711.0,-34.8,49.07,AVE,157.0,-4.8,74.18,AVE,177.0,25.2,45.66,AVE,157.0,57.0,58.26,IRYO,172.0
00004_14-02-2025-18.57,AVE,414,S-103,2025,2,4,18.95,157.0,45.66,372,875.0,-30.0,74.18,AVE,177.0,-25.2,50.13,IRYO,157.0,31.8,58.26,IRYO,172.0,37.2,31.26,AVLO,201.0
00009_14-02-2025-19.29,IRYO,461,S-109,2025,2,4,19.48,172.0,58.26,6,1042.0,-57.0,50.13,IRYO,157.0,-31.8,45.66,AVE,157.0,5.4,31.26,AVLO,201.0,36.0,57.88,AVE,157.0
00019_14-02-2025-19.34,AVLO,581,S-106,2025,2,4,19.57,201.0,31.26,296,1042.0,-37.2,45.66,AVE,157.0,-5.4,58.26,IRYO,172.0,30.6,57.88,AVE,157.0,48.0,40.96,IRYO,172.0
00004_14-02-2025-20.05,AVE,414,S-103,2025,2,4,20.08,157.0,57.88,21,1289.0,-36.0,58.26,IRYO,172.0,-30.6,31.26,AVLO,201.0,17.4,40.96,IRYO,172.0,22.2,35.96,AVE,201.0
00009_14-02-2025-20.22,IRYO,461,S-109,2025,2,4,20.37,172.0,40.96,104,1289.0,-48.0,31.26,AVLO,201.0,-17.4,57.88,AVE,157.0,4.8,35.96,AVE,201.0,39.6,33.62,OUIGO,172.0
00020_14-02-2025-20.27,AVE,414,S-103,2025,2,4,20.45,201.0,35.96,345,1289.0,-22.2,57.88,AVE,157.0,-4.8,40.96,IRYO,172.0,34.8,33.62,OUIGO,172.0,40.2,75.58,AVE,172.0
00005_14-02-2025-21.02,OUIGO,509,S-108,2025,2,4,21.03,172.0,33.62,349,923.0,-39.6,40.96,IRYO,172.0,-34.8,35.96,AVE,201.0,5.4,75.58,AVE,172.0,565.2,23.99,AVLO,178.0
00007_14-02-2025-21.07,AVE,414,S-103,2025,2,4,21.12,172.0,75.58,0,923.0,-40.2,35.96,AVE,201.0,-5.4,33.62,OUIGO,172.0,559.8,23.99,AVLO,178.0,594.6,42.48,OUIGO,172.0
00021_15-02-2025-06.27,AVLO,581,S-106,2025,2,5,6.45,178.0,23.99,164,581.0,-565.2,33.62,OUIGO,172.0,-559.8,75.58,AVE,172.0,34.8,42.48,OUIGO,172.0,60.0,47.18,AVE,199.0
00005_15-02-2025-07.02,OUIGO,509,S-108,2025,2,5,7.03,172.0,42.48,390,923.0,-594.6,75.58,AVE,172.0,-34.8,23.99,AVLO,178.0,25.2,47.18,AVE,199.0,65.4,29.27,IRYO,172.0
00006_15-02-2025-07.27,AVE,414,S-103,2025,2,5,7.45,199.0,47.18,41,923.0,-60.0,23.99,AVLO,178.0,-25.2,42.48,OUIGO,172.0,40.2,29.27,IRYO,172.0,60.0,44.25,AVE,172.0
00009_15-02-2025-08.07,IRYO,461,S-109,2025,2,5,8.12,172.0,29.27,219,875.0,-65.4,42.48,OUIGO,172.0,-40.2,47.18,AVE,199.0,19.8,44.25,AVE,172.0,49.8,49.74,AVE,164.0
00007_15-02-2025-08.27,AVE,414,S-103,2025,2,5,8.45,172.0,44.25,93,875.0,-60.0,47.18,AVE,199.0,-19.8,29.27,IRYO,172.0,30.0,49.74,AVE,164.0,55.2,42.67,IRYO,172.0
00008_15-02-2025-08.57,AVE,836,S-103,2025,2,5,8.95,164.0,49.74,55,1297.0,-49.8,29.27,IRYO,172.0,-30.0,44.25,AVE,172.0,25.2,42.67,IRYO,172.0,30.0,39.41,AVE,194.0
00009_15-02-2025-09.22,IRYO,461,S-109,2025,2,5,9.37,172.0,42.67,71,1711.0,-55.2,44.25,AVE,172.0,-25.2,49.74,AVE,164.0,4.8,39.41,AVE,194.0,34.8,18.47,IRYO,172.0
00010_15-02-2025-09.27,AVE,414,S-103,2025,2,5,9.45,194.0,39.41,236,875.0,-30.0,49.74,AVE,164.0,-4.8,42.67,IRYO,172.0,30.0,18.47,IRYO,172.0,34.8,56.8,OUIGO,182.0
00009_15-02-2025-09.57,IRYO,461,S-109,2025,2,5,9.95,172.0,18.47,461,970.0,-34.8,42.67,IRYO,172.0,-30.0,39.41,AVE,194.0,4.8,56.8,OUIGO,182.0,30.0,34.1,AVLO,172.0
00011_15-02-2025-10.02,OUIGO,509,S-108,2025,2,5,10.03,182.0,56.8,18,1551.0,-34.8,39.41,AVE,194.0,-4.8,18.47,IRYO,172.0,25.2,34.1,AVLO,172.0,80.4,40.9,IRYO,172.0
00012_15-02-2025-10.27,AVLO,581,S-106,2025,2,5,10.45,172.0,34.1,15,1090.0,-30.0,18.47,IRYO,172.0,-25.2,56.8,OUIGO,182.0,55.2,40.9,IRYO,172.0,60.0,37.02,AVE,199.0
00009_15-02-2025-11.22,IRYO,461,S-109,2025,2,5,11.37,172.0,40.9,131,1264.0,-80.4,56.8,OUIGO,182.0,-55.2,34.1,AVLO,172.0,4.8,37.02,AVE,199.0,60.0,34.39,IRYO,172.0
00006_15-02-2025-11.27,AVE,803,S-103,2025,2,5,11.45,199.0,37.02,268,1264.0,-60.0,34.1,AVLO,172.0,-4.8,40.9,IRYO,172.0,55.2,34.39,IRYO,172.0,60.0,38.93,AVE,197.0
00009_15-02-2025-12.22,IRYO,461,S-109,2025,2,5,12.37,172.0,34.39,181,839.0,-60.0,40.9,IRYO,172.0,-55.2,37.02,AVE,199.0,4.8,38.93,AVE,197.0,55.8,66.19,AVE,184.0
00013_15-02-2025-12.27,AVE,378,S-103,2025,2,5,12.45,197.0,38.93,219,839.0,-60.0,37.02,AVE,199.0,-4.8,34.39,IRYO,172.0,51.0,66.19,AVE,184.0,105.0,17.44,OUIGO,157.0
00014_15-02-2025-13.18,AVE,339,S-100,2025,2,5,13.3,184.0,66.19,12,339.0,-55.8,34.39,IRYO,172.0,-51.0,38.93,AVE,197.0,54.0,17.44,OUIGO,157.0,84.0,36.5,IRYO,179.0
00015_15-02-2025-14.12,OUIGO,509,S-108,2025,2,5,14.2,157.0,17.44,509,509.0,-105.0,38.93,AVE,197.0,-54.0,66.19,AVE,184.0,30.0,36.5,IRYO,179.0,75.0,24.85,AVLO,199.0
00017_15-02-2025-14.42,IRYO,461,S-109,2025,2,5,14.7,179.0,36.5,151,461.0,-84.0,66.19,AVE,184.0,-30.0,17.44,OUIGO,157.0,45.0,24.85,AVLO,199.0,105.0,83.94,AVE,172.0
00018_15-02-2025-15.27,AVLO,547,S-106,2025,2,5,15.45,199.0,24.85,361,547.0,-75.0,17.44,OUIGO,157.0,-45.0,36.5,IRYO,179.0,60.0,83.94,AVE,172.0,70.2,31.28,IRYO,157.0
00007_15-02-2025-16.27,AVE,414,S-103,2025,2,5,16.45,172.0,83.94,13,875.0,-105.0,36.5,IRYO,179.0,-60.0,24.85,AVLO,199.0,10.2,31.28,IRYO,157.0,49.8,26.07,OUIGO,157.0
00002_15-02-2025-16.37,IRYO,461,S-109,2025,2,5,16.62,157.0,31.28,461,875.0,-70.2,24.85,AVLO,199.0,-10.2,83.94,AVE,172.0,39.6,26.07,OUIGO,157.0,49.8,19.24,AVLO,199.0
00015_15-02-2025-17.17,OUIGO,509,S-108,2025,2,5,17.28,157.0,26.07,509,1090.0,-49.8,83.94,AVE,172.0,-39.6,31.28,IRYO,157.0,10.2,19.24,AVLO,199.0,70.2,67.91,AVE,177.0
00018_15-02-2025-17.27,AVLO,581,S-106,2025,2,5,17.45,199.0,19.24,581,1090.0,-49.8,31.28,IRYO,157.0,-10.2,26.07,OUIGO,157.0,60.0,67.91,AVE,177.0,121.8,50.65,IRYO,172.0
00016_15-02-2025-18.27,AVE,414,S-103,2025,2,5,18.45,177.0,67.91,60,414.0,-70.2,26.07,OUIGO,157.0,-60.0,19.24,AVLO,199.0,61.8,50.65,IRYO,172.0,67.2,24.06,AVLO,201.0
00009_15-02-2025-19.29,IRYO,461,S-109,2025,2,5,19.48,172.0,50.65,46,1042.0,-121.8,19.24,AVLO,199.0,-61.8,67.91,AVE,177.0,5.4,24.06,AVLO,201.0,53.4,10.0,IRYO,172.0
00019_15-02-2025-19.34,AVLO,581,S-106,2025,2,5,19.57,201.0,24.06,179,1042.0,-67.2,67.91,AVE,177.0,-5.4,50.65,IRYO,172.0,48.0,10.0,IRYO,172.0,52.8,29.77,AVE,201.0
00009_15-02-2025-20.22,IRYO,461,S-109,2025,2,5,20.37,172.0,10.0,461,875.0,-53.4,50.65,IRYO,172.0,-48.0,24.06,AVLO,201.0,4.8,29.77,AVE,201.0,39.6,26.61,OUIGO,172.0
00020_15-02-2025-20.27,AVE,414,S-103,2025,2,5,20.45,201.0,29.77,243,875.0,-52.8,24.06,AVLO,201.0,-4.8,10.0,IRYO,172.0,34.8,26.61,OUIGO,172.0,600.0,44.58,AVLO,178.0
00005_15-02-2025-21.02,OUIGO,509,S-108,2025,2,5,21.03,172.0,26.61,207,509.0,-39.6,10.0,IRYO,172.0,-34.8,29.77,AVE,201.0,565.2,44.58,AVLO,178.0,600.0,41.19,OUIGO,172.0
00021_16-02-2025-06.27,AVLO,581,S-106,2025,2,6,6.45,178.0,44.58,45,581.0,-600.0,29.77,AVE,201.0,-565.2,26.61,OUIGO,172.0,34.8,41.19,OUIGO,172.0,60.0,43.92,AVE,199.0
00005_16-02-2025-07.02,OUIGO,509,S-108,2025,2,6,7.03,172.0,41.19,509,923.0,-600.0,26.61,OUIGO,172.0,-34.8,44.58,AVLO,178.0,25.2,43.92,AVE,199.0,65.4,57.02,IRYO,172.0
00006_16-02-2025-07.27,AVE,414,S-103,2025,2,6,7.45,199.0,43.92,340,923.0,-60.0,44.58,AVLO,178.0,-25.2,41.19,OUIGO,172.0,40.2,57.02,IRYO,172.0,60.0,63.52,AVE,172.0
00009_16-02-2025-08.07,IRYO,461,S-109,2025,2,6,8.12,172.0,57.02,22,875.0,-65.4,41.19,OUIGO,172.0,-40.2,43.92,AVE,199.0,19.8,63.52,AVE,172.0,75.0,55.76,IRYO,172.0
00007_16-02-2025-08.27,AVE,414,S-103,2025,2,6,8.45,172.0,63.52,44,875.0,-60.0,43.92,AVE,199.0,-19.8,57.02,IRYO,172.0,55.2,55.76,IRYO,172.0,60.0,52.62,AVE,194.0
00009_16-02-2025-09.22,IRYO,461,S-109,2025,2,6,9.37,172.0,55.76,52,875.0,-75.0,57.02,IRYO,172.0,-55.2,63.52,AVE,172.0,4.8,52.62,AVE,194.0,34.8,56.33,IRYO,172.0
00010_16-02-2025-09.27,AVE,414,S-103,2025,2,6,9.45,194.0,52.62,195,875.0,-60.0,63.52,AVE,172.0,-4.8,55.76,IRYO,172.0,30.0,56.33,IRYO,172.0,34.8,40.48,OUIGO,182.0
00009_16-02-2025-09.57,IRYO,461,S-109,2025,2,6,9.95,172.0,56.33,43,970.0,-34.8,55.76,IRYO,172.0,-30.0,52.62,AVE,194.0,4.8,40.48,OUIGO,182.0,30.0,34.98,AVLO,172.0
00011_16-02-2025-10.02,OUIGO,509,S-108,2025,2,6,10.03,182.0,40.48,498,1551.0,-34.8,52.62,AVE,194.0,-4.8,56.33,IRYO,172.0,25.2,34.98,AVLO,172.0,80.4,73.33,IRYO,172.0
00012_16-02-2025-10.27,AVLO,581,S-106,2025,2,6,10.45,172.0,34.98,428,1090.0,-30.0,56.33,IRYO,172.0,-25.2,40.48,OUIGO,182.0,55.2,73.33,IRYO,172.0,60.0,105.88,AVE,199.0
00009_16-02-2025-11.22,IRYO,461,S-109,2025,2,6,11.37,172.0,73.33,44,1264.0,-80.4,40.48,OUIGO,182.0,-55.2,34.98,AVLO,172.0,4.8,105.88,AVE,199.0,60.0,66.88,IRYO,172.0
00006_16-02-2025-11.27,AVE,803,S-103,2025,2,6,11.45,199.0,105.88,2,1264.0,-60.0,34.98,AVLO,172.0,-4.8,73.33,IRYO,172.0,55.2,66.88,IRYO,172.0,60.0,48.42,AVE,197.0
00009_16-02-2025-12.22,IRYO,461,S-109,2025,2,6,12.37,172.0,66.88,81,859.0,-60.0,73.33,IRYO,172.0,-55.2,105.88,AVE,199.0,4.8,48.42,AVE,197.0,55.8,44.11,AVE,184.0
00013_16-02-2025-12.27,AVE,398,S-103,2025,2,6,12.45,197.0,48.42,398,859.0,-60.0,105.88,AVE,199.0,-4.8,66.88,IRYO,172.0,51.0,44.11,AVE,184.0,94.8,94.83,IRYO,172.0
00014_16-02-2025-13.18,AVE,339,S-100,2025,2,6,13.3,184.0,44.11,339,339.0,-55.8,66.88,IRYO,172.0,-51.0,48.42,AVE,197.0,43.8,94.83,IRYO,172.0,54.0,55.02,OUIGO,157.0
00009_16-02-2025-14.02,IRYO,461,S-109,2025,2,6,14.03,172.0,94.83,1,1351.0,-94.8,48.42,AVE,197.0,-43.8,44.11,AVE,184.0,10.2,55.02,OUIGO,157.0,25.2,65.34,AVE,177.0
00015_16-02-2025-14.12,OUIGO,509,S-108,2025,2,6,14.2,157.0,55.02,294,1351.0,-54.0,44.11,AVE,184.0,-10.2,94.83,IRYO,172.0,15.0,65.34,AVE,177.0,30.0,73.24,IRYO,179.0
00016_16-02-2025-14.27,AVE,381,S-103,2025,2,6,14.45,177.0,65.34,80,1812.0,-25.2,94.83,IRYO,172.0,-15.0,55.02,OUIGO,157.0,15.0,73.24,IRYO,179.0,60.0,54.4,AVLO,199.0
00017_16-02-2025-14.42,IRYO,461,S-109,2025,2,6,14.7,179.0,73.24,5,842.0,-30.0,55.02,OUIGO,157.0,-15.0,65.34,AVE,177.0,45.0,54.4,AVLO,199.0,105.0,76.15,AVE,172.0
00018_16-02-2025-15.27,AVLO,571,S-106,2025,2,6,15.45,199.0,54.4,109,571.0,-60.0,65.34,AVE,177.0,-45.0,73.24,IRYO,179.0,60.0,76.15,AVE,172.0,70.2,77.69,IRYO,157.0
00007_16-02-2025-16.27,AVE,414,S-103,2025,2,6,16.45,172.0,76.15,21,875.0,-105.0,73.24,IRYO,179.0,-60.0,54.4,AVLO,199.0,10.2,77.69,IRYO,157.0,30.0,56.8,AVE,157.0
00002_16-02-2025-16.37,IRYO,461,S-109,2025,2,6,16.62,157.0,77.69,15,1289.0,-70.2,54.4,AVLO,199.0,-10.2,76.15,AVE,172.0,19.8,56.8,AVE,157.0,39.6,71.55,OUIGO,157.0
00004_16-02-2025-16.57,AVE,414,S-103,2025,2,6,16.95,157.0,56.8,414,1845.0,-30.0,76.15,AVE,172.0,-19.8,77.69,IRYO,157.0,19.8,71.55,OUIGO,157.0,25.2,76.85,IRYO,172.0
00015_16-02-2025-17.17,OUIGO,509,S-108,2025,2,6,17.28,157.0,71.55,38,1965.0,-39.6,77.69,IRYO,157.0,-19.8,56.8,AVE,157.0,5.4,76.85,IRYO,172.0,10.2,49.86,AVLO,199.0
00009_16-02-2025-17.22,IRYO,461,S-109,2025,2,6,17.37,172.0,76.85,5,1965.0,-25.2,56.8,AVE,157.0,-5.4,71.55,OUIGO,157.0,4.8,49.86,AVLO,199.0,34.8,58.14,AVE,157.0
00018_16-02-2025-17.27,AVLO,581,S-106,2025,2,6,17.45,199.0,49.86,229,1551.0,-10.2,71.55,OUIGO,157.0,-4.8,76.85,IRYO,172.0,30.0,58.14,AVE,157.0,60.0,74.35,AVE,177.0
00004_16-02-2025-17.57,AVE,414,S-103,2025,2,6,17.95,157.0,58.14,414,414.0,-34.8,76.85,IRYO,172.0,-30.0,49.86,AVLO,199.0,30.0,74.35,AVE,177.0,34.8,87.81,IRYO,157.0
00016_16-02-2025-18.27,AVE,414,S-103,2025,2,6,18.45,177.0,74.35,25,875.0,-60.0,49.86,AVLO,199.0,-30.0,58.14,AVE,157.0,4.8,87.81,IRYO,157.0,30.0,79.85,AVE,157.0
00002_16-02-2025-18.32,IRYO,461,S-109,2025,2,6,18.53,157.0,87.81,0,1289.0,-34.8,58.14,AVE,157.0,-4.8,74.35,AVE,177.0,25.2,79.85,AVE,157.0,57.0,84.76,IRYO,172.0
00004_16-02-2025-18.57,AVE,414,S-103,2025,2,6,18.95,157.0,79.85,20,875.0,-30.0,74.35,AVE,177.0,-25.2,87.81,IRYO,157.0,31.8,84.76,IRYO,172.0,37.2,59.86,AVLO,201.0
00009_16-02-2025-19.29,IRYO,461,S-109,2025,2,6,19.48,172.0,84.76,7,1042.0,-57.0,87.81,IRYO,157.0,-31.8,79.85,AVE,157.0,5.4,59.86,AVLO,201.0,36.0,47.09,AVE,157.0
00019_16-02-2025-19.34,AVLO,581,S-106,2025,2,6,19.57,201.0,59.86,13,1042.0,-37.2,79.85,AVE,157.0,-5.4,84.76,IRYO,172.0,30.6,47.09,AVE,157.0,48.0,79.91,IRYO,172.0
00004_16-02-2025-20.05,AVE,414,S-103,2025,2,6,20.08,157.0,47.09,414,1709.0,-36.0,84.76,IRYO,172.0,-30.6,59.86,AVLO,201.0,17.4,79.91,IRYO,172.0,22.2,64.64,AVE,201.0
00009_16-02-2025-20.22,IRYO,461,S-109,2025,2,6,20.37,172.0,79.91,5,1709.0,-48.0,59.86,AVLO,201.0,-17.4,47.09,AVE,157.0,4.8,64.64,AVE,201.0,39.6,60.33,OUIGO,172.0
00020_16-02-2025-20.27,AVE,834,S-103,2025,2,6,20.45,201.0,64.64,21,1709.0,-22.2,47.09,AVE,157.0,-4.8,79.91,IRYO,172.0,34.8,60.33,OUIGO,172.0,40.2,99.77,AVE,172.0
00005_16-02-2025-21.02,OUIGO,509,S-108,2025,2,6,21.03,172.0,60.33,48,923.0,-39.6,79.91,IRYO,172.0,-34.8,64.64,AVE,201.0,5.4,99.77,AVE,172.0,550.2,22.74,AVLO,157.0
00007_16-02-2025-21.07,AVE,414,S-103,2025,2,6,21.12,172.0,99.77,0,923.0,-40.2,64.64,AVE,201.0,-5.4,60.33,OUIGO,172.0,544.8,22.74,AVLO,157.0,555.0,28.41,IRYO,157.0
00001_17-02-2025-06.12,AVLO,581,S-106,2025,2,0,6.2,157.0,22.74,581,1401.0,-550.2,60.33,OUIGO,172.0,-544.8,99.77,AVE,172.0,10.2,28.41,IRYO,157.0,15.0,31.26,AVE,178.0
00002_17-02-2025-06.22,IRYO,461,S-109,2025,2,0,6.37,157.0,28.41,461,1401.0,-555.0,99.77,AVE,172.0,-10.2,22.74,AVLO,157.0,4.8,31.26,AVE,178.0,34.8,40.83,AVE,157.0
00003_17-02-2025-06.27,AVE,359,S-103,2025,2,0,6.45,178.0,31.26,359,1401.0,-15.0,22.74,AVLO,157.0,-4.8,28.41,IRYO,157.0,30.0,40.83,AVE,157.0,34.8,21.47,OUIGO,172.0
00004_17-02-2025-06.57,AVE,414,S-103,2025,2,0,6.95,157.0,40.83,414,1384.0,-34.8,28.41,IRYO,157.0,-30.0,31.26,AVE,178.0,4.8,21.47,OUIGO,172.0,25.2,45.7,IRYO,157.0
00005_17-02-2025-07.02,OUIGO,509,S-108,2025,2,0,7.03,172.0,21.47,509,1798.0,-34.8,31.26,AVE,178.0,-4.8,40.83,AVE,157.0,20.4,45.7,IRYO,157.0,25.2,47.11,AVE,199.0
00002_17-02-2025-07.22,IRYO,461,S-109,2025,2,0,7.37,157.0,45.7,461,1798.0,-25.2,40.83,AVE,157.0,-20.4,21.47,OUIGO,172.0,4.8,47.11,AVE,199.0,34.8,51.38,AVE,157.0
00006_17-02-2025-07.27,AVE,414,S-103,2025,2,0,7.45,199.0,47.11,249,1384.0,-25.2,21.47,OUIGO,172.0,-4.8,45.7,IRYO,157.0,30.0,51.38,AVE,157.0,60.0,48.26,AVE,172.0
00004_17-02-2025-07.57,AVE,414,S-103,2025,2,0,7.95,157.0,51.38,414,414.0,-34.8,45.7,IRYO,157.0,-30.0,47.11,AVE,199.0,30.0,48.26,AVE,172.0,34.8,22.34,IRYO,157.0
00007_17-02-2025-08.27,AVE,414,S-103,2025,2,0,8.45,172.0,48.26,110,1289.0,-60.0,47.11,AVE,199.0,-30.0,51.38,AVE,157.0,4.8,22.34,IRYO,157.0,30.0,40.39,AVE,164.0
00002_17-02-2025-08.32,IRYO,461,S-109,2025,2,0,8.53,157.0,22.34,461,1711.0,-34.8,51.38,AVE,157.0,-4.8,48.26,AVE,172.0,25.2,40.39,AVE,164.0,50.4,37.45,IRYO,172.0
00008_17-02-2025-08.57,AVE,836,S-103,2025,2,0,8.95,164.0,40.39,153,1758.0,-30.0,48.26,AVE,172.0,-25.2,22.34,IRYO,157.0,25.2,37.45,IRYO,172.0,30.0,54.61,AVE,194.0
00009_17-02-2025-09.22,IRYO,461,S-109,2025,2,0,9.37,172.0,37.45,79,1711.0,-50.4,22.34,IRYO,157.0,-25.2,40.39,AVE,164.0,4.8,54.61,AVE,194.0,34.8,28.26,IRYO,172.0
00010_17-02-2025-09.27,AVE,414,S-103,2025,2,0,9.45,194.0,54.61,7,875.0,-30.0,40.39,AVE,164.0,-4.8,37.45,IRYO,172.0,30.0,28.26,IRYO,172.0,34.8,31.3,OUIGO,182.0
00009_17-02-2025-09.57,IRYO,461,S-109,2025,2,0,9.95,172.0,28.26,197,970.0,-34.8,37.45,IRYO,172.0,-30.0,54.61,AVE,194.0,4.8,31.3,OUIGO,182.0,30.0,28.22,AVLO,172.0
00011_17-02-2025-10.02,OUIGO,509,S-108,2025,2,0,10.03,182.0,31.3,117,1551.0,-34.8,54.61,AVE,194.0,-4.8,28.26,IRYO,172.0,25.2,28.22,AVLO,172.0,80.4,23.56,IRYO,172.0
00012_17-02-2025-10.27,AVLO,581,S-106,2025,2,0,10.45,172.0,28.22,18,1090.0,-30.0,28.26,IRYO,172.0,-25.2,31.3,OUIGO,182.0,55.2,23.56,IRYO,172.0,60.0,31.57,AVE,199.0
00009_17-02-2025-11.22,IRYO,461,S-109,2025,2,0,11.37,172.0,23.56,420,1287.0,-80.4,31.3,OUIGO,182.0,-55.2,28.22,AVLO,172.0,4.8,31.57,AVE,199.0,60.0,44.81,IRYO,172.0
00006_17-02-2025-11.27,AVE,826,S-103,2025,2,0,11.45,199.0,31.57,181,1287.0,-60.0,28.22,AVLO,172.0,-4.8,23.56,IRYO,172.0,55.2,44.81,IRYO,172.0,60.0,35.18,AVE,197.0
00009_17-02-2025-12.22,IRYO,461,S-109,2025,2,0,12.37,172.0,44.81,24,839.0,-60.0,23.56,IRYO,172.0,-55.2,31.57,AVE,199.0,4.8,35.18,AVE,197.0,34.8,36.94,AVE,157.0
00013_17-02-2025-12.27,AVE,378,S-103,2025,2,0,12.45,197.0,35.18,94,839.0,-60.0,31.57,AVE,199.0,-4.8,44.81,IRYO,172.0,30.0,36.94,AVE,157.0,51.0,55.15,AVE,184.0
00004_17-02-2025-12.57,AVE,414,S-103,2025,2,0,12.95,157.0,36.94,199,753.0,-34.8,44.81,IRYO,172.0,-30.0,35.18,AVE,197.0,21.0,55.15,AVE,184.0,64.8,25.9,IRYO,172.0
00014_17-02-2025-13.18,AVE,339,S-100,2025,2,0,13.3,184.0,55.15,5,753.0,-51.0,35.18,AVE,197.0,-21.0,36.94,AVE,157.0,43.8,25.9,IRYO,172.0,54.0,43.35,OUIGO,157.0
00009_17-02-2025-14.02,IRYO,461,S-109,2025,2,0,14.03,172.0,25.9,412,1261.0,-64.8,36.94,AVE,157.0,-43.8,55.15,AVE,184.0,10.2,43.35,OUIGO,157.0,25.2,34.95,AVE,177.0
00015_17-02-2025-14.12,OUIGO,509,S-108,2025,2,0,14.2,157.0,43.35,24,1261.0,-54.0,55.15,AVE,184.0,-10.2,25.9,IRYO,172.0,15.0,34.95,AVE,177.0,30.0,45.08,IRYO,179.0
00016_17-02-2025-14.27,AVE,291,S-100,2025,2,0,14.45,177.0,34.95,97,1722.0,-25.2,25.9,IRYO,172.0,-15.0,43.35,OUIGO,157.0,15.0,45.08,IRYO,179.0,30.0,30.43,AVE,157.0
00017_17-02-2025-14.42,IRYO,461,S-109,2025,2,0,14.7,179.0,45.08,5,1166.0,-30.0,43.35,OUIGO,157.0,-15.0,34.95,AVE,177.0,15.0,30.43,AVE,157.0,45.0,26.74,AVLO,199.0
00004_17-02-2025-14.57,AVE,414,S-103,2025,2,0,14.95,157.0,30.43,378,875.0,-30.0,34.95,AVE,177.0,-15.0,45.08,IRYO,179.0,30.0,26.74,AVLO,199.0,60.0,36.68,AVE,157.0
00018_17-02-2025-15.27,AVLO,571,S-106,2025,2,0,15.45,199.0,26.74,139,571.0,-45.0,45.08,IRYO,179.0,-30.0,30.43,AVE,157.0,30.0,36.68,AVE,157.0,60.0,55.77,AVE,172.0
