service_id,train_type,capacity,train_model,year,month,day_of_week,departure_time,duration,price,passengers,capacity_window_1h,time_distance_competitor_-2,price_competitor_-2,train_type_competitor_-2,duration_competitor_-2,time_distance_competitor_-1,price_competitor_-1,train_type_competitor_-1,duration_competitor_-1,time_distance_competitor_1,price_competitor_1,train_type_competitor_1,duration_competitor_1,time_distance_competitor_2,price_competitor_2,train_type_competitor_2,duration_competitor_2
00019_15-03-2025-19.34,AVLO,581,S-106,2025,3,5,19.57,201.0,27.37,182,1042.0,-67.2,98.03,AVE,177.0,-5.4,14.48,IRYO,172.0,48.0,13.3,IRYO,172.0,52.8,32.89,AVE,201.0
00009_15-03-2025-20.22,IRYO,461,S-109,2025,3,5,20.37,172.0,13.3,461,875.0,-53.4,14.48,IRYO,172.0,-48.0,27.37,AVLO,201.0,4.8,32.89,AVE,201.0,39.6,10.0,OUIGO,172.0
00020_15-03-2025-20.27,AVE,414,S-103,2025,3,5,20.45,201.0,32.89,201,875.0,-52.8,27.37,AVLO,201.0,-4.8,13.3,IRYO,172.0,34.8,10.0,OUIGO,172.0,600.0,56.87,AVLO,178.0
00005_15-03-2025-21.02,OUIGO,509,S-108,2025,3,5,21.03,172.0,10.0,509,509.0,-39.6,13.3,IRYO,172.0,-34.8,32.89,AVE,201.0,565.2,56.87,AVLO,178.0,600.0,40.95,OUIGO,172.0
00021_16-03-2025-06.27,AVLO,581,S-106,2025,3,6,6.45,178.0,56.87,128,581.0,-600.0,32.89,AVE,201.0,-565.2,10.0,OUIGO,172.0,34.8,40.95,OUIGO,172.0,60.0,41.37,AVE,199.0
00005_16-03-2025-07.02,OUIGO,509,S-108,2025,3,6,7.03,172.0,40.95,509,923.0,-600.0,10.0,OUIGO,172.0,-34.8,56.87,AVLO,178.0,25.2,41.37,AVE,199.0,65.4,43.13,IRYO,172.0
00006_16-03-2025-07.27,AVE,414,S-103,2025,3,6,7.45,199.0,41.37,414,923.0,-60.0,56.87,AVLO,178.0,-25.2,40.95,OUIGO,172.0,40.2,43.13,IRYO,172.0,60.0,80.68,AVE,172.0
00009_16-03-2025-08.07,IRYO,461,S-109,2025,3,6,8.12,172.0,43.13,461,875.0,-65.4,40.95,OUIGO,172.0,-40.2,41.37,AVE,199.0,19.8,80.68,AVE,172.0,75.0,63.03,IRYO,172.0
00007_16-03-2025-08.27,AVE,414,S-103,2025,3,6,8.45,172.0,80.68,25,875.0,-60.0,41.37,AVE,199.0,-19.8,43.13,IRYO,172.0,55.2,63.03,IRYO,172.0,60.0,40.93,AVE,194.0
00009_16-03-2025-09.22,IRYO,461,S-109,2025,3,6,9.37,172.0,63.03,79,875.0,-75.0,43.13,IRYO,172.0,-55.2,80.68,AVE,172.0,4.8,40.93,AVE,194.0,34.8,49.23,IRYO,172.0
00010_16-03-2025-09.27,AVE,414,S-103,2025,3,6,9.45,194.0,40.93,414,875.0,-60.0,80.68,AVE,172.0,-4.8,63.03,IRYO,172.0,30.0,49.23,IRYO,172.0,34.8,52.32,OUIGO,182.0
00009_16-03-2025-09.57,IRYO,461,S-109,2025,3,6,9.95,172.0,49.23,461,970.0,-34.8,63.03,IRYO,172.0,-30.0,40.93,AVE,194.0,4.8,52.32,OUIGO,182.0,30.0,52.17,AVLO,172.0
00011_16-03-2025-10.02,OUIGO,509,S-108,2025,3,6,10.03,182.0,52.32,425,1551.0,-34.8,40.93,AVE,194.0,-4.8,49.23,IRYO,172.0,25.2,52.17,AVLO,172.0,80.4,88.19,IRYO,172.0
00012_16-03-2025-10.27,AVLO,581,S-106,2025,3,6,10.45,172.0,52.17,249,1090.0,-30.0,49.23,IRYO,172.0,-25.2,52.32,OUIGO,182.0,55.2,88.19,IRYO,172.0,60.0,134.54,AVE,199.0
00009_16-03-2025-11.22,IRYO,461,S-109,2025,3,6,11.37,172.0,88.19,34,1264.0,-80.4,52.32,OUIGO,182.0,-55.2,52.17,AVLO,172.0,4.8,134.54,AVE,199.0,60.0,74.93,IRYO,172.0
00006_16-03-2025-11.27,AVE,803,S-103,2025,3,6,11.45,199.0,134.54,0,1264.0,-60.0,52.17,AVLO,172.0,-4.8,88.19,IRYO,172.0,55.2,74.93,IRYO,172.0,60.0,48.18,AVE,197.0
00009_16-03-2025-12.22,IRYO,461,S-109,2025,3,6,12.37,172.0,74.93,211,859.0,-60.0,88.19,IRYO,172.0,-55.2,134.54,AVE,199.0,4.8,48.18,AVE,197.0,55.8,55.14,AVE,184.0
00013_16-03-2025-12.27,AVE,398,S-103,2025,3,6,12.45,197.0,48.18,398,859.0,-60.0,134.54,AVE,199.0,-4.8,74.93,IRYO,172.0,51.0,55.14,AVE,184.0,94.8,84.5,IRYO,172.0
00014_16-03-2025-13.18,AVE,339,S-100,2025,3,6,13.3,184.0,55.14,339,339.0,-55.8,74.93,IRYO,172.0,-51.0,48.18,AVE,197.0,43.8,84.5,IRYO,172.0,54.0,48.85,OUIGO,157.0
00009_16-03-2025-14.02,IRYO,461,S-109,2025,3,6,14.03,172.0,84.5,38,1351.0,-94.8,48.18,AVE,197.0,-43.8,55.14,AVE,184.0,10.2,48.85,OUIGO,157.0,25.2,95.88,AVE,177.0
00015_16-03-2025-14.12,OUIGO,509,S-108,2025,3,6,14.2,157.0,48.85,509,1351.0,-54.0,55.14,AVE,184.0,-10.2,84.5,IRYO,172.0,15.0,95.88,AVE,177.0,30.0,61.19,IRYO,179.0
00016_16-03-2025-14.27,AVE,381,S-103,2025,3,6,14.45,177.0,95.88,8,1812.0,-25.2,84.5,IRYO,172.0,-15.0,48.85,OUIGO,157.0,15.0,61.19,IRYO,179.0,60.0,75.6,AVLO,199.0
00017_16-03-2025-14.42,IRYO,461,S-109,2025,3,6,14.7,179.0,61.19,461,842.0,-30.0,48.85,OUIGO,157.0,-15.0,95.88,AVE,177.0,45.0,75.6,AVLO,199.0,105.0,85.85,AVE,172.0
00018_16-03-2025-15.27,AVLO,571,S-106,2025,3,6,15.45,199.0,75.6,18,571.0,-60.0,95.88,AVE,177.0,-45.0,61.19,IRYO,179.0,60.0,85.85,AVE,172.0,70.2,92.76,IRYO,157.0
00007_16-03-2025-16.27,AVE,414,S-103,2025,3,6,16.45,172.0,85.85,62,875.0,-105.0,61.19,IRYO,179.0,-60.0,75.6,AVLO,199.0,10.2,92.76,IRYO,157.0,30.0,94.61,AVE,157.0
00002_16-03-2025-16.37,IRYO,461,S-109,2025,3,6,16.62,157.0,92.76,16,1289.0,-70.2,75.6,AVLO,199.0,-10.2,85.85,AVE,172.0,19.8,94.61,AVE,157.0,39.6,68.62,OUIGO,157.0
00004_16-03-2025-16.57,AVE,414,S-103,2025,3,6,16.95,157.0,94.61,42,1845.0,-30.0,85.85,AVE,172.0,-19.8,92.76,IRYO,157.0,19.8,68.62,OUIGO,157.0,25.2,101.4,IRYO,172.0
00015_16-03-2025-17.17,OUIGO,509,S-108,2025,3,6,17.28,157.0,68.62,509,1965.0,-39.6,92.76,IRYO,157.0,-19.8,94.61,AVE,157.0,5.4,101.4,IRYO,172.0,10.2,63.86,AVLO,199.0
00009_16-03-2025-17.22,IRYO,461,S-109,2025,3,6,17.37,172.0,101.4,2,1965.0,-25.2,94.61,AVE,157.0,-5.4,68.62,OUIGO,157.0,4.8,63.86,AVLO,199.0,34.8,69.97,AVE,157.0
00018_16-03-2025-17.27,AVLO,581,S-106,2025,3,6,17.45,199.0,63.86,261,1551.0,-10.2,68.62,OUIGO,157.0,-4.8,101.4,IRYO,172.0,30.0,69.97,AVE,157.0,60.0,112.05,AVE,177.0
00004_16-03-2025-17.57,AVE,414,S-103,2025,3,6,17.95,157.0,69.97,414,414.0,-34.8,101.4,IRYO,172.0,-30.0,63.86,AVLO,199.0,30.0,112.05,AVE,177.0,34.8,100.39,IRYO,157.0
00016_16-03-2025-18.27,AVE,414,S-103,2025,3,6,18.45,177.0,112.05,3,875.0,-60.0,63.86,AVLO,199.0,-30.0,69.97,AVE,157.0,4.8,100.39,IRYO,157.0,30.0,111.52,AVE,157.0
00002_16-03-2025-18.32,IRYO,461,S-109,2025,3,6,18.53,157.0,100.39,7,1289.0,-34.8,69.97,AVE,157.0,-4.8,112.05,AVE,177.0,25.2,111.52,AVE,157.0,57.0,77.15,IRYO,172.0
00004_16-03-2025-18.57,AVE,414,S-103,2025,3,6,18.95,157.0,111.52,2,875.0,-30.0,112.05,AVE,177.0,-25.2,100.39,IRYO,157.0,31.8,77.15,IRYO,172.0,37.2,94.29,AVLO,201.0
00009_16-03-2025-19.29,IRYO,461,S-109,2025,3,6,19.48,172.0,77.15,85,1042.0,-57.0,100.39,IRYO,157.0,-31.8,111.52,AVE,157.0,5.4,94.29,AVLO,201.0,36.0,59.25,AVE,157.0
00019_16-03-2025-19.34,AVLO,581,S-106,2025,3,6,19.57,201.0,94.29,0,1042.0,-37.2,111.52,AVE,157.0,-5.4,77.15,IRYO,172.0,30.6,59.25,AVE,157.0,48.0,79.7,IRYO,172.0
00004_16-03-2025-20.05,AVE,414,S-103,2025,3,6,20.08,157.0,59.25,414,1709.0,-36.0,77.15,IRYO,172.0,-30.6,94.29,AVLO,201.0,17.4,79.7,IRYO,172.0,22.2,96.08,AVE,201.0
00009_16-03-2025-20.22,IRYO,461,S-109,2025,3,6,20.37,172.0,79.7,17,1709.0,-48.0,94.29,AVLO,201.0,-17.4,59.25,AVE,157.0,4.8,96.08,AVE,201.0,39.6,65.7,OUIGO,172.0
00020_16-03-2025-20.27,AVE,834,S-103,2025,3,6,20.45,201.0,96.08,0,1709.0,-22.2,59.25,AVE,157.0,-4.8,79.7,IRYO,172.0,34.8,65.7,OUIGO,172.0,40.2,126.89,AVE,172.0
00005_16-03-2025-21.02,OUIGO,509,S-108,2025,3,6,21.03,172.0,65.7,158,923.0,-39.6,79.7,IRYO,172.0,-34.8,96.08,AVE,201.0,5.4,126.89,AVE,172.0,550.2,32.25,AVLO,157.0
00007_16-03-2025-21.07,AVE,414,S-103,2025,3,6,21.12,172.0,126.89,0,923.0,-40.2,96.08,AVE,201.0,-5.4,65.7,OUIGO,172.0,544.8,32.25,AVLO,157.0,555.0,36.1,IRYO,157.0
00001_17-03-2025-06.12,AVLO,581,S-106,2025,3,0,6.2,157.0,32.25,581,1401.0,-550.2,65.7,OUIGO,172.0,-544.8,126.89,AVE,172.0,10.2,36.1,IRYO,157.0,15.0,42.58,AVE,178.0
00002_17-03-2025-06.22,IRYO,461,S-109,2025,3,0,6.37,157.0,36.1,461,1401.0,-555.0,126.89,AVE,172.0,-10.2,32.25,AVLO,157.0,4.8,42.58,AVE,178.0,34.8,58.65,AVE,157.0
00003_17-03-2025-06.27,AVE,359,S-103,2025,3,0,6.45,178.0,42.58,359,1401.0,-15.0,32.25,AVLO,157.0,-4.8,36.1,IRYO,157.0,30.0,58.65,AVE,157.0,34.8,26.31,OUIGO,172.0
00004_17-03-2025-06.57,AVE,414,S-103,2025,3,0,6.95,157.0,58.65,414,1384.0,-34.8,36.1,IRYO,157.0,-30.0,42.58,AVE,178.0,4.8,26.31,OUIGO,172.0,25.2,47.81,IRYO,157.0
00005_17-03-2025-07.02,OUIGO,509,S-108,2025,3,0,7.03,172.0,26.31,509,1798.0,-34.8,42.58,AVE,178.0,-4.8,58.65,AVE,157.0,20.4,47.81,IRYO,157.0,25.2,57.6,AVE,199.0
00002_17-03-2025-07.22,IRYO,461,S-109,2025,3,0,7.37,157.0,47.81,461,1798.0,-25.2,58.65,AVE,157.0,-20.4,26.31,OUIGO,172.0,4.8,57.6,AVE,199.0,34.8,57.72,AVE,157.0
00006_17-03-2025-07.27,AVE,414,S-103,2025,3,0,7.45,199.0,57.6,216,1384.0,-25.2,26.31,OUIGO,172.0,-4.8,47.81,IRYO,157.0,30.0,57.72,AVE,157.0,60.0,64.83,AVE,172.0
00004_17-03-2025-07.57,AVE,414,S-103,2025,3,0,7.95,157.0,57.72,414,414.0,-34.8,47.81,IRYO,157.0,-30.0,57.6,AVE,199.0,30.0,64.83,AVE,172.0,34.8,62.05,IRYO,157.0
00007_17-03-2025-08.27,AVE,414,S-103,2025,3,0,8.45,172.0,64.83,71,1289.0,-60.0,57.6,AVE,199.0,-30.0,57.72,AVE,157.0,4.8,62.05,IRYO,157.0,30.0,53.69,AVE,164.0
00002_17-03-2025-08.32,IRYO,461,S-109,2025,3,0,8.53,157.0,62.05,69,1711.0,-34.8,57.72,AVE,157.0,-4.8,64.83,AVE,172.0,25.2,53.69,AVE,164.0,50.4,70.4,IRYO,172.0
00008_17-03-2025-08.57,AVE,836,S-103,2025,3,0,8.95,164.0,53.69,157,1758.0,-30.0,64.83,AVE,172.0,-25.2,62.05,IRYO,157.0,25.2,70.4,IRYO,172.0,30.0,76.71,AVE,194.0
00009_17-03-2025-09.22,IRYO,461,S-109,2025,3,0,9.37,172.0,70.4,15,1711.0,-50.4,62.05,IRYO,157.0,-25.2,53.69,AVE,164.0,4.8,76.71,AVE,194.0,34.8,45.21,IRYO,172.0
00010_17-03-2025-09.27,AVE,414,S-103,2025,3,0,9.45,194.0,76.71,3,875.0,-30.0,53.69,AVE,164.0,-4.8,70.4,IRYO,172.0,30.0,45.21,IRYO,172.0,34.8,45.14,OUIGO,182.0
00009_17-03-2025-09.57,IRYO,461,S-109,2025,3,0,9.95,172.0,45.21,185,970.0,-34.8,70.4,IRYO,172.0,-30.0,76.71,AVE,194.0,4.8,45.14,OUIGO,182.0,30.0,38.89,AVLO,172.0
00011_17-03-2025-10.02,OUIGO,509,S-108,2025,3,0,10.03,182.0,45.14,135,1551.0,-34.8,76.71,AVE,194.0,-4.8,45.21,IRYO,172.0,25.2,38.89,AVLO,172.0,80.4,41.88,IRYO,172.0
00012_17-03-2025-10.27,AVLO,581,S-106,2025,3,0,10.45,172.0,38.89,9,1090.0,-30.0,45.21,IRYO,172.0,-25.2,45.14,OUIGO,182.0,55.2,41.88,IRYO,172.0,60.0,45.88,AVE,199.0
00009_17-03-2025-11.22,IRYO,461,S-109,2025,3,0,11.37,172.0,41.88,153,1287.0,-80.4,45.14,OUIGO,182.0,-55.2,38.89,AVLO,172.0,4.8,45.88,AVE,199.0,60.0,27.9,IRYO,172.0
00006_17-03-2025-11.27,AVE,826,S-103,2025,3,0,11.45,199.0,45.88,76,1287.0,-60.0,38.89,AVLO,172.0,-4.8,41.88,IRYO,172.0,55.2,27.9,IRYO,172.0,60.0,46.79,AVE,197.0
00009_17-03-2025-12.22,IRYO,461,S-109,2025,3,0,12.37,172.0,27.9,331,839.0,-60.0,41.88,IRYO,172.0,-55.2,45.88,AVE,199.0,4.8,46.79,AVE,197.0,34.8,30.41,AVE,157.0
00013_17-03-2025-12.27,AVE,378,S-103,2025,3,0,12.45,197.0,46.79,24,839.0,-60.0,45.88,AVE,199.0,-4.8,27.9,IRYO,172.0,30.0,30.41,AVE,157.0,51.0,68.94,AVE,184.0
00004_17-03-2025-12.57,AVE,414,S-103,2025,3,0,12.95,157.0,30.41,414,753.0,-34.8,27.9,IRYO,172.0,-30.0,46.79,AVE,197.0,21.0,68.94,AVE,184.0,64.8,64.76,IRYO,172.0
00014_17-03-2025-13.18,AVE,339,S-100,2025,3,0,13.3,184.0,68.94,0,753.0,-51.0,46.79,AVE,197.0,-21.0,30.41,AVE,157.0,43.8,64.76,IRYO,172.0,54.0,31.14,OUIGO,157.0
00009_17-03-2025-14.02,IRYO,461,S-109,2025,3,0,14.03,172.0,64.76,2,1261.0,-64.8,30.41,AVE,157.0,-43.8,68.94,AVE,184.0,10.2,31.14,OUIGO,157.0,25.2,32.78,AVE,177.0
00015_17-03-2025-14.12,OUIGO,509,S-108,2025,3,0,14.2,157.0,31.14,355,1261.0,-54.0,68.94,AVE,184.0,-10.2,64.76,IRYO,172.0,15.0,32.78,AVE,177.0,30.0,47.47,IRYO,179.0
00016_17-03-2025-14.27,AVE,291,S-100,2025,3,0,14.45,177.0,32.78,260,1722.0,-25.2,64.76,IRYO,172.0,-15.0,31.14,OUIGO,157.0,15.0,47.47,IRYO,179.0,30.0,48.68,AVE,157.0
00017_17-03-2025-14.42,IRYO,461,S-109,2025,3,0,14.7,179.0,47.47,9,1166.0,-30.0,31.14,OUIGO,157.0,-15.0,32.78,AVE,177.0,15.0,48.68,AVE,157.0,45.0,39.04,AVLO,199.0
00004_17-03-2025-14.57,AVE,414,S-103,2025,3,0,14.95,157.0,48.68,42,875.0,-30.0,32.78,AVE,177.0,-15.0,47.47,IRYO,179.0,30.0,39.04,AVLO,199.0,60.0,44.45,AVE,157.0
00018_17-03-2025-15.27,AVLO,571,S-106,2025,3,0,15.45,199.0,39.04,15,571.0,-45.0,47.47,IRYO,179.0,-30.0,48.68,AVE,157.0,30.0,44.45,AVE,157.0,60.0,76.91,AVE,172.0
00004_17-03-2025-15.57,AVE,414,S-103,2025,3,0,15.95,157.0,44.45,285,414.0,-60.0,48.68,AVE,157.0,-30.0,39.04,AVLO,199.0,30.0,76.91,AVE,172.0,40.2,46.78,IRYO,157.0
00007_17-03-2025-16.27,AVE,414,S-103,2025,3,0,16.45,172.0,76.91,0,875.0,-60.0,39.04,AVLO,199.0,-30.0,44.45,AVE,157.0,10.2,46.78,IRYO,157.0,30.0,54.97,AVE,157.0
00002_17-03-2025-16.37,IRYO,461,S-109,2025,3,0,16.62,157.0,46.78,222,1289.0,-40.2,44.45,AVE,157.0,-10.2,76.91,AVE,172.0,19.8,54.97,AVE,157.0,39.6,46.96,OUIGO,157.0
00004_17-03-2025-16.57,AVE,414,S-103,2025,3,0,16.95,157.0,54.97,312,1845.0,-30.0,76.91,AVE,172.0,-19.8,46.78,IRYO,157.0,19.8,46.96,OUIGO,157.0,25.2,54.39,IRYO,172.0
00015_17-03-2025-17.17,OUIGO,509,S-108,2025,3,0,17.28,157.0,46.96,326,1798.0,-39.6,46.78,IRYO,157.0,-19.8,54.97,AVE,157.0,5.4,54.39,IRYO,172.0,10.2,61.96,AVE,199.0
00009_17-03-2025-17.22,IRYO,461,S-109,2025,3,0,17.37,172.0,54.39,52,1798.0,-25.2,54.97,AVE,157.0,-5.4,46.96,OUIGO,157.0,4.8,61.96,AVE,199.0,34.8,44.47,AVE,157.0
00006_17-03-2025-17.27,AVE,414,S-103,2025,3,0,17.45,199.0,61.96,12,1384.0,-10.2,46.96,OUIGO,157.0,-4.8,54.39,IRYO,172.0,30.0,44.47,AVE,157.0,60.0,45.57,AVE,177.0
00004_17-03-2025-17.57,AVE,414,S-103,2025,3,0,17.95,157.0,44.47,414,414.0,-34.8,54.39,IRYO,172.0,-30.0,61.96,AVE,199.0,30.0,45.57,AVE,177.0,34.8,23.44,IRYO,157.0
00016_17-03-2025-18.27,AVE,414,S-103,2025,3,0,18.45,177.0,45.57,187,875.0,-60.0,61.96,AVE,199.0,-30.0,44.47,AVE,157.0,4.8,23.44,IRYO,157.0,30.0,48.76,AVE,157.0
00002_17-03-2025-18.32,IRYO,461,S-109,2025,3,0,18.53,157.0,23.44,461,1289.0,-34.8,44.47,AVE,157.0,-4.8,45.57,AVE,177.0,25.2,48.76,AVE,157.0,57.0,41.24,IRYO,172.0
00004_17-03-2025-18.57,AVE,414,S-103,2025,3,0,18.95,157.0,48.76,157,875.0,-30.0,45.57,AVE,177.0,-25.2,23.44,IRYO,157.0,31.8,41.24,IRYO,172.0,37.2,21.17,AVLO,201.0
00009_17-03-2025-19.29,IRYO,461,S-109,2025,3,0,19.48,172.0,41.24,74,1042.0,-57.0,23.44,IRYO,157.0,-31.8,48.76,AVE,157.0,5.4,21.17,AVLO,201.0,36.0,17.24,AVE,157.0
00019_17-03-2025-19.34,AVLO,581,S-106,2025,3,0,19.57,201.0,21.17,271,1042.0,-37.2,48.76,AVE,157.0,-5.4,41.24,IRYO,172.0,30.6,17.24,AVE,157.0,48.0,20.29,IRYO,172.0
00004_17-03-2025-20.05,AVE,414,S-103,2025,3,0,20.08,157.0,17.24,414,1289.0,-36.0,41.24,IRYO,172.0,-30.6,21.17,AVLO,201.0,17.4,20.29,IRYO,172.0,22.2,10.94,AVE,201.0
00009_17-03-2025-20.22,IRYO,461,S-109,2025,3,0,20.37,172.0,20.29,461,1289.0,-48.0,21.17,AVLO,201.0,-17.4,17.24,AVE,157.0,4.8,10.94,AVE,201.0,39.6,26.98,OUIGO,172.0
00020_17-03-2025-20.27,AVE,414,S-103,2025,3,0,20.45,201.0,10.94,414,1289.0,-22.2,17.24,AVE,157.0,-4.8,20.29,IRYO,172.0,34.8,26.98,OUIGO,172.0,40.2,32.21,AVE,172.0
00005_17-03-2025-21.02,OUIGO,509,S-108,2025,3,0,21.03,172.0,26.98,126,923.0,-39.6,20.29,IRYO,172.0,-34.8,10.94,AVE,201.0,5.4,32.21,AVE,172.0,550.2,35.46,AVLO,157.0
00007_17-03-2025-21.07,AVE,414,S-103,2025,3,0,21.12,172.0,32.21,49,923.0,-40.2,10.94,AVE,201.0,-5.4,26.98,OUIGO,172.0,544.8,35.46,AVLO,157.0,555.0,37.89,IRYO,157.0
00001_18-03-2025-06.12,AVLO,581,S-106,2025,3,1,6.2,157.0,35.46,581,1401.0,-550.2,26.98,OUIGO,172.0,-544.8,32.21,AVE,172.0,10.2,37.89,IRYO,157.0,15.0,50.2,AVE,178.0
00002_18-03-2025-06.22,IRYO,461,S-109,2025,3,1,6.37,157.0,37.89,461,1401.0,-555.0,32.21,AVE,172.0,-10.2,35.46,AVLO,157.0,4.8,50.2,AVE,178.0,34.8,104.88,AVE,157.0
00003_18-03-2025-06.27,AVE,359,S-103,2025,3,1,6.45,178.0,50.2,359,1401.0,-15.0,35.46,AVLO,157.0,-4.8,37.89,IRYO,157.0,30.0,104.88,AVE,157.0,34.8,73.24,OUIGO,172.0
00004_18-03-2025-06.57,AVE,414,S-103,2025,3,1,6.95,157.0,104.88,316,1384.0,-34.8,37.89,IRYO,157.0,-30.0,50.2,AVE,178.0,4.8,73.24,OUIGO,172.0,25.2,38.22,IRYO,157.0
00005_18-03-2025-07.02,OUIGO,509,S-108,2025,3,1,7.03,172.0,73.24,327,1798.0,-34.8,50.2,AVE,178.0,-4.8,104.88,AVE,157.0,20.4,38.22,IRYO,157.0,25.2,35.88,AVE,199.0
00002_18-03-2025-07.22,IRYO,461,S-109,2025,3,1,7.37,157.0,38.22,461,1798.0,-25.2,104.88,AVE,157.0,-20.4,73.24,OUIGO,172.0,4.8,35.88,AVE,199.0,34.8,46.41,AVE,157.0
00006_18-03-2025-07.27,AVE,414,S-103,2025,3,1,7.45,199.0,35.88,414,1384.0,-25.2,73.24,OUIGO,172.0,-4.8,38.22,IRYO,157.0,30.0,46.41,AVE,157.0,60.0,75.27,AVE,172.0
00004_18-03-2025-07.57,AVE,414,S-103,2025,3,1,7.95,157.0,46.41,414,414.0,-34.8,38.22,IRYO,157.0,-30.0,35.88,AVE,199.0,30.0,75.27,AVE,172.0,34.8,40.15,IRYO,157.0
00007_18-03-2025-08.27,AVE,414,S-103,2025,3,1,8.45,172.0,75.27,1,1289.0,-60.0,35.88,AVE,199.0,-30.0,46.41,AVE,157.0,4.8,40.15,IRYO,157.0,30.0,43.77,AVE,164.0
00002_18-03-2025-08.32,IRYO,461,S-109,2025,3,1,8.53,157.0,40.15,221,1289.0,-34.8,46.41,AVE,157.0,-4.8,75.27,AVE,172.0,25.2,43.77,AVE,164.0,50.4,49.17,IRYO,172.0
00008_18-03-2025-08.57,AVE,414,S-103,2025,3,1,8.95,164.0,43.77,208,1336.0,-30.0,75.27,AVE,172.0,-25.2,40.15,IRYO,157.0,25.2,49.17,IRYO,172.0,30.0,69.41,AVE,194.0
00009_18-03-2025-09.22,IRYO,461,S-109,2025,3,1,9.37,172.0,49.17,59,1289.0,-50.4,40.15,IRYO,157.0,-25.2,43.77,AVE,164.0,4.8,69.41,AVE,194.0,34.8,50.22,IRYO,172.0
00010_18-03-2025-09.27,AVE,414,S-103,2025,3,1,9.45,194.0,69.41,5,875.0,-30.0,43.77,AVE,164.0,-4.8,49.17,IRYO,172.0,30.0,50.22,IRYO,172.0,34.8,44.04,OUIGO,182.0
00009_18-03-2025-09.57,IRYO,461,S-109,2025,3,1,9.95,172.0,50.22,73,970.0,-34.8,49.17,IRYO,172.0,-30.0,69.41,AVE,194.0,4.8,44.04,OUIGO,182.0,30.0,34.73,AVLO,172.0
00011_18-03-2025-10.02,OUIGO,509,S-108,2025,3,1,10.03,182.0,44.04,85,1551.0,-34.8,69.41,AVE,194.0,-4.8,50.22,IRYO,172.0,25.2,34.73,AVLO,172.0,80.4,26.94,IRYO,172.0
00012_18-03-2025-10.27,AVLO,581,S-106,2025,3,1,10.45,172.0,34.73,11,1090.0,-30.0,50.22,IRYO,172.0,-25.2,44.04,OUIGO,182.0,55.2,26.94,IRYO,172.0,60.0,25.82,AVE,199.0
00009_18-03-2025-11.22,IRYO,461,S-109,2025,3,1,11.37,172.0,26.94,406,1287.0,-80.4,44.04,OUIGO,182.0,-55.2,34.73,AVLO,172.0,4.8,25.82,AVE,199.0,60.0,25.19,IRYO,172.0
00006_18-03-2025-11.27,AVE,826,S-103,2025,3,1,11.45,199.0,25.82,479,1287.0,-60.0,34.73,AVLO,172.0,-4.8,26.94,IRYO,172.0,55.2,25.19,IRYO,172.0,60.0,49.53,AVE,197.0
00009_18-03-2025-12.22,IRYO,461,S-109,2025,3,1,12.37,172.0,25.19,422,839.0,-60.0,26.94,IRYO,172.0,-55.2,25.82,AVE,199.0,4.8,49.53,AVE,197.0,34.8,45.28,AVE,157.0
00013_18-03-2025-12.27,AVE,378,S-103,2025,3,1,12.45,197.0,49.53,27,839.0,-60.0,25.82,AVE,199.0,-4.8,25.19,IRYO,172.0,30.0,45.28,AVE,157.0,51.0,48.24,AVE,184.0
00004_18-03-2025-12.57,AVE,414,S-103,2025,3,1,12.95,157.0,45.28,98,753.0,-34.8,25.19,IRYO,172.0,-30.0,49.53,AVE,197.0,21.0,48.24,AVE,184.0,64.8,33.37,IRYO,172.0
00014_18-03-2025-13.18,AVE,339,S-100,2025,3,1,13.3,184.0,48.24,31,753.0,-51.0,49.53,AVE,197.0,-21.0,45.28,AVE,157.0,43.8,33.37,IRYO,172.0,54.0,32.95,OUIGO,157.0
00009_18-03-2025-14.02,IRYO,461,S-109,2025,3,1,14.03,172.0,33.37,185,1261.0,-64.8,45.28,AVE,157.0,-43.8,48.24,AVE,184.0,10.2,32.95,OUIGO,157.0,25.2,80.65,AVE,177.0
00015_18-03-2025-14.12,OUIGO,509,S-108,2025,3,1,14.2,157.0,32.95,283,1261.0,-54.0,48.24,AVE,184.0,-10.2,33.37,IRYO,172.0,15.0,80.65,AVE,177.0,30.0,46.3,IRYO,179.0
00016_18-03-2025-14.27,AVE,291,S-100,2025,3,1,14.45,177.0,80.65,0,1722.0,-25.2,33.37,IRYO,172.0,-15.0,32.95,OUIGO,157.0,15.0,46.3,IRYO,179.0,30.0,41.59,AVE,157.0
00017_18-03-2025-14.42,IRYO,461,S-109,2025,3,1,14.7,179.0,46.3,11,1166.0,-30.0,32.95,OUIGO,157.0,-15.0,80.65,AVE,177.0,15.0,41.59,AVE,157.0,45.0,31.04,AVLO,199.0
00004_18-03-2025-14.57,AVE,414,S-103,2025,3,1,14.95,157.0,41.59,172,875.0,-30.0,80.65,AVE,177.0,-15.0,46.3,IRYO,179.0,30.0,31.04,AVLO,199.0,60.0,31.15,AVE,157.0
00018_18-03-2025-15.27,AVLO,571,S-106,2025,3,1,15.45,199.0,31.04,106,571.0,-45.0,46.3,IRYO,179.0,-30.0,41.59,AVE,157.0,30.0,31.15,AVE,157.0,60.0,44.19,AVE,172.0
