train_idx,train_type,original_price,optimized_price,difference,predicted_demand,actual_demand,capacity
00021_22-03-2025-06.27,AVLO,28.92,29.189999424210523,0.26999942421052125,164.26301902052103,164.26301902052103,581
00005_22-03-2025-07.02,OUIGO,27.1,27.1,0.0,511.7506809500241,509.0,509
00006_22-03-2025-07.27,AVE,68.48,67.53000033724057,-0.9499996627594385,49.208471037051474,49.20847103705147,414
00009_22-03-2025-08.07,IRYO,46.77,46.77,0.0,81.42983786466667,81.42983786466667,461
00007_22-03-2025-08.27,AVE,55.9,60.56499988206327,4.66499988206327,38.627522384595224,38.627522384595224,414
00008_22-03-2025-08.57,AVE,43.65,47.99499998825612,4.34499998825612,139.93654575203587,139.93654575203587,836
00009_22-03-2025-09.22,IRYO,38.58,38.58,0.0,122.84059673209079,122.84059673209079,461
00010_22-03-2025-09.27,AVE,73.29,76.01500015492826,2.725000154928253,49.411371043991615,49.411371043991615,414
00009_22-03-2025-09.57,IRYO,43.26,43.26,0.0,79.99782058141555,79.99782058141555,461
00011_22-03-2025-10.02,OUIGO,25.89,25.89,0.0,359.01240476759017,359.01240476759017,509
00012_22-03-2025-10.27,AVLO,47.28,45.264999995744944,-2.0150000042550573,104.77995741861099,104.77995741861099,581
00009_22-03-2025-11.22,IRYO,19.11,19.11,0.0,459.2389319482637,459.2389319482637,461
00006_22-03-2025-11.27,AVE,26.54,30.025000050002266,3.4850000500022666,501.09923358994706,501.09923358994706,803
00009_22-03-2025-12.22,IRYO,34.11,34.11,0.0,164.85351320858302,164.85351320858302,461
00013_22-03-2025-12.27,AVE,38.41,37.90500004339049,-0.5049999566095096,212.22475434542824,212.22475434542824,378
00014_22-03-2025-13.18,AVE,82.74,81.31500015425802,-1.4249998457419792,17.470217680201603,17.470217680201603,339
00015_22-03-2025-14.12,OUIGO,10.0,10.0,0.0,500.6883869903843,500.6883869903843,509
00017_22-03-2025-14.42,IRYO,45.52,45.52,0.0,130.62255349054269,130.62255349054269,461
00018_22-03-2025-15.27,AVLO,32.95,37.90500004339049,4.955000043390484,190.26802974666003,190.26802974666003,547
00007_22-03-2025-16.27,AVE,95.86,98.53999974594463,2.6799997459446274,26.925012809909333,26.925012809909333,414
00002_22-03-2025-16.37,IRYO,26.41,26.41,0.0,453.57571712103305,453.57571712103305,461
00015_22-03-2025-17.17,OUIGO,21.04,21.04,0.0,505.2878173495535,505.2878173495535,509
00018_22-03-2025-17.27,AVLO,26.77,30.684999797407464,3.9149997974074644,429.07279707233266,429.07279707233266,581
00016_22-03-2025-18.27,AVE,83.09,78.54499934854454,-4.545000651455467,25.593346270219616,25.593346270245966,414
00009_22-03-2025-19.29,IRYO,45.33,45.33,0.0,48.472375395386315,48.472375395386315,461
00019_22-03-2025-19.34,AVLO,30.03,26.69500031612907,-3.3349996838709295,179.67618171561472,179.67618171561472,581
00009_22-03-2025-20.22,IRYO,24.64,24.64,0.0,377.5480932172766,377.5480932172766,461
00020_22-03-2025-20.27,AVE,24.18,25.145000029825237,0.9650000298252372,403.1787498451511,403.1787498451511,414
00005_22-03-2025-21.02,OUIGO,26.56,26.56,0.0,235.51997967734602,235.51997967734602,509
