train_idx,train_type,original_price,optimized_price,difference,predicted_demand,actual_demand,capacity
00021_23-08-2025-06.27,AVLO,33.1,38.1,5.0,676.3159941002552,581.0,581
00005_23-08-2025-07.02,OUIGO,34.5,34.5,0.0,151.38958260275962,151.38958260275962,509
00006_23-08-2025-07.27,AVE,53.64,50.72999998669585,-2.910000013304149,154.0755242361068,154.0755242361068,414
00009_23-08-2025-08.07,IRYO,28.09,28.09,0.0,476.40636856440307,461.0,461
00007_23-08-2025-08.27,AVE,47.32,42.744999907364935,-4.575000092635065,365.31399093767436,365.31399093767436,414
00008_23-08-2025-08.57,AVE,67.84,62.92500002957665,-4.914999970423352,58.27635809511498,58.27635809511498,836
00009_23-08-2025-09.22,IRYO,20.76,20.76,0.0,968.3479523609273,461.0,461
00010_23-08-2025-09.27,AVE,48.06,43.0850000375231,-4.9749999624769,350.6426217182142,350.6426217182141,414
00009_23-08-2025-09.57,IRYO,46.73,46.73,0.0,63.41603744168877,63.41603744168877,461
00011_23-08-2025-10.02,OUIGO,42.34,42.34,0.0,136.01193875665274,136.01193875665274,509
00012_23-08-2025-10.27,AVLO,46.5,42.58500009539454,-3.914999904605459,147.47017400635312,147.47017400635312,581
00009_23-08-2025-11.22,IRYO,58.47,58.47,0.0,29.913136118757194,29.913136118757194,461
00006_23-08-2025-11.27,AVE,36.48,33.125000088503725,-3.3549999114962716,805.110772247565,803.0,803
00009_23-08-2025-12.22,IRYO,39.93,39.93,0.0,210.20044414660262,210.20044414660262,461
00013_23-08-2025-12.27,AVE,47.73,42.74499990736494,-4.985000092635055,357.103824031804,357.103824031804,378
00014_23-08-2025-13.18,AVE,82.74,79.04499980240298,-3.695000197597011,13.317041977906582,13.317041977906582,339
00015_23-08-2025-14.12,OUIGO,19.04,19.04,0.0,882.2155480207217,509.0,509
00017_23-08-2025-14.42,IRYO,32.5,32.5,0.0,231.77220985216027,231.77220985216027,461
00018_23-08-2025-15.27,AVLO,29.5,24.52499924752712,-4.97500075247288,558.827791620317,547.0,547
00007_23-08-2025-16.27,AVE,96.92,92.35499890459145,-4.565001095408547,12.185577832034475,12.185577832034475,414
00002_23-08-2025-16.37,IRYO,34.38,34.38,0.0,321.97972827407466,321.97972827407466,461
00015_23-08-2025-17.17,OUIGO,15.93,15.93,0.0,966.4526177039368,509.0,509
00018_23-08-2025-17.27,AVLO,28.11,23.299999936690906,-4.810000063309094,567.350777906633,567.350777906633,581
00016_23-08-2025-18.27,AVE,86.73,91.73,5.0,5.435496503891979,5.435496503891979,414
00009_23-08-2025-19.29,IRYO,28.64,28.64,0.0,66.97128612815689,66.97128612815689,461
00019_23-08-2025-19.34,AVLO,28.7,30.104999576367923,1.4049995763679242,191.44398633989735,191.44398633989738,581
00009_23-08-2025-20.22,IRYO,18.4,18.4,0.0,596.808506053393,461.0,461
00020_23-08-2025-20.27,AVE,15.06,18.54500086511882,3.4850008651188187,919.8774214049031,414.0,414
00005_23-08-2025-21.02,OUIGO,14.21,14.21,0.0,908.5473381193992,509.0,509
