service_id,train_type,capacity,train_model,year,month,day_of_week,departure_time,duration,price,passengers,capacity_window_1h
00018_11-08-2025-15.27,AVLO,571,S-106,2025,8,0,15.45,199.0,35.31,120,571.0
00004_11-08-2025-15.57,AVE,414,S-103,2025,8,0,15.95,157.0,36.72,414,414.0
00007_11-08-2025-16.27,AVE,414,S-103,2025,8,0,16.45,172.0,80.1,28,875.0
00002_11-08-2025-16.37,IRYO,461,S-109,2025,8,0,16.62,157.0,45.3,461,1289.0
00004_11-08-2025-16.57,AVE,414,S-103,2025,8,0,16.95,157.0,47.13,414,1845.0
00015_11-08-2025-17.17,OUIGO,509,S-108,2025,8,0,17.28,157.0,53.0,509,1798.0
00009_11-08-2025-17.22,IRYO,461,S-109,2025,8,0,17.37,172.0,37.51,461,1798.0
00006_11-08-2025-17.27,AVE,414,S-103,2025,8,0,17.45,199.0,75.2,40,1384.0
00004_11-08-2025-17.57,AVE,414,S-103,2025,8,0,17.95,157.0,42.53,414,414.0
00016_11-08-2025-18.27,AVE,414,S-103,2025,8,0,18.45,177.0,59.47,230,875.0
00002_11-08-2025-18.32,IRYO,461,S-109,2025,8,0,18.53,157.0,21.14,461,1289.0
00004_11-08-2025-18.57,AVE,414,S-103,2025,8,0,18.95,157.0,39.49,414,875.0
00009_11-08-2025-19.29,IRYO,461,S-109,2025,8,0,19.48,172.0,42.95,226,1042.0
00019_11-08-2025-19.34,AVLO,581,S-106,2025,8,0,19.57,201.0,25.56,254,1042.0
00004_11-08-2025-20.05,AVE,414,S-103,2025,8,0,20.08,157.0,20.31,414,1289.0
00009_11-08-2025-20.22,IRYO,461,S-109,2025,8,0,20.37,172.0,23.57,461,1289.0
00020_11-08-2025-20.27,AVE,414,S-103,2025,8,0,20.45,201.0,26.0,386,1289.0
00005_11-08-2025-21.02,OUIGO,509,S-108,2025,8,0,21.03,172.0,20.25,509,923.0
00007_11-08-2025-21.07,AVE,414,S-103,2025,8,0,21.12,172.0,38.45,50,923.0
00001_12-08-2025-06.12,AVLO,581,S-106,2025,8,1,6.2,157.0,35.21,581,1401.0
00002_12-08-2025-06.22,IRYO,461,S-109,2025,8,1,6.37,157.0,18.85,461,1401.0
00003_12-08-2025-06.27,AVE,359,S-103,2025,8,1,6.45,178.0,37.64,359,1401.0
00004_12-08-2025-06.57,AVE,414,S-103,2025,8,1,6.95,157.0,110.61,414,1384.0
00005_12-08-2025-07.02,OUIGO,509,S-108,2025,8,1,7.03,172.0,40.58,509,1798.0
00002_12-08-2025-07.22,IRYO,461,S-109,2025,8,1,7.37,157.0,18.0,461,1798.0
00006_12-08-2025-07.27,AVE,414,S-103,2025,8,1,7.45,199.0,13.78,414,1384.0
00004_12-08-2025-07.57,AVE,414,S-103,2025,8,1,7.95,157.0,43.61,414,414.0
00007_12-08-2025-08.27,AVE,414,S-103,2025,8,1,8.45,172.0,76.15,414,1289.0
00002_12-08-2025-08.32,IRYO,461,S-109,2025,8,1,8.53,157.0,56.62,461,1289.0
00008_12-08-2025-08.57,AVE,414,S-103,2025,8,1,8.95,164.0,39.28,414,1336.0
00009_12-08-2025-09.22,IRYO,461,S-109,2025,8,1,9.37,172.0,43.99,376,1289.0
00010_12-08-2025-09.27,AVE,414,S-103,2025,8,1,9.45,194.0,74.1,9,875.0
00009_12-08-2025-09.57,IRYO,461,S-109,2025,8,1,9.95,172.0,52.78,83,970.0
00011_12-08-2025-10.02,OUIGO,509,S-108,2025,8,1,10.03,182.0,40.61,269,1551.0
00012_12-08-2025-10.27,AVLO,581,S-106,2025,8,1,10.45,172.0,33.27,32,1090.0
00009_12-08-2025-11.22,IRYO,461,S-109,2025,8,1,11.37,172.0,31.3,413,1287.0
00006_12-08-2025-11.27,AVE,826,S-103,2025,8,1,11.45,199.0,32.26,315,1287.0
00009_12-08-2025-12.22,IRYO,461,S-109,2025,8,1,12.37,172.0,29.09,363,839.0
00013_12-08-2025-12.27,AVE,378,S-103,2025,8,1,12.45,197.0,45.09,48,839.0
00004_12-08-2025-12.57,AVE,414,S-103,2025,8,1,12.95,157.0,26.18,414,753.0
00014_12-08-2025-13.18,AVE,339,S-100,2025,8,1,13.3,184.0,48.24,33,753.0
00009_12-08-2025-14.02,IRYO,461,S-109,2025,8,1,14.03,172.0,19.71,461,1261.0
00015_12-08-2025-14.12,OUIGO,509,S-108,2025,8,1,14.2,157.0,33.2,371,1261.0
00016_12-08-2025-14.27,AVE,291,S-100,2025,8,1,14.45,177.0,61.5,8,1722.0
00017_12-08-2025-14.42,IRYO,461,S-109,2025,8,1,14.7,179.0,44.68,89,1166.0
00004_12-08-2025-14.57,AVE,414,S-103,2025,8,1,14.95,157.0,30.29,414,875.0
00018_12-08-2025-15.27,AVLO,571,S-106,2025,8,1,15.45,199.0,31.61,198,571.0
00004_12-08-2025-15.57,AVE,414,S-103,2025,8,1,15.95,157.0,11.73,414,414.0
00007_12-08-2025-16.27,AVE,414,S-103,2025,8,1,16.45,172.0,31.13,414,875.0
00002_12-08-2025-16.37,IRYO,461,S-109,2025,8,1,16.62,157.0,42.62,461,1289.0
00004_12-08-2025-16.57,AVE,414,S-103,2025,8,1,16.95,157.0,56.01,414,1845.0
00015_12-08-2025-17.17,OUIGO,509,S-108,2025,8,1,17.28,157.0,38.92,509,1798.0
00009_12-08-2025-17.22,IRYO,461,S-109,2025,8,1,17.37,172.0,14.63,461,1798.0
00006_12-08-2025-17.27,AVE,414,S-103,2025,8,1,17.45,199.0,64.67,114,1384.0
00004_12-08-2025-17.57,AVE,414,S-103,2025,8,1,17.95,157.0,70.22,182,414.0
00016_12-08-2025-18.27,AVE,414,S-103,2025,8,1,18.45,177.0,56.33,172,875.0
00002_12-08-2025-18.32,IRYO,461,S-109,2025,8,1,18.53,157.0,21.62,461,1289.0
00004_12-08-2025-18.57,AVE,414,S-103,2025,8,1,18.95,157.0,37.01,414,875.0
00009_12-08-2025-19.29,IRYO,461,S-109,2025,8,1,19.48,172.0,31.2,456,1042.0
00019_12-08-2025-19.34,AVLO,581,S-106,2025,8,1,19.57,201.0,29.29,93,1042.0
00004_12-08-2025-20.05,AVE,414,S-103,2025,8,1,20.08,157.0,34.65,389,1289.0
00009_12-08-2025-20.22,IRYO,461,S-109,2025,8,1,20.37,172.0,31.55,134,1289.0
00020_12-08-2025-20.27,AVE,414,S-103,2025,8,1,20.45,201.0,37.27,23,1289.0
00005_12-08-2025-21.02,OUIGO,509,S-108,2025,8,1,21.03,172.0,13.26,509,923.0
00007_12-08-2025-21.07,AVE,414,S-103,2025,8,1,21.12,172.0,35.94,35,923.0
00001_13-08-2025-06.12,AVLO,581,S-106,2025,8,2,6.2,157.0,35.15,581,1401.0
00002_13-08-2025-06.22,IRYO,461,S-109,2025,8,2,6.37,157.0,44.13,461,1401.0
00003_13-08-2025-06.27,AVE,359,S-103,2025,8,2,6.45,178.0,43.61,359,1401.0
00004_13-08-2025-06.57,AVE,414,S-103,2025,8,2,6.95,157.0,85.23,414,1384.0
00005_13-08-2025-07.02,OUIGO,509,S-108,2025,8,2,7.03,172.0,35.61,509,1798.0
00002_13-08-2025-07.22,IRYO,461,S-109,2025,8,2,7.37,157.0,35.34,461,1798.0
00006_13-08-2025-07.27,AVE,414,S-103,2025,8,2,7.45,199.0,40.74,414,1384.0
00004_13-08-2025-07.57,AVE,414,S-103,2025,8,2,7.95,157.0,77.55,414,414.0
00007_13-08-2025-08.27,AVE,414,S-103,2025,8,2,8.45,172.0,73.27,414,1289.0
00002_13-08-2025-08.32,IRYO,461,S-109,2025,8,2,8.53,157.0,56.48,461,1289.0
00008_13-08-2025-08.57,AVE,414,S-103,2025,8,2,8.95,164.0,59.25,414,1336.0
00009_13-08-2025-09.22,IRYO,461,S-109,2025,8,2,9.37,172.0,42.15,461,1289.0
00010_13-08-2025-09.27,AVE,414,S-103,2025,8,2,9.45,194.0,69.59,113,875.0
00009_13-08-2025-09.57,IRYO,461,S-109,2025,8,2,9.95,172.0,34.92,461,970.0
00011_13-08-2025-10.02,OUIGO,509,S-108,2025,8,2,10.03,182.0,52.51,229,1551.0
00012_13-08-2025-10.27,AVLO,581,S-106,2025,8,2,10.45,172.0,45.74,21,1090.0
00009_13-08-2025-11.22,IRYO,461,S-109,2025,8,2,11.37,172.0,38.27,461,1287.0
00006_13-08-2025-11.27,AVE,826,S-103,2025,8,2,11.45,199.0,47.11,348,1287.0
00009_13-08-2025-12.22,IRYO,461,S-109,2025,8,2,12.37,172.0,33.02,461,839.0
00013_13-08-2025-12.27,AVE,378,S-103,2025,8,2,12.45,197.0,65.09,27,839.0
00004_13-08-2025-12.57,AVE,414,S-103,2025,8,2,12.95,157.0,62.95,114,753.0
00014_13-08-2025-13.18,AVE,339,S-100,2025,8,2,13.3,184.0,48.24,234,753.0
00009_13-08-2025-14.02,IRYO,461,S-109,2025,8,2,14.03,172.0,21.28,461,1261.0
00015_13-08-2025-14.12,OUIGO,509,S-108,2025,8,2,14.2,157.0,39.17,509,1261.0
00016_13-08-2025-14.27,AVE,291,S-100,2025,8,2,14.45,177.0,37.18,291,1722.0
00017_13-08-2025-14.42,IRYO,461,S-109,2025,8,2,14.7,179.0,46.52,300,1166.0
00004_13-08-2025-14.57,AVE,414,S-103,2025,8,2,14.95,157.0,38.6,414,875.0
00018_13-08-2025-15.27,AVLO,571,S-106,2025,8,2,15.45,199.0,30.93,571,571.0
00004_13-08-2025-15.57,AVE,414,S-103,2025,8,2,15.95,157.0,44.5,414,414.0
00007_13-08-2025-16.27,AVE,414,S-103,2025,8,2,16.45,172.0,60.78,414,875.0
00002_13-08-2025-16.37,IRYO,461,S-109,2025,8,2,16.62,157.0,72.3,331,1289.0
00004_13-08-2025-16.57,AVE,414,S-103,2025,8,2,16.95,157.0,128.18,0,1845.0
00015_13-08-2025-17.17,OUIGO,509,S-108,2025,8,2,17.28,157.0,50.07,509,1798.0
00009_13-08-2025-17.22,IRYO,461,S-109,2025,8,2,17.37,172.0,48.61,461,1798.0
00006_13-08-2025-17.27,AVE,414,S-103,2025,8,2,17.45,199.0,61.34,414,1384.0
00004_13-08-2025-17.57,AVE,414,S-103,2025,8,2,17.95,157.0,67.94,414,414.0
00016_13-08-2025-18.27,AVE,414,S-103,2025,8,2,18.45,177.0,47.1,414,875.0
00002_13-08-2025-18.32,IRYO,461,S-109,2025,8,2,18.53,157.0,43.3,461,1289.0
00004_13-08-2025-18.57,AVE,414,S-103,2025,8,2,18.95,157.0,116.67,0,875.0
00009_13-08-2025-19.29,IRYO,461,S-109,2025,8,2,19.48,172.0,18.2,461,1042.0
00019_13-08-2025-19.34,AVLO,581,S-106,2025,8,2,19.57,201.0,29.62,551,1042.0
00004_13-08-2025-20.05,AVE,414,S-103,2025,8,2,20.08,157.0,53.81,389,1289.0
00009_13-08-2025-20.22,IRYO,461,S-109,2025,8,2,20.37,172.0,22.15,461,1289.0
00020_13-08-2025-20.27,AVE,414,S-103,2025,8,2,20.45,201.0,33.28,414,1289.0
00005_13-08-2025-21.02,OUIGO,509,S-108,2025,8,2,21.03,172.0,41.63,106,923.0
00007_13-08-2025-21.07,AVE,414,S-103,2025,8,2,21.12,172.0,51.71,15,923.0
00001_14-08-2025-06.12,AVLO,581,S-106,2025,8,3,6.2,157.0,28.17,581,1401.0
00002_14-08-2025-06.22,IRYO,461,S-109,2025,8,3,6.37,157.0,25.59,461,1401.0
00003_14-08-2025-06.27,AVE,359,S-103,2025,8,3,6.45,178.0,34.7,359,1401.0
00004_14-08-2025-06.57,AVE,414,S-103,2025,8,3,6.95,157.0,49.6,414,1384.0
00005_14-08-2025-07.02,OUIGO,509,S-108,2025,8,3,7.03,172.0,53.35,509,1798.0
00002_14-08-2025-07.22,IRYO,461,S-109,2025,8,3,7.37,157.0,36.46,461,1798.0
00006_14-08-2025-07.27,AVE,414,S-103,2025,8,3,7.45,199.0,47.7,414,1384.0
00004_14-08-2025-07.57,AVE,414,S-103,2025,8,3,7.95,157.0,53.92,414,414.0
00007_14-08-2025-08.27,AVE,414,S-103,2025,8,3,8.45,172.0,41.87,414,1289.0
00002_14-08-2025-08.32,IRYO,461,S-109,2025,8,3,8.53,157.0,46.79,461,1289.0
00008_14-08-2025-08.57,AVE,414,S-103,2025,8,3,8.95,164.0,68.41,414,1336.0
00009_14-08-2025-09.22,IRYO,461,S-109,2025,8,3,9.37,172.0,65.26,236,1289.0
00010_14-08-2025-09.27,AVE,414,S-103,2025,8,3,9.45,194.0,79.02,55,875.0
00009_14-08-2025-09.57,IRYO,461,S-109,2025,8,3,9.95,172.0,68.83,111,970.0
00011_14-08-2025-10.02,OUIGO,509,S-108,2025,8,3,10.03,182.0,57.77,270,1551.0
00012_14-08-2025-10.27,AVLO,581,S-106,2025,8,3,10.45,172.0,60.5,6,1090.0
00009_14-08-2025-11.22,IRYO,461,S-109,2025,8,3,11.37,172.0,37.81,461,1287.0
00006_14-08-2025-11.27,AVE,826,S-103,2025,8,3,11.45,199.0,59.23,190,1287.0
00009_14-08-2025-12.22,IRYO,461,S-109,2025,8,3,12.37,172.0,57.12,159,839.0
00013_14-08-2025-12.27,AVE,378,S-103,2025,8,3,12.45,197.0,44.59,378,839.0
00004_14-08-2025-12.57,AVE,414,S-103,2025,8,3,12.95,157.0,66.43,142,753.0
00014_14-08-2025-13.18,AVE,339,S-100,2025,8,3,13.3,184.0,55.14,236,753.0
00004_14-08-2025-13.57,AVE,414,s-103,2025,8,3,13.95,157.0,,0,1384.0
00009_14-08-2025-14.02,IRYO,461,S-109,2025,8,3,14.03,172.0,,0,1675.0
00015_14-08-2025-14.12,OUIGO,509,S-108,2025,8,3,14.2,157.0,,0,1675.0
00016_14-08-2025-14.27,AVE,291,S-100,2025,8,3,14.45,177.0,79.47,20,1722.0
00017_14-08-2025-14.42,IRYO,461,S-109,2025,8,3,14.7,179.0,41.7,461,1166.0
00004_14-08-2025-14.57,AVE,414,S-103,2025,8,3,14.95,157.0,78.95,73,875.0
00018_14-08-2025-15.27,AVLO,571,S-106,2025,8,3,15.45,199.0,45.76,210,571.0
00004_14-08-2025-15.57,AVE,414,S-103,2025,8,3,15.95,157.0,95.78,63,414.0
00007_14-08-2025-16.27,AVE,414,S-103,2025,8,3,16.45,172.0,59.69,414,875.0
00002_14-08-2025-16.37,IRYO,461,S-109,2025,8,3,16.62,157.0,66.48,461,1289.0
00004_14-08-2025-16.57,AVE,414,S-103,2025,8,3,16.95,157.0,146.12,0,1845.0
00015_14-08-2025-17.17,OUIGO,509,S-108,2025,8,3,17.28,157.0,46.58,509,1798.0
00009_14-08-2025-17.22,IRYO,461,S-109,2025,8,3,17.37,172.0,62.66,461,1798.0
00006_14-08-2025-17.27,AVE,414,S-103,2025,8,3,17.45,199.0,92.56,78,1384.0
00004_14-08-2025-17.57,AVE,414,S-103,2025,8,3,17.95,157.0,57.9,414,414.0
00016_14-08-2025-18.27,AVE,414,S-103,2025,8,3,18.45,177.0,65.82,414,875.0
00002_14-08-2025-18.32,IRYO,461,S-109,2025,8,3,18.53,157.0,33.98,461,1289.0
00004_14-08-2025-18.57,AVE,414,S-103,2025,8,3,18.95,157.0,90.23,71,875.0
00009_14-08-2025-19.29,IRYO,461,S-109,2025,8,3,19.48,172.0,40.86,461,1042.0
00019_14-08-2025-19.34,AVLO,581,S-106,2025,8,3,19.57,201.0,27.67,581,1042.0
00004_14-08-2025-20.05,AVE,414,S-103,2025,8,3,20.08,157.0,78.81,26,1289.0
00009_14-08-2025-20.22,IRYO,461,S-109,2025,8,3,20.37,172.0,37.31,461,1289.0
00020_14-08-2025-20.27,AVE,414,S-103,2025,8,3,20.45,201.0,44.01,194,1289.0
00005_14-08-2025-21.02,OUIGO,509,S-108,2025,8,3,21.03,172.0,34.42,509,923.0
00007_14-08-2025-21.07,AVE,414,S-103,2025,8,3,21.12,172.0,34.66,414,923.0
00002_15-08-2025-06.22,IRYO,461,S-109,2025,8,4,6.37,157.0,16.44,461,988.0
00021_15-08-2025-06.27,AVLO,527,S-106,2025,8,4,6.45,178.0,21.33,527,988.0
00004_15-08-2025-06.57,AVE,414,S-103,2025,8,4,6.95,157.0,53.62,414,1384.0
00005_15-08-2025-07.02,OUIGO,509,S-108,2025,8,4,7.03,172.0,31.63,509,1798.0
00002_15-08-2025-07.22,IRYO,461,S-109,2025,8,4,7.37,157.0,26.51,461,1798.0
00006_15-08-2025-07.27,AVE,414,S-103,2025,8,4,7.45,199.0,68.91,271,1384.0
00004_15-08-2025-07.57,AVE,414,S-103,2025,8,4,7.95,157.0,65.24,414,414.0
00002_15-08-2025-08.32,IRYO,461,S-109,2025,8,4,8.53,157.0,35.02,461,875.0
00008_15-08-2025-08.57,AVE,414,S-103,2025,8,4,8.95,164.0,114.73,4,1336.0
00009_15-08-2025-09.22,IRYO,461,S-109,2025,8,4,9.37,172.0,53.06,461,1289.0
00010_15-08-2025-09.27,AVE,414,S-103,2025,8,4,9.45,194.0,83.7,77,875.0
00009_15-08-2025-09.57,IRYO,461,S-109,2025,8,4,9.95,172.0,47.54,461,970.0
00011_15-08-2025-10.02,OUIGO,509,S-108,2025,8,4,10.03,182.0,47.57,509,1551.0
00012_15-08-2025-10.27,AVLO,581,S-106,2025,8,4,10.45,172.0,50.21,189,1090.0
00009_15-08-2025-11.22,IRYO,461,S-109,2025,8,4,11.37,172.0,54.63,461,1287.0
00006_15-08-2025-11.27,AVE,826,S-103,2025,8,4,11.45,199.0,104.48,34,1287.0
00009_15-08-2025-12.22,IRYO,461,S-109,2025,8,4,12.37,172.0,42.68,461,839.0
00013_15-08-2025-12.27,AVE,378,S-103,2025,8,4,12.45,197.0,27.92,378,839.0
00004_15-08-2025-12.57,AVE,414,S-103,2025,8,4,12.95,157.0,90.87,161,753.0
00014_15-08-2025-13.18,AVE,339,S-100,2025,8,4,13.3,184.0,55.14,339,753.0
00004_15-08-2025-13.57,AVE,414,S-103,2025,8,4,13.95,157.0,84.28,75,1384.0
00009_15-08-2025-14.02,IRYO,461,S-109,2025,8,4,14.03,172.0,57.16,461,1675.0
00015_15-08-2025-14.12,OUIGO,509,S-108,2025,8,4,14.2,157.0,46.15,509,1675.0
00016_15-08-2025-14.27,AVE,291,S-100,2025,8,4,14.45,177.0,112.11,1,1722.0
00017_15-08-2025-14.42,IRYO,461,S-109,2025,8,4,14.7,179.0,94.27,3,1166.0
00004_15-08-2025-14.57,AVE,414,S-103,2025,8,4,14.95,157.0,101.45,8,875.0
00018_15-08-2025-15.27,AVLO,547,S-106,2025,8,4,15.45,199.0,55.28,144,547.0
00004_15-08-2025-15.57,AVE,414,S-103,2025,8,4,15.95,157.0,105.78,2,414.0
00007_15-08-2025-16.27,AVE,414,S-103,2025,8,4,16.45,172.0,86.05,24,875.0
00002_15-08-2025-16.37,IRYO,461,S-109,2025,8,4,16.62,157.0,68.92,240,1289.0
00004_15-08-2025-16.57,AVE,414,S-103,2025,8,4,16.95,157.0,94.7,21,1845.0
00015_15-08-2025-17.17,OUIGO,509,S-108,2025,8,4,17.28,157.0,56.8,509,1965.0
00009_15-08-2025-17.22,IRYO,461,S-109,2025,8,4,17.37,172.0,62.66,297,1965.0
00018_15-08-2025-17.27,AVLO,581,S-106,2025,8,4,17.45,199.0,49.89,335,1551.0
00004_15-08-2025-17.57,AVE,414,S-103,2025,8,4,17.95,157.0,61.3,414,414.0
00016_15-08-2025-18.27,AVE,836,S-103,2025,8,4,18.45,177.0,69.12,110,1297.0
00002_15-08-2025-18.32,IRYO,461,S-109,2025,8,4,18.53,157.0,51.81,461,1711.0
00004_15-08-2025-18.57,AVE,414,S-103,2025,8,4,18.95,157.0,70.63,138,875.0
00009_15-08-2025-19.29,IRYO,461,S-109,2025,8,4,19.48,172.0,50.82,461,1042.0
00019_15-08-2025-19.34,AVLO,581,S-106,2025,8,4,19.57,201.0,38.42,581,1042.0
00004_15-08-2025-20.05,AVE,414,S-103,2025,8,4,20.08,157.0,74.34,27,1289.0
00009_15-08-2025-20.22,IRYO,461,S-109,2025,8,4,20.37,172.0,39.21,461,1289.0
00020_15-08-2025-20.27,AVE,414,S-103,2025,8,4,20.45,201.0,43.37,414,1289.0
00005_15-08-2025-21.02,OUIGO,509,S-108,2025,8,4,21.03,172.0,19.92,509,923.0
00007_15-08-2025-21.07,AVE,414,S-103,2025,8,4,21.12,172.0,87.82,2,923.0
00021_16-08-2025-06.27,AVLO,581,S-106,2025,8,5,6.45,178.0,26.58,581,581.0
00005_16-08-2025-07.02,OUIGO,509,S-108,2025,8,5,7.03,172.0,38.94,509,923.0
00006_16-08-2025-07.27,AVE,414,S-103,2025,8,5,7.45,199.0,56.3,414,923.0
00009_16-08-2025-08.07,IRYO,461,S-109,2025,8,5,8.12,172.0,39.68,461,875.0
00007_16-08-2025-08.27,AVE,414,S-103,2025,8,5,8.45,172.0,53.19,414,875.0
00008_16-08-2025-08.57,AVE,836,S-103,2025,8,5,8.95,164.0,60.35,447,1297.0
00009_16-08-2025-09.22,IRYO,461,S-109,2025,8,5,9.37,172.0,35.9,461,1711.0
00010_16-08-2025-09.27,AVE,414,S-103,2025,8,5,9.45,194.0,69.81,79,875.0
00009_16-08-2025-09.57,IRYO,461,S-109,2025,8,5,9.95,172.0,57.17,223,970.0
00011_16-08-2025-10.02,OUIGO,509,S-108,2025,8,5,10.03,182.0,50.62,509,1551.0
00012_16-08-2025-10.27,AVLO,581,S-106,2025,8,5,10.45,172.0,42.15,497,1090.0
00009_16-08-2025-11.22,IRYO,461,S-109,2025,8,5,11.37,172.0,54.62,461,1264.0
00006_16-08-2025-11.27,AVE,803,S-103,2025,8,5,11.45,199.0,45.63,803,1264.0
00009_16-08-2025-12.22,IRYO,461,S-109,2025,8,5,12.37,172.0,52.72,461,839.0
00013_16-08-2025-12.27,AVE,378,S-103,2025,8,5,12.45,197.0,55.84,378,839.0
00014_16-08-2025-13.18,AVE,339,S-100,2025,8,5,13.3,184.0,82.74,286,339.0
00015_16-08-2025-14.12,OUIGO,509,S-108,2025,8,5,14.2,157.0,39.58,509,509.0
00017_16-08-2025-14.42,IRYO,461,S-109,2025,8,5,14.7,179.0,38.21,461,461.0
00018_16-08-2025-15.27,AVLO,547,S-106,2025,8,5,15.45,199.0,24.57,547,547.0
00007_16-08-2025-16.27,AVE,414,S-103,2025,8,5,16.45,172.0,97.89,414,875.0
00002_16-08-2025-16.37,IRYO,461,S-109,2025,8,5,16.62,157.0,38.06,461,875.0
00015_16-08-2025-17.17,OUIGO,509,S-108,2025,8,5,17.28,157.0,33.46,509,1090.0
00018_16-08-2025-17.27,AVLO,581,S-106,2025,8,5,17.45,199.0,18.85,581,1090.0
00016_16-08-2025-18.27,AVE,414,S-103,2025,8,5,18.45,177.0,110.27,414,414.0
00009_16-08-2025-19.29,IRYO,461,S-109,2025,8,5,19.48,172.0,37.04,461,1042.0
00019_16-08-2025-19.34,AVLO,581,S-106,2025,8,5,19.57,201.0,31.07,581,1042.0
00009_16-08-2025-20.22,IRYO,461,S-109,2025,8,5,20.37,172.0,39.72,461,875.0
00020_16-08-2025-20.27,AVE,414,S-103,2025,8,5,20.45,201.0,25.59,414,875.0
00005_16-08-2025-21.02,OUIGO,509,S-108,2025,8,5,21.03,172.0,38.01,509,509.0
00021_17-08-2025-06.27,AVLO,581,S-106,2025,8,6,6.45,178.0,64.64,570,581.0
00005_17-08-2025-07.02,OUIGO,509,S-108,2025,8,6,7.03,172.0,45.78,509,923.0
00006_17-08-2025-07.27,AVE,414,S-103,2025,8,6,7.45,199.0,60.34,414,923.0
00009_17-08-2025-08.07,IRYO,461,S-109,2025,8,6,8.12,172.0,43.54,461,875.0
00007_17-08-2025-08.27,AVE,414,S-103,2025,8,6,8.45,172.0,92.02,291,875.0
00009_17-08-2025-09.22,IRYO,461,S-109,2025,8,6,9.37,172.0,44.16,461,875.0
00010_17-08-2025-09.27,AVE,414,S-103,2025,8,6,9.45,194.0,84.77,414,875.0
00009_17-08-2025-09.57,IRYO,461,S-109,2025,8,6,9.95,172.0,59.49,461,970.0
00011_17-08-2025-10.02,OUIGO,509,S-108,2025,8,6,10.03,182.0,32.42,509,1551.0
00012_17-08-2025-10.27,AVLO,581,S-106,2025,8,6,10.45,172.0,54.13,581,1090.0
00009_17-08-2025-11.22,IRYO,461,S-109,2025,8,6,11.37,172.0,59.6,461,1264.0
00006_17-08-2025-11.27,AVE,803,S-103,2025,8,6,11.45,199.0,132.76,46,1264.0
00009_17-08-2025-12.22,IRYO,461,S-109,2025,8,6,12.37,172.0,69.06,461,859.0
00013_17-08-2025-12.27,AVE,398,S-103,2025,8,6,12.45,197.0,61.55,398,859.0
00014_17-08-2025-13.18,AVE,339,S-100,2025,8,6,13.3,184.0,55.14,339,339.0
00009_17-08-2025-14.02,IRYO,461,S-109,2025,8,6,14.03,172.0,86.53,198,1351.0
00015_17-08-2025-14.12,OUIGO,509,S-108,2025,8,6,14.2,157.0,56.64,509,1351.0
00016_17-08-2025-14.27,AVE,381,S-103,2025,8,6,14.45,177.0,110.38,8,1812.0
00017_17-08-2025-14.42,IRYO,461,S-109,2025,8,6,14.7,179.0,78.13,286,842.0
00018_17-08-2025-15.27,AVLO,571,S-106,2025,8,6,15.45,199.0,71.75,221,571.0
00007_17-08-2025-16.27,AVE,414,S-103,2025,8,6,16.45,172.0,61.66,414,875.0
00002_17-08-2025-16.37,IRYO,461,S-109,2025,8,6,16.62,157.0,78.37,461,1289.0
00004_17-08-2025-16.57,AVE,414,S-103,2025,8,6,16.95,157.0,60.6,414,1845.0
00015_17-08-2025-17.17,OUIGO,509,S-108,2025,8,6,17.28,157.0,57.9,509,1965.0
00009_17-08-2025-17.22,IRYO,461,S-109,2025,8,6,17.37,172.0,71.64,461,1965.0
00018_17-08-2025-17.27,AVLO,581,S-106,2025,8,6,17.45,199.0,67.18,492,1551.0
00004_17-08-2025-17.57,AVE,414,S-103,2025,8,6,17.95,157.0,67.89,414,414.0
00016_17-08-2025-18.27,AVE,414,S-103,2025,8,6,18.45,177.0,92.48,153,875.0
00002_17-08-2025-18.32,IRYO,461,S-109,2025,8,6,18.53,157.0,92.8,138,1289.0
00004_17-08-2025-18.57,AVE,414,S-103,2025,8,6,18.95,157.0,130.06,0,875.0
00009_17-08-2025-19.29,IRYO,461,S-109,2025,8,6,19.48,172.0,83.89,89,1042.0
00019_17-08-2025-19.34,AVLO,581,S-106,2025,8,6,19.57,201.0,85.84,2,1042.0
00004_17-08-2025-20.05,AVE,414,S-103,2025,8,6,20.08,157.0,55.08,414,1709.0
00009_17-08-2025-20.22,IRYO,461,S-109,2025,8,6,20.37,172.0,75.85,97,1709.0
00020_17-08-2025-20.27,AVE,834,S-103,2025,8,6,20.45,201.0,69.36,289,1709.0
00005_17-08-2025-21.02,OUIGO,509,S-108,2025,8,6,21.03,172.0,66.32,379,923.0
00007_17-08-2025-21.07,AVE,414,S-103,2025,8,6,21.12,172.0,138.08,0,923.0
00001_18-08-2025-06.12,AVLO,581,S-106,2025,8,0,6.2,157.0,32.0,581,1401.0
00002_18-08-2025-06.22,IRYO,461,S-109,2025,8,0,6.37,157.0,30.06,461,1401.0
00003_18-08-2025-06.27,AVE,359,S-103,2025,8,0,6.45,178.0,64.36,359,1401.0
00004_18-08-2025-06.57,AVE,414,S-103,2025,8,0,6.95,157.0,54.14,414,1384.0
00005_18-08-2025-07.02,OUIGO,509,S-108,2025,8,0,7.03,172.0,38.25,509,1798.0
00002_18-08-2025-07.22,IRYO,461,S-109,2025,8,0,7.37,157.0,55.61,461,1798.0
00006_18-08-2025-07.27,AVE,414,S-103,2025,8,0,7.45,199.0,58.18,414,1384.0
00004_18-08-2025-07.57,AVE,414,S-103,2025,8,0,7.95,157.0,69.47,414,414.0
