service_id,train_type,capacity,train_model,year,month,day_of_week,departure_time,duration,price,passengers,capacity_window_1h
00009_15-01-2025-19.29,IRYO,461,S-109,2025,1,2,19.48,172.0,48.05,461,1042.0
00019_15-01-2025-19.34,AVLO,581,S-106,2025,1,2,19.57,201.0,33.44,527,1042.0
00004_15-01-2025-20.05,AVE,414,S-103,2025,1,2,20.08,157.0,31.07,414,1289.0
00009_15-01-2025-20.22,IRYO,461,S-109,2025,1,2,20.37,172.0,10.0,461,1289.0
00020_15-01-2025-20.27,AVE,414,S-103,2025,1,2,20.45,201.0,34.46,414,1289.0
00005_15-01-2025-21.02,OUIGO,509,S-108,2025,1,2,21.03,172.0,55.09,40,923.0
00007_15-01-2025-21.07,AVE,414,S-103,2025,1,2,21.12,172.0,54.48,87,923.0
00001_16-01-2025-06.12,AVLO,581,S-106,2025,1,3,6.2,157.0,21.38,581,1401.0
00002_16-01-2025-06.22,IRYO,461,S-109,2025,1,3,6.37,157.0,34.08,461,1401.0
00003_16-01-2025-06.27,AVE,359,S-103,2025,1,3,6.45,178.0,48.48,359,1401.0
00004_16-01-2025-06.57,AVE,414,S-103,2025,1,3,6.95,157.0,72.34,414,1384.0
00005_16-01-2025-07.02,OUIGO,509,S-108,2025,1,3,7.03,172.0,21.07,509,1798.0
00002_16-01-2025-07.22,IRYO,461,S-109,2025,1,3,7.37,157.0,38.66,461,1798.0
00006_16-01-2025-07.27,AVE,414,S-103,2025,1,3,7.45,199.0,38.93,414,1384.0
00004_16-01-2025-07.57,AVE,414,S-103,2025,1,3,7.95,157.0,47.55,414,414.0
00007_16-01-2025-08.27,AVE,414,S-103,2025,1,3,8.45,172.0,47.82,414,1289.0
00002_16-01-2025-08.32,IRYO,461,S-109,2025,1,3,8.53,157.0,43.16,461,1289.0
00008_16-01-2025-08.57,AVE,414,S-103,2025,1,3,8.95,164.0,65.23,414,1336.0
00009_16-01-2025-09.22,IRYO,461,S-109,2025,1,3,9.37,172.0,54.59,461,1289.0
00010_16-01-2025-09.27,AVE,414,S-103,2025,1,3,9.45,194.0,50.42,414,875.0
00009_16-01-2025-09.57,IRYO,461,S-109,2025,1,3,9.95,172.0,55.15,265,970.0
00011_16-01-2025-10.02,OUIGO,509,S-108,2025,1,3,10.03,182.0,30.58,509,1551.0
00012_16-01-2025-10.27,AVLO,581,S-106,2025,1,3,10.45,172.0,57.19,9,1090.0
00009_16-01-2025-11.22,IRYO,461,S-109,2025,1,3,11.37,172.0,51.22,461,1287.0
00006_16-01-2025-11.27,AVE,826,S-103,2025,1,3,11.45,199.0,53.18,461,1287.0
00009_16-01-2025-12.22,IRYO,461,S-109,2025,1,3,12.37,172.0,81.12,12,839.0
00013_16-01-2025-12.27,AVE,378,S-103,2025,1,3,12.45,197.0,57.74,244,839.0
00004_16-01-2025-12.57,AVE,414,S-103,2025,1,3,12.95,157.0,30.6,414,753.0
00014_16-01-2025-13.18,AVE,339,S-100,2025,1,3,13.3,184.0,55.14,339,753.0
00004_16-01-2025-13.57,AVE,414,s-103,2025,1,3,13.95,157.0,,0,1384.0
00009_16-01-2025-14.02,IRYO,461,S-109,2025,1,3,14.03,172.0,,0,1675.0
00015_16-01-2025-14.12,OUIGO,509,S-108,2025,1,3,14.2,157.0,,0,1675.0
00016_16-01-2025-14.27,AVE,291,S-100,2025,1,3,14.45,177.0,113.01,0,1722.0
00017_16-01-2025-14.42,IRYO,461,S-109,2025,1,3,14.7,179.0,50.04,461,1166.0
00004_16-01-2025-14.57,AVE,414,S-103,2025,1,3,14.95,157.0,68.03,414,875.0
00018_16-01-2025-15.27,AVLO,571,S-106,2025,1,3,15.45,199.0,51.38,305,571.0
00004_16-01-2025-15.57,AVE,414,S-103,2025,1,3,15.95,157.0,102.12,77,414.0
00007_16-01-2025-16.27,AVE,414,S-103,2025,1,3,16.45,172.0,82.27,414,875.0
00002_16-01-2025-16.37,IRYO,461,S-109,2025,1,3,16.62,157.0,51.77,461,1289.0
00004_16-01-2025-16.57,AVE,414,S-103,2025,1,3,16.95,157.0,141.1,3,1845.0
00015_16-01-2025-17.17,OUIGO,509,S-108,2025,1,3,17.28,157.0,49.7,509,1798.0
00009_16-01-2025-17.22,IRYO,461,S-109,2025,1,3,17.37,172.0,85.45,461,1798.0
00006_16-01-2025-17.27,AVE,414,S-103,2025,1,3,17.45,199.0,101.36,89,1384.0
00004_16-01-2025-17.57,AVE,414,S-103,2025,1,3,17.95,157.0,56.12,414,414.0
00016_16-01-2025-18.27,AVE,414,S-103,2025,1,3,18.45,177.0,63.57,414,875.0
00002_16-01-2025-18.32,IRYO,461,S-109,2025,1,3,18.53,157.0,34.3,461,1289.0
00004_16-01-2025-18.57,AVE,414,S-103,2025,1,3,18.95,157.0,77.15,414,875.0
00009_16-01-2025-19.29,IRYO,461,S-109,2025,1,3,19.48,172.0,41.42,461,1042.0
00019_16-01-2025-19.34,AVLO,581,S-106,2025,1,3,19.57,201.0,34.85,581,1042.0
00004_16-01-2025-20.05,AVE,414,S-103,2025,1,3,20.08,157.0,62.13,414,1289.0
00009_16-01-2025-20.22,IRYO,461,S-109,2025,1,3,20.37,172.0,33.89,461,1289.0
00020_16-01-2025-20.27,AVE,414,S-103,2025,1,3,20.45,201.0,52.66,104,1289.0
00005_16-01-2025-21.02,OUIGO,509,S-108,2025,1,3,21.03,172.0,44.76,352,923.0
00007_16-01-2025-21.07,AVE,414,S-103,2025,1,3,21.12,172.0,46.09,414,923.0
00002_17-01-2025-06.22,IRYO,461,S-109,2025,1,4,6.37,157.0,46.16,461,988.0
00021_17-01-2025-06.27,AVLO,527,S-106,2025,1,4,6.45,178.0,25.21,527,988.0
00004_17-01-2025-06.57,AVE,414,S-103,2025,1,4,6.95,157.0,47.8,414,1384.0
00005_17-01-2025-07.02,OUIGO,509,S-108,2025,1,4,7.03,172.0,44.49,509,1798.0
00002_17-01-2025-07.22,IRYO,461,S-109,2025,1,4,7.37,157.0,30.06,461,1798.0
00006_17-01-2025-07.27,AVE,414,S-103,2025,1,4,7.45,199.0,53.62,414,1384.0
00004_17-01-2025-07.57,AVE,414,S-103,2025,1,4,7.95,157.0,61.51,414,414.0
00002_17-01-2025-08.32,IRYO,461,S-109,2025,1,4,8.53,157.0,48.52,461,875.0
00008_17-01-2025-08.57,AVE,414,S-103,2025,1,4,8.95,164.0,117.15,0,1336.0
00009_17-01-2025-09.22,IRYO,461,S-109,2025,1,4,9.37,172.0,59.58,281,1289.0
00010_17-01-2025-09.27,AVE,414,S-103,2025,1,4,9.45,194.0,72.82,139,875.0
00009_17-01-2025-09.57,IRYO,461,S-109,2025,1,4,9.95,172.0,71.79,125,970.0
00011_17-01-2025-10.02,OUIGO,509,S-108,2025,1,4,10.03,182.0,47.19,509,1551.0
00012_17-01-2025-10.27,AVLO,581,S-106,2025,1,4,10.45,172.0,63.47,21,1090.0
00009_17-01-2025-11.22,IRYO,461,S-109,2025,1,4,11.37,172.0,70.72,401,1287.0
00006_17-01-2025-11.27,AVE,826,S-103,2025,1,4,11.45,199.0,108.69,18,1287.0
00009_17-01-2025-12.22,IRYO,461,S-109,2025,1,4,12.37,172.0,28.03,461,839.0
00013_17-01-2025-12.27,AVE,378,S-103,2025,1,4,12.45,197.0,41.71,378,839.0
00004_17-01-2025-12.57,AVE,414,S-103,2025,1,4,12.95,157.0,82.25,333,753.0
00014_17-01-2025-13.18,AVE,339,S-100,2025,1,4,13.3,184.0,55.14,339,753.0
00004_17-01-2025-13.57,AVE,414,S-103,2025,1,4,13.95,157.0,88.24,105,1384.0
00009_17-01-2025-14.02,IRYO,461,S-109,2025,1,4,14.03,172.0,84.62,37,1675.0
00015_17-01-2025-14.12,OUIGO,509,S-108,2025,1,4,14.2,157.0,44.26,509,1675.0
00016_17-01-2025-14.27,AVE,291,S-100,2025,1,4,14.45,177.0,90.5,28,1722.0
00017_17-01-2025-14.42,IRYO,461,S-109,2025,1,4,14.7,179.0,65.68,203,1166.0
00004_17-01-2025-14.57,AVE,414,S-103,2025,1,4,14.95,157.0,106.63,4,875.0
00018_17-01-2025-15.27,AVLO,547,S-106,2025,1,4,15.45,199.0,44.23,547,547.0
00004_17-01-2025-15.57,AVE,414,S-103,2025,1,4,15.95,157.0,102.55,13,414.0
00007_17-01-2025-16.27,AVE,414,S-103,2025,1,4,16.45,172.0,82.39,235,875.0
00002_17-01-2025-16.37,IRYO,461,S-109,2025,1,4,16.62,157.0,38.96,461,1289.0
00004_17-01-2025-16.57,AVE,414,S-103,2025,1,4,16.95,157.0,104.25,37,1845.0
00015_17-01-2025-17.17,OUIGO,509,S-108,2025,1,4,17.28,157.0,31.35,509,1965.0
00009_17-01-2025-17.22,IRYO,461,S-109,2025,1,4,17.37,172.0,59.14,461,1965.0
00018_17-01-2025-17.27,AVLO,581,S-106,2025,1,4,17.45,199.0,59.41,114,1551.0
00004_17-01-2025-17.57,AVE,414,S-103,2025,1,4,17.95,157.0,54.54,414,414.0
00016_17-01-2025-18.27,AVE,836,S-103,2025,1,4,18.45,177.0,88.78,14,1297.0
00002_17-01-2025-18.32,IRYO,461,S-109,2025,1,4,18.53,157.0,51.01,461,1711.0
00004_17-01-2025-18.57,AVE,414,S-103,2025,1,4,18.95,157.0,67.57,380,875.0
00009_17-01-2025-19.29,IRYO,461,S-109,2025,1,4,19.48,172.0,46.11,461,1042.0
00019_17-01-2025-19.34,AVLO,581,S-106,2025,1,4,19.57,201.0,48.02,401,1042.0
00004_17-01-2025-20.05,AVE,414,S-103,2025,1,4,20.08,157.0,61.51,278,1289.0
00009_17-01-2025-20.22,IRYO,461,S-109,2025,1,4,20.37,172.0,41.76,461,1289.0
00020_17-01-2025-20.27,AVE,414,S-103,2025,1,4,20.45,201.0,47.69,414,1289.0
00005_17-01-2025-21.02,OUIGO,509,S-108,2025,1,4,21.03,172.0,15.69,509,923.0
00007_17-01-2025-21.07,AVE,414,S-103,2025,1,4,21.12,172.0,88.38,1,923.0
00021_18-01-2025-06.27,AVLO,581,S-106,2025,1,5,6.45,178.0,33.34,581,581.0
00005_18-01-2025-07.02,OUIGO,509,S-108,2025,1,5,7.03,172.0,37.45,509,923.0
00006_18-01-2025-07.27,AVE,414,S-103,2025,1,5,7.45,199.0,44.97,414,923.0
00009_18-01-2025-08.07,IRYO,461,S-109,2025,1,5,8.12,172.0,25.36,461,875.0
00007_18-01-2025-08.27,AVE,414,S-103,2025,1,5,8.45,172.0,41.47,414,875.0
00008_18-01-2025-08.57,AVE,836,S-103,2025,1,5,8.95,164.0,68.46,262,1297.0
00009_18-01-2025-09.22,IRYO,461,S-109,2025,1,5,9.37,172.0,51.2,461,1711.0
00010_18-01-2025-09.27,AVE,414,S-103,2025,1,5,9.45,194.0,50.81,414,875.0
00009_18-01-2025-09.57,IRYO,461,S-109,2025,1,5,9.95,172.0,42.0,461,970.0
00011_18-01-2025-10.02,OUIGO,509,S-108,2025,1,5,10.03,182.0,37.33,509,1551.0
00012_18-01-2025-10.27,AVLO,581,S-106,2025,1,5,10.45,172.0,44.56,581,1090.0
00009_18-01-2025-11.22,IRYO,461,S-109,2025,1,5,11.37,172.0,32.64,461,1264.0
00006_18-01-2025-11.27,AVE,803,S-103,2025,1,5,11.45,199.0,47.0,803,1264.0
00009_18-01-2025-12.22,IRYO,461,S-109,2025,1,5,12.37,172.0,35.97,461,839.0
00013_18-01-2025-12.27,AVE,378,S-103,2025,1,5,12.45,197.0,47.55,378,839.0
00014_18-01-2025-13.18,AVE,339,S-100,2025,1,5,13.3,184.0,82.74,339,339.0
00015_18-01-2025-14.12,OUIGO,509,S-108,2025,1,5,14.2,157.0,16.58,509,509.0
00017_18-01-2025-14.42,IRYO,461,S-109,2025,1,5,14.7,179.0,28.56,461,461.0
00018_18-01-2025-15.27,AVLO,547,S-106,2025,1,5,15.45,199.0,32.6,547,547.0
00007_18-01-2025-16.27,AVE,414,S-103,2025,1,5,16.45,172.0,91.86,414,875.0
00002_18-01-2025-16.37,IRYO,461,S-109,2025,1,5,16.62,157.0,35.27,461,875.0
00015_18-01-2025-17.17,OUIGO,509,S-108,2025,1,5,17.28,157.0,30.6,509,1090.0
00018_18-01-2025-17.27,AVLO,581,S-106,2025,1,5,17.45,199.0,22.95,581,1090.0
00016_18-01-2025-18.27,AVE,414,S-103,2025,1,5,18.45,177.0,84.09,414,414.0
00009_18-01-2025-19.29,IRYO,461,S-109,2025,1,5,19.48,172.0,39.86,461,1042.0
00019_18-01-2025-19.34,AVLO,581,S-106,2025,1,5,19.57,201.0,28.47,581,1042.0
00009_18-01-2025-20.22,IRYO,461,S-109,2025,1,5,20.37,172.0,14.02,461,875.0
00020_18-01-2025-20.27,AVE,414,S-103,2025,1,5,20.45,201.0,31.85,414,875.0
00005_18-01-2025-21.02,OUIGO,509,S-108,2025,1,5,21.03,172.0,10.0,509,509.0
00021_19-01-2025-06.27,AVLO,581,S-106,2025,1,6,6.45,178.0,46.44,581,581.0
00005_19-01-2025-07.02,OUIGO,509,S-108,2025,1,6,7.03,172.0,46.01,509,923.0
00006_19-01-2025-07.27,AVE,414,S-103,2025,1,6,7.45,199.0,52.05,414,923.0
00009_19-01-2025-08.07,IRYO,461,S-109,2025,1,6,8.12,172.0,81.6,461,875.0
00007_19-01-2025-08.27,AVE,414,S-103,2025,1,6,8.45,172.0,80.64,414,875.0
00009_19-01-2025-09.22,IRYO,461,S-109,2025,1,6,9.37,172.0,50.77,461,875.0
00010_19-01-2025-09.27,AVE,414,S-103,2025,1,6,9.45,194.0,61.97,414,875.0
00009_19-01-2025-09.57,IRYO,461,S-109,2025,1,6,9.95,172.0,71.65,461,970.0
00011_19-01-2025-10.02,OUIGO,509,S-108,2025,1,6,10.03,182.0,45.96,509,1551.0
00012_19-01-2025-10.27,AVLO,581,S-106,2025,1,6,10.45,172.0,47.13,581,1090.0
00009_19-01-2025-11.22,IRYO,461,S-109,2025,1,6,11.37,172.0,69.81,461,1264.0
00006_19-01-2025-11.27,AVE,803,S-103,2025,1,6,11.45,199.0,130.12,104,1264.0
00009_19-01-2025-12.22,IRYO,461,S-109,2025,1,6,12.37,172.0,86.43,461,859.0
00013_19-01-2025-12.27,AVE,398,S-103,2025,1,6,12.45,197.0,66.61,398,859.0
00014_19-01-2025-13.18,AVE,339,S-100,2025,1,6,13.3,184.0,55.14,339,339.0
00009_19-01-2025-14.02,IRYO,461,S-109,2025,1,6,14.03,172.0,69.16,461,1351.0
00015_19-01-2025-14.12,OUIGO,509,S-108,2025,1,6,14.2,157.0,36.01,509,1351.0
00016_19-01-2025-14.27,AVE,381,S-103,2025,1,6,14.45,177.0,78.97,381,1812.0
00017_19-01-2025-14.42,IRYO,461,S-109,2025,1,6,14.7,179.0,81.72,306,842.0
00018_19-01-2025-15.27,AVLO,571,S-106,2025,1,6,15.45,199.0,66.03,571,571.0
00007_19-01-2025-16.27,AVE,414,S-103,2025,1,6,16.45,172.0,79.24,414,875.0
00002_19-01-2025-16.37,IRYO,461,S-109,2025,1,6,16.62,157.0,90.48,252,1289.0
00004_19-01-2025-16.57,AVE,414,S-103,2025,1,6,16.95,157.0,86.27,414,1845.0
00015_19-01-2025-17.17,OUIGO,509,S-108,2025,1,6,17.28,157.0,56.71,509,1965.0
00009_19-01-2025-17.22,IRYO,461,S-109,2025,1,6,17.37,172.0,74.8,461,1965.0
00018_19-01-2025-17.27,AVLO,581,S-106,2025,1,6,17.45,199.0,64.89,581,1551.0
00004_19-01-2025-17.57,AVE,414,S-103,2025,1,6,17.95,157.0,72.98,414,414.0
00016_19-01-2025-18.27,AVE,414,S-103,2025,1,6,18.45,177.0,79.74,414,875.0
00002_19-01-2025-18.32,IRYO,461,S-109,2025,1,6,18.53,157.0,86.91,306,1289.0
00004_19-01-2025-18.57,AVE,414,S-103,2025,1,6,18.95,157.0,109.55,17,875.0
00009_19-01-2025-19.29,IRYO,461,S-109,2025,1,6,19.48,172.0,96.48,48,1042.0
00019_19-01-2025-19.34,AVLO,581,S-106,2025,1,6,19.57,201.0,84.47,40,1042.0
00004_19-01-2025-20.05,AVE,414,S-103,2025,1,6,20.08,157.0,57.64,414,1709.0
00009_19-01-2025-20.22,IRYO,461,S-109,2025,1,6,20.37,172.0,105.59,7,1709.0
00020_19-01-2025-20.27,AVE,834,S-103,2025,1,6,20.45,201.0,92.51,24,1709.0
00005_19-01-2025-21.02,OUIGO,509,S-108,2025,1,6,21.03,172.0,50.26,509,923.0
00007_19-01-2025-21.07,AVE,414,S-103,2025,1,6,21.12,172.0,107.57,1,923.0
00001_20-01-2025-06.12,AVLO,581,S-106,2025,1,0,6.2,157.0,30.6,581,1401.0
00002_20-01-2025-06.22,IRYO,461,S-109,2025,1,0,6.37,157.0,35.03,461,1401.0
00003_20-01-2025-06.27,AVE,359,S-103,2025,1,0,6.45,178.0,46.06,359,1401.0
00004_20-01-2025-06.57,AVE,414,S-103,2025,1,0,6.95,157.0,53.68,414,1384.0
00005_20-01-2025-07.02,OUIGO,509,S-108,2025,1,0,7.03,172.0,34.5,509,1798.0
00002_20-01-2025-07.22,IRYO,461,S-109,2025,1,0,7.37,157.0,35.32,461,1798.0
00006_20-01-2025-07.27,AVE,414,S-103,2025,1,0,7.45,199.0,57.18,414,1384.0
00004_20-01-2025-07.57,AVE,414,S-103,2025,1,0,7.95,157.0,63.71,414,414.0
00007_20-01-2025-08.27,AVE,414,S-103,2025,1,0,8.45,172.0,67.08,414,1289.0
00002_20-01-2025-08.32,IRYO,461,S-109,2025,1,0,8.53,157.0,34.81,461,1711.0
00008_20-01-2025-08.57,AVE,836,S-103,2025,1,0,8.95,164.0,56.79,836,1758.0
00009_20-01-2025-09.22,IRYO,461,S-109,2025,1,0,9.37,172.0,60.57,342,1711.0
00010_20-01-2025-09.27,AVE,414,S-103,2025,1,0,9.45,194.0,82.62,24,875.0
00009_20-01-2025-09.57,IRYO,461,S-109,2025,1,0,9.95,172.0,15.07,461,970.0
00011_20-01-2025-10.02,OUIGO,509,S-108,2025,1,0,10.03,182.0,47.18,391,1551.0
00012_20-01-2025-10.27,AVLO,581,S-106,2025,1,0,10.45,172.0,32.78,102,1090.0
00009_20-01-2025-11.22,IRYO,461,S-109,2025,1,0,11.37,172.0,30.65,461,1287.0
00006_20-01-2025-11.27,AVE,826,S-103,2025,1,0,11.45,199.0,40.16,321,1287.0
00009_20-01-2025-12.22,IRYO,461,S-109,2025,1,0,12.37,172.0,28.76,461,839.0
00013_20-01-2025-12.27,AVE,378,S-103,2025,1,0,12.45,197.0,42.74,164,839.0
00004_20-01-2025-12.57,AVE,414,S-103,2025,1,0,12.95,157.0,33.82,414,753.0
00014_20-01-2025-13.18,AVE,339,S-100,2025,1,0,13.3,184.0,68.94,9,753.0
00009_20-01-2025-14.02,IRYO,461,S-109,2025,1,0,14.03,172.0,24.97,461,1261.0
00015_20-01-2025-14.12,OUIGO,509,S-108,2025,1,0,14.2,157.0,32.13,509,1261.0
00016_20-01-2025-14.27,AVE,291,S-100,2025,1,0,14.45,177.0,34.64,291,1722.0
00017_20-01-2025-14.42,IRYO,461,S-109,2025,1,0,14.7,179.0,60.03,8,1166.0
00004_20-01-2025-14.57,AVE,414,S-103,2025,1,0,14.95,157.0,44.52,414,875.0
00018_20-01-2025-15.27,AVLO,571,S-106,2025,1,0,15.45,199.0,32.77,312,571.0
00004_20-01-2025-15.57,AVE,414,S-103,2025,1,0,15.95,157.0,45.56,414,414.0
00007_20-01-2025-16.27,AVE,414,S-103,2025,1,0,16.45,172.0,69.19,350,875.0
00002_20-01-2025-16.37,IRYO,461,S-109,2025,1,0,16.62,157.0,35.18,461,1289.0
00004_20-01-2025-16.57,AVE,414,S-103,2025,1,0,16.95,157.0,42.78,414,1845.0
00015_20-01-2025-17.17,OUIGO,509,S-108,2025,1,0,17.28,157.0,42.13,509,1798.0
00009_20-01-2025-17.22,IRYO,461,S-109,2025,1,0,17.37,172.0,37.54,461,1798.0
00006_20-01-2025-17.27,AVE,414,S-103,2025,1,0,17.45,199.0,65.6,275,1384.0
00004_20-01-2025-17.57,AVE,414,S-103,2025,1,0,17.95,157.0,52.28,414,414.0
00016_20-01-2025-18.27,AVE,414,S-103,2025,1,0,18.45,177.0,57.75,414,875.0
00002_20-01-2025-18.32,IRYO,461,S-109,2025,1,0,18.53,157.0,26.59,461,1289.0
00004_20-01-2025-18.57,AVE,414,S-103,2025,1,0,18.95,157.0,46.95,414,875.0
00009_20-01-2025-19.29,IRYO,461,S-109,2025,1,0,19.48,172.0,53.27,116,1042.0
00019_20-01-2025-19.34,AVLO,581,S-106,2025,1,0,19.57,201.0,22.61,581,1042.0
00004_20-01-2025-20.05,AVE,414,S-103,2025,1,0,20.08,157.0,16.81,414,1289.0
00009_20-01-2025-20.22,IRYO,461,S-109,2025,1,0,20.37,172.0,38.5,188,1289.0
00020_20-01-2025-20.27,AVE,414,S-103,2025,1,0,20.45,201.0,27.94,414,1289.0
00005_20-01-2025-21.02,OUIGO,509,S-108,2025,1,0,21.03,172.0,15.56,509,923.0
00007_20-01-2025-21.07,AVE,414,S-103,2025,1,0,21.12,172.0,37.9,89,923.0
00001_21-01-2025-06.12,AVLO,581,S-106,2025,1,1,6.2,157.0,35.41,581,1401.0
00002_21-01-2025-06.22,IRYO,461,S-109,2025,1,1,6.37,157.0,33.61,461,1401.0
00003_21-01-2025-06.27,AVE,359,S-103,2025,1,1,6.45,178.0,43.04,359,1401.0
00004_21-01-2025-06.57,AVE,414,S-103,2025,1,1,6.95,157.0,116.98,414,1384.0
00005_21-01-2025-07.02,OUIGO,509,S-108,2025,1,1,7.03,172.0,59.05,509,1798.0
00002_21-01-2025-07.22,IRYO,461,S-109,2025,1,1,7.37,157.0,37.44,461,1798.0
00006_21-01-2025-07.27,AVE,414,S-103,2025,1,1,7.45,199.0,38.6,414,1384.0
00004_21-01-2025-07.57,AVE,414,S-103,2025,1,1,7.95,157.0,26.83,414,414.0
00007_21-01-2025-08.27,AVE,414,S-103,2025,1,1,8.45,172.0,82.69,414,1289.0
00002_21-01-2025-08.32,IRYO,461,S-109,2025,1,1,8.53,157.0,39.11,461,1289.0
00008_21-01-2025-08.57,AVE,414,S-103,2025,1,1,8.95,164.0,48.2,414,1336.0
00009_21-01-2025-09.22,IRYO,461,S-109,2025,1,1,9.37,172.0,29.79,461,1289.0
00010_21-01-2025-09.27,AVE,414,S-103,2025,1,1,9.45,194.0,63.71,159,875.0
00009_21-01-2025-09.57,IRYO,461,S-109,2025,1,1,9.95,172.0,38.23,461,970.0
00011_21-01-2025-10.02,OUIGO,509,S-108,2025,1,1,10.03,182.0,10.0,509,1551.0
00012_21-01-2025-10.27,AVLO,581,S-106,2025,1,1,10.45,172.0,34.88,71,1090.0
00009_21-01-2025-11.22,IRYO,461,S-109,2025,1,1,11.37,172.0,17.61,461,1287.0
00006_21-01-2025-11.27,AVE,826,S-103,2025,1,1,11.45,199.0,22.02,826,1287.0
00009_21-01-2025-12.22,IRYO,461,S-109,2025,1,1,12.37,172.0,56.2,22,839.0
00013_21-01-2025-12.27,AVE,378,S-103,2025,1,1,12.45,197.0,49.14,65,839.0
00004_21-01-2025-12.57,AVE,414,S-103,2025,1,1,12.95,157.0,43.86,364,753.0
00014_21-01-2025-13.18,AVE,339,S-100,2025,1,1,13.3,184.0,48.24,88,753.0
00009_21-01-2025-14.02,IRYO,461,S-109,2025,1,1,14.03,172.0,16.32,461,1261.0
00015_21-01-2025-14.12,OUIGO,509,S-108,2025,1,1,14.2,157.0,47.05,83,1261.0
00016_21-01-2025-14.27,AVE,291,S-100,2025,1,1,14.45,177.0,69.34,6,1722.0
00017_21-01-2025-14.42,IRYO,461,S-109,2025,1,1,14.7,179.0,53.22,65,1166.0
00004_21-01-2025-14.57,AVE,414,S-103,2025,1,1,14.95,157.0,39.07,414,875.0
00018_21-01-2025-15.27,AVLO,571,S-106,2025,1,1,15.45,199.0,29.65,496,571.0
00004_21-01-2025-15.57,AVE,414,S-103,2025,1,1,15.95,157.0,32.82,414,414.0
00007_21-01-2025-16.27,AVE,414,S-103,2025,1,1,16.45,172.0,32.22,414,875.0
00002_21-01-2025-16.37,IRYO,461,S-109,2025,1,1,16.62,157.0,27.83,461,1289.0
00004_21-01-2025-16.57,AVE,414,S-103,2025,1,1,16.95,157.0,61.61,414,1845.0
00015_21-01-2025-17.17,OUIGO,509,S-108,2025,1,1,17.28,157.0,41.62,509,1798.0
00009_21-01-2025-17.22,IRYO,461,S-109,2025,1,1,17.37,172.0,23.44,461,1798.0
00006_21-01-2025-17.27,AVE,414,S-103,2025,1,1,17.45,199.0,57.77,386,1384.0
00004_21-01-2025-17.57,AVE,414,S-103,2025,1,1,17.95,157.0,70.8,261,414.0
00016_21-01-2025-18.27,AVE,414,S-103,2025,1,1,18.45,177.0,56.38,303,875.0
00002_21-01-2025-18.32,IRYO,461,S-109,2025,1,1,18.53,157.0,35.74,461,1289.0
00004_21-01-2025-18.57,AVE,414,S-103,2025,1,1,18.95,157.0,47.86,414,875.0
00009_21-01-2025-19.29,IRYO,461,S-109,2025,1,1,19.48,172.0,24.74,461,1042.0
00019_21-01-2025-19.34,AVLO,581,S-106,2025,1,1,19.57,201.0,28.76,131,1042.0
00004_21-01-2025-20.05,AVE,414,S-103,2025,1,1,20.08,157.0,48.76,156,1289.0
00009_21-01-2025-20.22,IRYO,461,S-109,2025,1,1,20.37,172.0,19.74,461,1289.0
00020_21-01-2025-20.27,AVE,414,S-103,2025,1,1,20.45,201.0,24.3,414,1289.0
00005_21-01-2025-21.02,OUIGO,509,S-108,2025,1,1,21.03,172.0,26.17,341,923.0
00007_21-01-2025-21.07,AVE,414,S-103,2025,1,1,21.12,172.0,67.12,0,923.0
00001_22-01-2025-06.12,AVLO,581,S-106,2025,1,2,6.2,157.0,33.62,581,1401.0
00002_22-01-2025-06.22,IRYO,461,S-109,2025,1,2,6.37,157.0,46.06,461,1401.0
00003_22-01-2025-06.27,AVE,359,S-103,2025,1,2,6.45,178.0,48.29,359,1401.0
00004_22-01-2025-06.57,AVE,414,S-103,2025,1,2,6.95,157.0,100.29,414,1384.0
00005_22-01-2025-07.02,OUIGO,509,S-108,2025,1,2,7.03,172.0,53.16,509,1798.0
00002_22-01-2025-07.22,IRYO,461,S-109,2025,1,2,7.37,157.0,31.41,461,1798.0
00006_22-01-2025-07.27,AVE,414,S-103,2025,1,2,7.45,199.0,40.22,414,1384.0
00004_22-01-2025-07.57,AVE,414,S-103,2025,1,2,7.95,157.0,38.59,414,414.0
00007_22-01-2025-08.27,AVE,414,S-103,2025,1,2,8.45,172.0,99.81,143,1289.0
00002_22-01-2025-08.32,IRYO,461,S-109,2025,1,2,8.53,157.0,57.83,461,1289.0
00008_22-01-2025-08.57,AVE,414,S-103,2025,1,2,8.95,164.0,47.67,414,1336.0
00009_22-01-2025-09.22,IRYO,461,S-109,2025,1,2,9.37,172.0,37.42,461,1289.0
00010_22-01-2025-09.27,AVE,414,S-103,2025,1,2,9.45,194.0,74.03,64,875.0
00009_22-01-2025-09.57,IRYO,461,S-109,2025,1,2,9.95,172.0,29.34,461,970.0
00011_22-01-2025-10.02,OUIGO,509,S-108,2025,1,2,10.03,182.0,26.13,509,1551.0
00012_22-01-2025-10.27,AVLO,581,S-106,2025,1,2,10.45,172.0,52.62,5,1090.0
00009_22-01-2025-11.22,IRYO,461,S-109,2025,1,2,11.37,172.0,36.83,461,1287.0
00006_22-01-2025-11.27,AVE,826,S-103,2025,1,2,11.45,199.0,40.6,478,1287.0
00009_22-01-2025-12.22,IRYO,461,S-109,2025,1,2,12.37,172.0,47.36,181,839.0
00013_22-01-2025-12.27,AVE,378,S-103,2025,1,2,12.45,197.0,62.3,26,839.0
