service_id,train_type,year,month,day_of_week,departure_time,duration,price,passengers,time_distance_competitor_-2,price_competitor_-2,train_type_competitor_-2,duration_competitor_-2,time_distance_competitor_-1,price_competitor_-1,train_type_competitor_-1,duration_competitor_-1,time_distance_competitor_1,price_competitor_1,train_type_competitor_1,duration_competitor_1,time_distance_competitor_2,price_competitor_2,train_type_competitor_2,duration_competitor_2
00012_27-08-2025-10.27,AVLO,2025,8,2,10.45,172.0,47.26,137,-30.0,28.31,IRYO,172.0,-25.2,38.34,OUIGO,182.0,55.2,52.07,IRYO,172.0,60.0,59.48,AVE,199.0
00009_27-08-2025-11.22,IRYO,2025,8,2,11.37,172.0,52.07,117,-80.4,38.34,OUIGO,182.0,-55.2,47.26,AVLO,172.0,4.8,59.48,AVE,199.0,60.0,39.74,IRYO,172.0
00006_27-08-2025-11.27,AVE,2025,8,2,11.45,199.0,59.48,190,-60.0,47.26,AVLO,172.0,-4.8,52.07,IRYO,172.0,55.2,39.74,IRYO,172.0,60.0,40.22,AVE,197.0
00009_27-08-2025-12.22,IRYO,2025,8,2,12.37,172.0,39.74,270,-60.0,52.07,IRYO,172.0,-55.2,59.48,AVE,199.0,4.8,40.22,AVE,197.0,34.8,48.34,AVE,157.0
00013_27-08-2025-12.27,AVE,2025,8,2,12.45,197.0,40.22,774,-60.0,59.48,AVE,199.0,-4.8,39.74,IRYO,172.0,30.0,48.34,AVE,157.0,51.0,48.24,AVE,184.0
00004_27-08-2025-12.57,AVE,2025,8,2,12.95,157.0,48.34,575,-34.8,39.74,IRYO,172.0,-30.0,40.22,AVE,197.0,21.0,48.24,AVE,184.0,64.8,21.33,IRYO,172.0
00014_27-08-2025-13.18,AVE,2025,8,2,13.3,184.0,48.24,99,-51.0,40.22,AVE,197.0,-21.0,48.34,AVE,157.0,43.8,21.33,IRYO,172.0,54.0,50.55,OUIGO,157.0
00009_27-08-2025-14.02,IRYO,2025,8,2,14.03,172.0,21.33,5922,-64.8,48.34,AVE,157.0,-43.8,48.24,AVE,184.0,10.2,50.55,OUIGO,157.0,25.2,34.34,AVE,177.0
00015_27-08-2025-14.12,OUIGO,2025,8,2,14.2,157.0,50.55,26,-54.0,48.24,AVE,184.0,-10.2,21.33,IRYO,172.0,15.0,34.34,AVE,177.0,30.0,41.57,IRYO,179.0
00016_27-08-2025-14.27,AVE,2025,8,2,14.45,177.0,34.34,1533,-25.2,21.33,IRYO,172.0,-15.0,50.55,OUIGO,157.0,15.0,41.57,IRYO,179.0,30.0,51.99,AVE,157.0
00017_27-08-2025-14.42,IRYO,2025,8,2,14.7,179.0,41.57,129,-30.0,50.55,OUIGO,157.0,-15.0,34.34,AVE,177.0,15.0,51.99,AVE,157.0,45.0,35.59,AVLO,199.0
00004_27-08-2025-14.57,AVE,2025,8,2,14.95,157.0,51.99,591,-30.0,34.34,AVE,177.0,-15.0,41.57,IRYO,179.0,30.0,35.59,AVLO,199.0,60.0,47.0,AVE,157.0
00018_27-08-2025-15.27,AVLO,2025,8,2,15.45,199.0,35.59,273,-45.0,41.57,IRYO,179.0,-30.0,51.99,AVE,157.0,30.0,47.0,AVE,157.0,60.0,50.88,AVE,172.0
00004_27-08-2025-15.57,AVE,2025,8,2,15.95,157.0,47.0,1823,-60.0,51.99,AVE,157.0,-30.0,35.59,AVLO,199.0,30.0,50.88,AVE,172.0,40.2,39.58,IRYO,157.0
00007_27-08-2025-16.27,AVE,2025,8,2,16.45,172.0,50.88,1376,-60.0,35.59,AVLO,199.0,-30.0,47.0,AVE,157.0,10.2,39.58,IRYO,157.0,30.0,139.45,AVE,157.0
00002_27-08-2025-16.37,IRYO,2025,8,2,16.62,157.0,39.58,961,-40.2,47.0,AVE,157.0,-10.2,50.88,AVE,172.0,19.8,139.45,AVE,157.0,39.6,58.67,OUIGO,157.0
00004_27-08-2025-16.57,AVE,2025,8,2,16.95,157.0,139.45,0,-30.0,50.88,AVE,172.0,-19.8,39.58,IRYO,157.0,19.8,58.67,OUIGO,157.0,25.2,48.13,IRYO,172.0
00015_27-08-2025-17.17,OUIGO,2025,8,2,17.28,157.0,58.67,73,-39.6,39.58,IRYO,157.0,-19.8,139.45,AVE,157.0,5.4,48.13,IRYO,172.0,10.2,69.96,AVE,199.0
00009_27-08-2025-17.22,IRYO,2025,8,2,17.37,172.0,48.13,349,-25.2,139.45,AVE,157.0,-5.4,58.67,OUIGO,157.0,4.8,69.96,AVE,199.0,34.8,56.04,AVE,157.0
00006_27-08-2025-17.27,AVE,2025,8,2,17.45,199.0,69.96,130,-10.2,58.67,OUIGO,157.0,-4.8,48.13,IRYO,172.0,30.0,56.04,AVE,157.0,60.0,86.61,AVE,177.0
00004_27-08-2025-17.57,AVE,2025,8,2,17.95,157.0,56.04,829,-34.8,48.13,IRYO,172.0,-30.0,69.96,AVE,199.0,30.0,86.61,AVE,177.0,34.8,38.3,IRYO,157.0
00016_27-08-2025-18.27,AVE,2025,8,2,18.45,177.0,86.61,12,-60.0,69.96,AVE,199.0,-30.0,56.04,AVE,157.0,4.8,38.3,IRYO,157.0,30.0,104.83,AVE,157.0
00002_27-08-2025-18.32,IRYO,2025,8,2,18.53,157.0,38.3,402,-34.8,56.04,AVE,157.0,-4.8,86.61,AVE,177.0,25.2,104.83,AVE,157.0,57.0,31.1,IRYO,172.0
00004_27-08-2025-18.57,AVE,2025,8,2,18.95,157.0,104.83,0,-30.0,86.61,AVE,177.0,-25.2,38.3,IRYO,157.0,31.8,31.1,IRYO,172.0,37.2,29.81,AVLO,201.0
00009_27-08-2025-19.29,IRYO,2025,8,2,19.48,172.0,31.1,197,-57.0,38.3,IRYO,157.0,-31.8,104.83,AVE,157.0,5.4,29.81,AVLO,201.0,36.0,46.12,AVE,157.0
00019_27-08-2025-19.34,AVLO,2025,8,2,19.57,201.0,29.81,100,-37.2,104.83,AVE,157.0,-5.4,31.1,IRYO,172.0,30.6,46.12,AVE,157.0,48.0,34.23,IRYO,172.0
00004_27-08-2025-20.05,AVE,2025,8,2,20.08,157.0,46.12,202,-36.0,31.1,IRYO,172.0,-30.6,29.81,AVLO,201.0,17.4,34.23,IRYO,172.0,22.2,48.24,AVE,201.0
00009_27-08-2025-20.22,IRYO,2025,8,2,20.37,172.0,34.23,27,-48.0,29.81,AVLO,201.0,-17.4,46.12,AVE,157.0,4.8,48.24,AVE,201.0,39.6,46.65,OUIGO,172.0
00020_27-08-2025-20.27,AVE,2025,8,2,20.45,201.0,48.24,9,-22.2,46.12,AVE,157.0,-4.8,34.23,IRYO,172.0,34.8,46.65,OUIGO,172.0,40.2,60.79,AVE,172.0
00005_27-08-2025-21.02,OUIGO,2025,8,2,21.03,172.0,46.65,0,-39.6,34.23,IRYO,172.0,-34.8,48.24,AVE,201.0,5.4,60.79,AVE,172.0,889.8,26.12,AVLO,157.0
00007_27-08-2025-21.07,AVE,2025,8,2,21.12,172.0,60.79,3,-40.2,48.24,AVE,201.0,-5.4,46.65,OUIGO,172.0,895.2,26.12,AVLO,157.0,885.0,42.26,IRYO,157.0
00001_28-08-2025-06.12,AVLO,2025,8,3,6.2,157.0,26.12,2869,-889.8,46.65,OUIGO,172.0,-895.2,60.79,AVE,172.0,10.2,42.26,IRYO,157.0,15.0,37.67,AVE,178.0
00002_28-08-2025-06.22,IRYO,2025,8,3,6.37,157.0,42.26,702,-885.0,60.79,AVE,172.0,-10.2,26.12,AVLO,157.0,4.8,37.67,AVE,178.0,34.8,81.98,AVE,157.0
00003_28-08-2025-06.27,AVE,2025,8,3,6.45,178.0,37.67,2350,-15.0,26.12,AVLO,157.0,-4.8,42.26,IRYO,157.0,30.0,81.98,AVE,157.0,34.8,42.05,OUIGO,172.0
00004_28-08-2025-06.57,AVE,2025,8,3,6.95,157.0,81.98,46,-34.8,42.26,IRYO,157.0,-30.0,37.67,AVE,178.0,4.8,42.05,OUIGO,172.0,25.2,28.34,IRYO,157.0
00005_28-08-2025-07.02,OUIGO,2025,8,3,7.03,172.0,42.05,52,-34.8,37.67,AVE,178.0,-4.8,81.98,AVE,157.0,20.4,28.34,IRYO,157.0,25.2,50.38,AVE,199.0
00002_28-08-2025-07.22,IRYO,2025,8,3,7.37,157.0,28.34,973,-25.2,81.98,AVE,157.0,-20.4,42.05,OUIGO,172.0,4.8,50.38,AVE,199.0,34.8,56.31,AVE,157.0
00006_28-08-2025-07.27,AVE,2025,8,3,7.45,199.0,50.38,247,-25.2,42.05,OUIGO,172.0,-4.8,28.34,IRYO,157.0,30.0,56.31,AVE,157.0,60.0,54.89,AVE,172.0
00004_28-08-2025-07.57,AVE,2025,8,3,7.95,157.0,56.31,249,-34.8,28.34,IRYO,157.0,-30.0,50.38,AVE,199.0,30.0,54.89,AVE,172.0,34.8,61.19,IRYO,157.0
00007_28-08-2025-08.27,AVE,2025,8,3,8.45,172.0,54.89,232,-60.0,50.38,AVE,199.0,-30.0,56.31,AVE,157.0,4.8,61.19,IRYO,157.0,30.0,49.53,AVE,164.0
00002_28-08-2025-08.32,IRYO,2025,8,3,8.53,157.0,61.19,19,-34.8,56.31,AVE,157.0,-4.8,54.89,AVE,172.0,25.2,49.53,AVE,164.0,50.4,69.42,IRYO,172.0
00008_28-08-2025-08.57,AVE,2025,8,3,8.95,164.0,49.53,541,-30.0,54.89,AVE,172.0,-25.2,61.19,IRYO,157.0,25.2,69.42,IRYO,172.0,30.0,73.83,AVE,194.0
00009_28-08-2025-09.22,IRYO,2025,8,3,9.37,172.0,69.42,11,-50.4,61.19,IRYO,157.0,-25.2,49.53,AVE,164.0,4.8,73.83,AVE,194.0,34.8,56.7,IRYO,172.0
00010_28-08-2025-09.27,AVE,2025,8,3,9.45,194.0,73.83,62,-30.0,49.53,AVE,164.0,-4.8,69.42,IRYO,172.0,30.0,56.7,IRYO,172.0,34.8,41.73,OUIGO,182.0
00009_28-08-2025-09.57,IRYO,2025,8,3,9.95,172.0,56.7,102,-34.8,69.42,IRYO,172.0,-30.0,73.83,AVE,194.0,4.8,41.73,OUIGO,182.0,30.0,60.07,AVLO,172.0
00011_28-08-2025-10.02,OUIGO,2025,8,3,10.03,182.0,41.73,189,-34.8,73.83,AVE,194.0,-4.8,56.7,IRYO,172.0,25.2,60.07,AVLO,172.0,80.4,52.02,IRYO,172.0
00012_28-08-2025-10.27,AVLO,2025,8,3,10.45,172.0,60.07,101,-30.0,56.7,IRYO,172.0,-25.2,41.73,OUIGO,182.0,55.2,52.02,IRYO,172.0,60.0,48.6,AVE,199.0
00009_28-08-2025-11.22,IRYO,2025,8,3,11.37,172.0,52.02,164,-80.4,41.73,OUIGO,182.0,-55.2,60.07,AVLO,172.0,4.8,48.6,AVE,199.0,60.0,39.99,IRYO,172.0
00006_28-08-2025-11.27,AVE,2025,8,3,11.45,199.0,48.6,702,-60.0,60.07,AVLO,172.0,-4.8,52.02,IRYO,172.0,55.2,39.99,IRYO,172.0,60.0,50.04,AVE,197.0
00009_28-08-2025-12.22,IRYO,2025,8,3,12.37,172.0,39.99,361,-60.0,52.02,IRYO,172.0,-55.2,48.6,AVE,199.0,4.8,50.04,AVE,197.0,34.8,51.33,AVE,157.0
00013_28-08-2025-12.27,AVE,2025,8,3,12.45,197.0,50.04,433,-60.0,48.6,AVE,199.0,-4.8,39.99,IRYO,172.0,30.0,51.33,AVE,157.0,51.0,55.14,AVE,184.0
00004_28-08-2025-12.57,AVE,2025,8,3,12.95,157.0,51.33,680,-34.8,39.99,IRYO,172.0,-30.0,50.04,AVE,197.0,21.0,55.14,AVE,184.0,64.8,44.58,IRYO,172.0
00014_28-08-2025-13.18,AVE,2025,8,3,13.3,184.0,55.14,131,-51.0,50.04,AVE,197.0,-21.0,51.33,AVE,157.0,43.8,44.58,IRYO,172.0,54.0,23.92,OUIGO,157.0
00009_28-08-2025-14.02,IRYO,2025,8,3,14.03,172.0,44.58,235,-64.8,51.33,AVE,157.0,-43.8,55.14,AVE,184.0,10.2,23.92,OUIGO,157.0,25.2,89.58,AVE,177.0
00015_28-08-2025-14.12,OUIGO,2025,8,3,14.2,157.0,23.92,4199,-54.0,55.14,AVE,184.0,-10.2,44.58,IRYO,172.0,15.0,89.58,AVE,177.0,30.0,60.3,IRYO,179.0
00016_28-08-2025-14.27,AVE,2025,8,3,14.45,177.0,89.58,14,-25.2,44.58,IRYO,172.0,-15.0,23.92,OUIGO,157.0,15.0,60.3,IRYO,179.0,30.0,79.17,AVE,157.0
00017_28-08-2025-14.42,IRYO,2025,8,3,14.7,179.0,60.3,61,-30.0,23.92,OUIGO,157.0,-15.0,89.58,AVE,177.0,15.0,79.17,AVE,157.0,45.0,40.35,AVLO,199.0
00004_28-08-2025-14.57,AVE,2025,8,3,14.95,157.0,79.17,116,-30.0,89.58,AVE,177.0,-15.0,60.3,IRYO,179.0,30.0,40.35,AVLO,199.0,60.0,79.67,AVE,157.0
00018_28-08-2025-15.27,AVLO,2025,8,3,15.45,199.0,40.35,394,-45.0,60.3,IRYO,179.0,-30.0,79.17,AVE,157.0,30.0,79.67,AVE,157.0,60.0,69.96,AVE,172.0
00004_28-08-2025-15.57,AVE,2025,8,3,15.95,157.0,79.67,238,-60.0,79.17,AVE,157.0,-30.0,40.35,AVLO,199.0,30.0,69.96,AVE,172.0,40.2,31.21,IRYO,157.0
00007_28-08-2025-16.27,AVE,2025,8,3,16.45,172.0,69.96,489,-60.0,40.35,AVLO,199.0,-30.0,79.67,AVE,157.0,10.2,31.21,IRYO,157.0,30.0,133.49,AVE,157.0
00002_28-08-2025-16.37,IRYO,2025,8,3,16.62,157.0,31.21,2928,-40.2,79.67,AVE,157.0,-10.2,69.96,AVE,172.0,19.8,133.49,AVE,157.0,39.6,56.29,OUIGO,157.0
00004_28-08-2025-16.57,AVE,2025,8,3,16.95,157.0,133.49,1,-30.0,69.96,AVE,172.0,-19.8,31.21,IRYO,157.0,19.8,56.29,OUIGO,157.0,25.2,73.28,IRYO,172.0
00015_28-08-2025-17.17,OUIGO,2025,8,3,17.28,157.0,56.29,146,-39.6,31.21,IRYO,157.0,-19.8,133.49,AVE,157.0,5.4,73.28,IRYO,172.0,10.2,106.99,AVE,199.0
00009_28-08-2025-17.22,IRYO,2025,8,3,17.37,172.0,73.28,40,-25.2,133.49,AVE,157.0,-5.4,56.29,OUIGO,157.0,4.8,106.99,AVE,199.0,34.8,69.7,AVE,157.0
00006_28-08-2025-17.27,AVE,2025,8,3,17.45,199.0,106.99,3,-10.2,56.29,OUIGO,157.0,-4.8,73.28,IRYO,172.0,30.0,69.7,AVE,157.0,60.0,68.93,AVE,177.0
00004_28-08-2025-17.57,AVE,2025,8,3,17.95,157.0,69.7,350,-34.8,73.28,IRYO,172.0,-30.0,106.99,AVE,199.0,30.0,68.93,AVE,177.0,34.8,28.08,IRYO,157.0
00016_28-08-2025-18.27,AVE,2025,8,3,18.45,177.0,68.93,108,-60.0,106.99,AVE,199.0,-30.0,69.7,AVE,157.0,4.8,28.08,IRYO,157.0,30.0,76.44,AVE,157.0
00002_28-08-2025-18.32,IRYO,2025,8,3,18.53,157.0,28.08,1574,-34.8,69.7,AVE,157.0,-4.8,68.93,AVE,177.0,25.2,76.44,AVE,157.0,57.0,31.57,IRYO,172.0
00004_28-08-2025-18.57,AVE,2025,8,3,18.95,157.0,76.44,43,-30.0,68.93,AVE,177.0,-25.2,28.08,IRYO,157.0,31.8,31.57,IRYO,172.0,37.2,30.19,AVLO,201.0
00009_28-08-2025-19.29,IRYO,2025,8,3,19.48,172.0,31.57,207,-57.0,28.08,IRYO,157.0,-31.8,76.44,AVE,157.0,5.4,30.19,AVLO,201.0,36.0,47.85,AVE,157.0
00019_28-08-2025-19.34,AVLO,2025,8,3,19.57,201.0,30.19,103,-37.2,76.44,AVE,157.0,-5.4,31.57,IRYO,172.0,30.6,47.85,AVE,157.0,48.0,36.8,IRYO,172.0
00004_28-08-2025-20.05,AVE,2025,8,3,20.08,157.0,47.85,162,-36.0,31.57,IRYO,172.0,-30.6,30.19,AVLO,201.0,17.4,36.8,IRYO,172.0,22.2,48.71,AVE,201.0
00009_28-08-2025-20.22,IRYO,2025,8,3,20.37,172.0,36.8,37,-48.0,30.19,AVLO,201.0,-17.4,47.85,AVE,157.0,4.8,48.71,AVE,201.0,39.6,43.41,OUIGO,172.0
00020_28-08-2025-20.27,AVE,2025,8,3,20.45,201.0,48.71,11,-22.2,47.85,AVE,157.0,-4.8,36.8,IRYO,172.0,34.8,43.41,OUIGO,172.0,40.2,53.98,AVE,172.0
00005_28-08-2025-21.02,OUIGO,2025,8,3,21.03,172.0,43.41,0,-39.6,36.8,IRYO,172.0,-34.8,48.71,AVE,201.0,5.4,53.98,AVE,172.0,879.6,17.52,IRYO,157.0
00007_28-08-2025-21.07,AVE,2025,8,3,21.12,172.0,53.98,10,-40.2,48.71,AVE,201.0,-5.4,43.41,OUIGO,172.0,885.0,17.52,IRYO,157.0,880.2,12.93,AVLO,178.0
00002_29-08-2025-06.22,IRYO,2025,8,4,6.37,157.0,17.52,5266,-879.6,43.41,OUIGO,172.0,-885.0,53.98,AVE,172.0,4.8,12.93,AVLO,178.0,34.8,46.46,AVE,157.0
00021_29-08-2025-06.27,AVLO,2025,8,4,6.45,178.0,12.93,14604,-880.2,53.98,AVE,172.0,-4.8,17.52,IRYO,157.0,30.0,46.46,AVE,157.0,34.8,28.48,OUIGO,172.0
00004_29-08-2025-06.57,AVE,2025,8,4,6.95,157.0,46.46,464,-34.8,17.52,IRYO,157.0,-30.0,12.93,AVLO,178.0,4.8,28.48,OUIGO,172.0,25.2,50.0,IRYO,157.0
00005_29-08-2025-07.02,OUIGO,2025,8,4,7.03,172.0,28.48,133,-34.8,12.93,AVLO,178.0,-4.8,46.46,AVE,157.0,20.4,50.0,IRYO,157.0,25.2,62.39,AVE,199.0
00002_29-08-2025-07.22,IRYO,2025,8,4,7.37,157.0,50.0,29,-25.2,46.46,AVE,157.0,-20.4,28.48,OUIGO,172.0,4.8,62.39,AVE,199.0,34.8,49.62,AVE,157.0
00006_29-08-2025-07.27,AVE,2025,8,4,7.45,199.0,62.39,40,-25.2,28.48,OUIGO,172.0,-4.8,50.0,IRYO,157.0,30.0,49.62,AVE,157.0,64.8,35.27,IRYO,157.0
00004_29-08-2025-07.57,AVE,2025,8,4,7.95,157.0,49.62,259,-34.8,50.0,IRYO,157.0,-30.0,62.39,AVE,199.0,34.8,35.27,IRYO,157.0,60.0,106.79,AVE,164.0
00002_29-08-2025-08.32,IRYO,2025,8,4,8.53,157.0,35.27,326,-64.8,62.39,AVE,199.0,-34.8,49.62,AVE,157.0,25.2,106.79,AVE,164.0,50.4,63.52,IRYO,172.0
00008_29-08-2025-08.57,AVE,2025,8,4,8.95,164.0,106.79,0,-60.0,49.62,AVE,157.0,-25.2,35.27,IRYO,157.0,25.2,63.52,IRYO,172.0,30.0,61.26,AVE,194.0
00009_29-08-2025-09.22,IRYO,2025,8,4,9.37,172.0,63.52,36,-50.4,35.27,IRYO,157.0,-25.2,106.79,AVE,164.0,4.8,61.26,AVE,194.0,34.8,54.95,IRYO,172.0
00010_29-08-2025-09.27,AVE,2025,8,4,9.45,194.0,61.26,276,-30.0,106.79,AVE,164.0,-4.8,63.52,IRYO,172.0,30.0,54.95,IRYO,172.0,34.8,35.87,OUIGO,182.0
00009_29-08-2025-09.57,IRYO,2025,8,4,9.95,172.0,54.95,135,-34.8,63.52,IRYO,172.0,-30.0,61.26,AVE,194.0,4.8,35.87,OUIGO,182.0,30.0,61.18,AVLO,172.0
00011_29-08-2025-10.02,OUIGO,2025,8,4,10.03,182.0,35.87,469,-34.8,61.26,AVE,194.0,-4.8,54.95,IRYO,172.0,25.2,61.18,AVLO,172.0,80.4,54.51,IRYO,172.0
00012_29-08-2025-10.27,AVLO,2025,8,4,10.45,172.0,61.18,107,-30.0,54.95,IRYO,172.0,-25.2,35.87,OUIGO,182.0,55.2,54.51,IRYO,172.0,60.0,99.11,AVE,199.0
00009_29-08-2025-11.22,IRYO,2025,8,4,11.37,172.0,54.51,266,-80.4,35.87,OUIGO,182.0,-55.2,61.18,AVLO,172.0,4.8,99.11,AVE,199.0,60.0,56.75,IRYO,172.0
00006_29-08-2025-11.27,AVE,2025,8,4,11.45,199.0,99.11,9,-60.0,61.18,AVLO,172.0,-4.8,54.51,IRYO,172.0,55.2,56.75,IRYO,172.0,60.0,51.79,AVE,197.0
00009_29-08-2025-12.22,IRYO,2025,8,4,12.37,172.0,56.75,202,-60.0,54.51,IRYO,172.0,-55.2,99.11,AVE,199.0,4.8,51.79,AVE,197.0,34.8,87.96,AVE,157.0
00013_29-08-2025-12.27,AVE,2025,8,4,12.45,197.0,51.79,813,-60.0,99.11,AVE,199.0,-4.8,56.75,IRYO,172.0,30.0,87.96,AVE,157.0,51.0,55.14,AVE,184.0
00004_29-08-2025-12.57,AVE,2025,8,4,12.95,157.0,87.96,37,-34.8,56.75,IRYO,172.0,-30.0,51.79,AVE,197.0,21.0,55.14,AVE,184.0,60.0,79.04,AVE,157.0
00014_29-08-2025-13.18,AVE,2025,8,4,13.3,184.0,55.14,292,-51.0,51.79,AVE,197.0,-21.0,87.96,AVE,157.0,39.0,79.04,AVE,157.0,43.8,61.25,IRYO,172.0
00004_29-08-2025-13.57,AVE,2025,8,4,13.95,157.0,79.04,87,-60.0,87.96,AVE,157.0,-39.0,55.14,AVE,184.0,4.8,61.25,IRYO,172.0,15.0,51.88,OUIGO,157.0
00009_29-08-2025-14.02,IRYO,2025,8,4,14.03,172.0,61.25,71,-43.8,55.14,AVE,184.0,-4.8,79.04,AVE,157.0,10.2,51.88,OUIGO,157.0,25.2,104.08,AVE,177.0
00015_29-08-2025-14.12,OUIGO,2025,8,4,14.2,157.0,51.88,111,-15.0,79.04,AVE,157.0,-10.2,61.25,IRYO,172.0,15.0,104.08,AVE,177.0,30.0,81.79,IRYO,179.0
00016_29-08-2025-14.27,AVE,2025,8,4,14.45,177.0,104.08,1,-25.2,61.25,IRYO,172.0,-15.0,51.88,OUIGO,157.0,15.0,81.79,IRYO,179.0,30.0,102.36,AVE,157.0
00017_29-08-2025-14.42,IRYO,2025,8,4,14.7,179.0,81.79,6,-30.0,51.88,OUIGO,157.0,-15.0,104.08,AVE,177.0,15.0,102.36,AVE,157.0,45.0,57.53,AVLO,199.0
00004_29-08-2025-14.57,AVE,2025,8,4,14.95,157.0,102.36,8,-30.0,104.08,AVE,177.0,-15.0,81.79,IRYO,179.0,30.0,57.53,AVLO,199.0,60.0,106.21,AVE,157.0
00018_29-08-2025-15.27,AVLO,2025,8,4,15.45,199.0,57.53,55,-45.0,81.79,IRYO,179.0,-30.0,102.36,AVE,157.0,30.0,106.21,AVE,157.0,60.0,76.38,AVE,172.0
00004_29-08-2025-15.57,AVE,2025,8,4,15.95,157.0,106.21,7,-60.0,102.36,AVE,157.0,-30.0,57.53,AVLO,199.0,30.0,76.38,AVE,172.0,40.2,54.14,IRYO,157.0
00007_29-08-2025-16.27,AVE,2025,8,4,16.45,172.0,76.38,122,-60.0,57.53,AVLO,199.0,-30.0,106.21,AVE,157.0,10.2,54.14,IRYO,157.0,30.0,100.8,AVE,157.0
00002_29-08-2025-16.37,IRYO,2025,8,4,16.62,157.0,54.14,273,-40.2,106.21,AVE,157.0,-10.2,76.38,AVE,172.0,19.8,100.8,AVE,157.0,39.6,32.06,OUIGO,157.0
00004_29-08-2025-16.57,AVE,2025,8,4,16.95,157.0,100.8,17,-30.0,76.38,AVE,172.0,-19.8,54.14,IRYO,157.0,19.8,32.06,OUIGO,157.0,25.2,58.45,IRYO,172.0
00015_29-08-2025-17.17,OUIGO,2025,8,4,17.28,157.0,32.06,677,-39.6,54.14,IRYO,157.0,-19.8,100.8,AVE,157.0,5.4,58.45,IRYO,172.0,10.2,47.42,AVLO,199.0
00009_29-08-2025-17.22,IRYO,2025,8,4,17.37,172.0,58.45,66,-25.2,100.8,AVE,157.0,-5.4,32.06,OUIGO,157.0,4.8,47.42,AVLO,199.0,34.8,44.39,AVE,157.0
00018_29-08-2025-17.27,AVLO,2025,8,4,17.45,199.0,47.42,88,-10.2,32.06,OUIGO,157.0,-4.8,58.45,IRYO,172.0,30.0,44.39,AVE,157.0,60.0,72.79,AVE,177.0
00004_29-08-2025-17.57,AVE,2025,8,4,17.95,157.0,44.39,977,-34.8,58.45,IRYO,172.0,-30.0,47.42,AVLO,199.0,30.0,72.79,AVE,177.0,34.8,60.47,IRYO,157.0
00016_29-08-2025-18.27,AVE,2025,8,4,18.45,177.0,72.79,23,-60.0,47.42,AVLO,199.0,-30.0,44.39,AVE,157.0,4.8,60.47,IRYO,157.0,30.0,45.36,AVE,157.0
00002_29-08-2025-18.32,IRYO,2025,8,4,18.53,157.0,60.47,11,-34.8,44.39,AVE,157.0,-4.8,72.79,AVE,177.0,25.2,45.36,AVE,157.0,57.0,57.48,IRYO,172.0
00004_29-08-2025-18.57,AVE,2025,8,4,18.95,157.0,45.36,368,-30.0,72.79,AVE,177.0,-25.2,60.47,IRYO,157.0,31.8,57.48,IRYO,172.0,37.2,41.28,AVLO,201.0
00009_29-08-2025-19.29,IRYO,2025,8,4,19.48,172.0,57.48,3,-57.0,60.47,IRYO,157.0,-31.8,45.36,AVE,157.0,5.4,41.28,AVLO,201.0,36.0,72.97,AVE,157.0
00019_29-08-2025-19.34,AVLO,2025,8,4,19.57,201.0,41.28,7,-37.2,45.36,AVE,157.0,-5.4,57.48,IRYO,172.0,30.6,72.97,AVE,157.0,48.0,34.5,IRYO,172.0
00004_29-08-2025-20.05,AVE,2025,8,4,20.08,157.0,72.97,4,-36.0,57.48,IRYO,172.0,-30.6,41.28,AVLO,201.0,17.4,34.5,IRYO,172.0,22.2,47.61,AVE,201.0
00009_29-08-2025-20.22,IRYO,2025,8,4,20.37,172.0,34.5,23,-48.0,41.28,AVLO,201.0,-17.4,72.97,AVE,157.0,4.8,47.61,AVE,201.0,39.6,37.78,OUIGO,172.0
00020_29-08-2025-20.27,AVE,2025,8,4,20.45,201.0,47.61,7,-22.2,72.97,AVE,157.0,-4.8,34.5,IRYO,172.0,34.8,37.78,OUIGO,172.0,40.2,91.45,AVE,172.0
00005_29-08-2025-21.02,OUIGO,2025,8,4,21.03,172.0,37.78,0,-39.6,34.5,IRYO,172.0,-34.8,47.61,AVE,201.0,5.4,91.45,AVE,172.0,874.8,30.62,AVLO,178.0
00007_29-08-2025-21.07,AVE,2025,8,4,21.12,172.0,91.45,0,-40.2,47.61,AVE,201.0,-5.4,37.78,OUIGO,172.0,880.2,30.62,AVLO,178.0,845.4,32.39,OUIGO,172.0
00021_30-08-2025-06.27,AVLO,2025,8,5,6.45,178.0,30.62,1569,-874.8,37.78,OUIGO,172.0,-880.2,91.45,AVE,172.0,34.8,32.39,OUIGO,172.0,60.0,51.19,AVE,199.0
00005_30-08-2025-07.02,OUIGO,2025,8,5,7.03,172.0,32.39,419,-845.4,91.45,AVE,172.0,-34.8,30.62,AVLO,178.0,25.2,51.19,AVE,199.0,65.4,37.78,IRYO,172.0
00006_30-08-2025-07.27,AVE,2025,8,5,7.45,199.0,51.19,334,-60.0,30.62,AVLO,178.0,-25.2,32.39,OUIGO,172.0,40.2,37.78,IRYO,172.0,60.0,54.71,AVE,172.0
00009_30-08-2025-08.07,IRYO,2025,8,5,8.12,172.0,37.78,253,-65.4,32.39,OUIGO,172.0,-40.2,51.19,AVE,199.0,19.8,54.71,AVE,172.0,49.8,56.57,AVE,164.0
00007_30-08-2025-08.27,AVE,2025,8,5,8.45,172.0,54.71,274,-60.0,51.19,AVE,199.0,-19.8,37.78,IRYO,172.0,30.0,56.57,AVE,164.0,55.2,28.52,IRYO,172.0
