service_id,train_type,year,month,day_of_week,departure_time,duration,price,passengers,time_distance_competitor_-2,price_competitor_-2,train_type_competitor_-2,duration_competitor_-2,time_distance_competitor_-1,price_competitor_-1,train_type_competitor_-1,duration_competitor_-1,time_distance_competitor_1,price_competitor_1,train_type_competitor_1,duration_competitor_1,time_distance_competitor_2,price_competitor_2,train_type_competitor_2,duration_competitor_2
00007_19-04-2025-08.27,AVE,2025,4,5,8.45,172.0,61.98,71,-60.0,48.29,AVE,199.0,-19.8,19.43,IRYO,172.0,30.0,74.61,AVE,164.0,55.2,47.54,IRYO,172.0
00008_19-04-2025-08.57,AVE,2025,4,5,8.95,164.0,74.61,15,-49.8,19.43,IRYO,172.0,-30.0,61.98,AVE,172.0,25.2,47.54,IRYO,172.0,30.0,44.07,AVE,194.0
00009_19-04-2025-09.22,IRYO,2025,4,5,9.37,172.0,47.54,37,-55.2,61.98,AVE,172.0,-25.2,74.61,AVE,164.0,4.8,44.07,AVE,194.0,34.8,46.86,IRYO,172.0
00010_19-04-2025-09.27,AVE,2025,4,5,9.45,194.0,44.07,285,-30.0,74.61,AVE,164.0,-4.8,47.54,IRYO,172.0,30.0,46.86,IRYO,172.0,34.8,10.0,OUIGO,182.0
00009_19-04-2025-09.57,IRYO,2025,4,5,9.95,172.0,46.86,31,-34.8,47.54,IRYO,172.0,-30.0,44.07,AVE,194.0,4.8,10.0,OUIGO,182.0,30.0,45.66,AVLO,172.0
00011_19-04-2025-10.02,OUIGO,2025,4,5,10.03,182.0,10.0,5724,-34.8,44.07,AVE,194.0,-4.8,46.86,IRYO,172.0,25.2,45.66,AVLO,172.0,80.4,13.21,IRYO,172.0
00012_19-04-2025-10.27,AVLO,2025,4,5,10.45,172.0,45.66,52,-30.0,46.86,IRYO,172.0,-25.2,10.0,OUIGO,182.0,55.2,13.21,IRYO,172.0,60.0,38.09,AVE,199.0
00009_19-04-2025-11.22,IRYO,2025,4,5,11.37,172.0,13.21,5422,-80.4,10.0,OUIGO,182.0,-55.2,45.66,AVLO,172.0,4.8,38.09,AVE,199.0,60.0,49.09,IRYO,172.0
00006_19-04-2025-11.27,AVE,2025,4,5,11.45,199.0,38.09,547,-60.0,45.66,AVLO,172.0,-4.8,13.21,IRYO,172.0,55.2,49.09,IRYO,172.0,60.0,53.44,AVE,197.0
00009_19-04-2025-12.22,IRYO,2025,4,5,12.37,172.0,49.09,44,-60.0,13.21,IRYO,172.0,-55.2,38.09,AVE,199.0,4.8,53.44,AVE,197.0,55.8,82.74,AVE,184.0
00013_19-04-2025-12.27,AVE,2025,4,5,12.45,197.0,53.44,163,-60.0,38.09,AVE,199.0,-4.8,49.09,IRYO,172.0,51.0,82.74,AVE,184.0,105.0,44.77,OUIGO,157.0
00014_19-04-2025-13.18,AVE,2025,4,5,13.3,184.0,82.74,3,-55.8,49.09,IRYO,172.0,-51.0,53.44,AVE,197.0,54.0,44.77,OUIGO,157.0,84.0,31.23,IRYO,179.0
00015_19-04-2025-14.12,OUIGO,2025,4,5,14.2,157.0,44.77,37,-105.0,53.44,AVE,197.0,-54.0,82.74,AVE,184.0,30.0,31.23,IRYO,179.0,75.0,30.16,AVLO,199.0
00017_19-04-2025-14.42,IRYO,2025,4,5,14.7,179.0,31.23,267,-84.0,82.74,AVE,184.0,-30.0,44.77,OUIGO,157.0,45.0,30.16,AVLO,199.0,105.0,92.58,AVE,172.0
00018_19-04-2025-15.27,AVLO,2025,4,5,15.45,199.0,30.16,168,-75.0,44.77,OUIGO,157.0,-45.0,31.23,IRYO,179.0,60.0,92.58,AVE,172.0,70.2,10.0,IRYO,157.0
00007_19-04-2025-16.27,AVE,2025,4,5,16.45,172.0,92.58,3,-105.0,31.23,IRYO,179.0,-60.0,30.16,AVLO,199.0,10.2,10.0,IRYO,157.0,49.8,15.7,OUIGO,157.0
00002_19-04-2025-16.37,IRYO,2025,4,5,16.62,157.0,10.0,10955,-70.2,30.16,AVLO,199.0,-10.2,92.58,AVE,172.0,39.6,15.7,OUIGO,157.0,49.8,26.34,AVLO,199.0
00015_19-04-2025-17.17,OUIGO,2025,4,5,17.28,157.0,15.7,1195,-49.8,92.58,AVE,172.0,-39.6,10.0,IRYO,157.0,10.2,26.34,AVLO,199.0,70.2,96.28,AVE,177.0
00018_19-04-2025-17.27,AVLO,2025,4,5,17.45,199.0,26.34,207,-49.8,10.0,IRYO,157.0,-10.2,15.7,OUIGO,157.0,60.0,96.28,AVE,177.0,121.8,29.77,IRYO,172.0
00016_19-04-2025-18.27,AVE,2025,4,5,18.45,177.0,96.28,1,-70.2,15.7,OUIGO,157.0,-60.0,26.34,AVLO,199.0,61.8,29.77,IRYO,172.0,67.2,23.44,AVLO,201.0
00009_19-04-2025-19.29,IRYO,2025,4,5,19.48,172.0,29.77,55,-121.8,26.34,AVLO,199.0,-61.8,96.28,AVE,177.0,5.4,23.44,AVLO,201.0,53.4,36.82,IRYO,172.0
00019_19-04-2025-19.34,AVLO,2025,4,5,19.57,201.0,23.44,46,-67.2,96.28,AVE,177.0,-5.4,29.77,IRYO,172.0,48.0,36.82,IRYO,172.0,52.8,29.73,AVE,201.0
00009_19-04-2025-20.22,IRYO,2025,4,5,20.37,172.0,36.82,3,-53.4,29.77,IRYO,172.0,-48.0,23.44,AVLO,201.0,4.8,29.73,AVE,201.0,39.6,24.39,OUIGO,172.0
00020_19-04-2025-20.27,AVE,2025,4,5,20.45,201.0,29.73,31,-52.8,23.44,AVLO,201.0,-4.8,36.82,IRYO,172.0,34.8,24.39,OUIGO,172.0,840.0,50.25,AVLO,178.0
00005_19-04-2025-21.02,OUIGO,2025,4,5,21.03,172.0,24.39,5,-39.6,36.82,IRYO,172.0,-34.8,29.73,AVE,201.0,874.8,50.25,AVLO,178.0,840.0,36.71,OUIGO,172.0
00021_20-04-2025-06.27,AVLO,2025,4,6,6.45,178.0,50.25,859,-840.0,29.73,AVE,201.0,-874.8,24.39,OUIGO,172.0,34.8,36.71,OUIGO,172.0,60.0,51.24,AVE,199.0
00005_20-04-2025-07.02,OUIGO,2025,4,6,7.03,172.0,36.71,13791,-840.0,24.39,OUIGO,172.0,-34.8,50.25,AVLO,178.0,25.2,51.24,AVE,199.0,65.4,49.1,IRYO,172.0
00006_20-04-2025-07.27,AVE,2025,4,6,7.45,199.0,51.24,2252,-60.0,50.25,AVLO,178.0,-25.2,36.71,OUIGO,172.0,40.2,49.1,IRYO,172.0,60.0,84.2,AVE,172.0
00009_20-04-2025-08.07,IRYO,2025,4,6,8.12,172.0,49.1,948,-65.4,36.71,OUIGO,172.0,-40.2,51.24,AVE,199.0,19.8,84.2,AVE,172.0,75.0,44.23,IRYO,172.0
00007_20-04-2025-08.27,AVE,2025,4,6,8.45,172.0,84.2,40,-60.0,51.24,AVE,199.0,-19.8,49.1,IRYO,172.0,55.2,44.23,IRYO,172.0,60.0,59.67,AVE,194.0
00009_20-04-2025-09.22,IRYO,2025,4,6,9.37,172.0,44.23,4759,-75.0,49.1,IRYO,172.0,-55.2,84.2,AVE,172.0,4.8,59.67,AVE,194.0,34.8,52.47,IRYO,172.0
00010_20-04-2025-09.27,AVE,2025,4,6,9.45,194.0,59.67,832,-60.0,84.2,AVE,172.0,-4.8,44.23,IRYO,172.0,30.0,52.47,IRYO,172.0,34.8,68.07,OUIGO,182.0
00009_20-04-2025-09.57,IRYO,2025,4,6,9.95,172.0,52.47,609,-34.8,44.23,IRYO,172.0,-30.0,59.67,AVE,194.0,4.8,68.07,OUIGO,182.0,30.0,55.38,AVLO,172.0
00011_20-04-2025-10.02,OUIGO,2025,4,6,10.03,182.0,68.07,18,-34.8,59.67,AVE,194.0,-4.8,52.47,IRYO,172.0,25.2,55.38,AVLO,172.0,80.4,74.27,IRYO,172.0
00012_20-04-2025-10.27,AVLO,2025,4,6,10.45,172.0,55.38,494,-30.0,52.47,IRYO,172.0,-25.2,68.07,OUIGO,182.0,55.2,74.27,IRYO,172.0,60.0,143.5,AVE,199.0
00009_20-04-2025-11.22,IRYO,2025,4,6,11.37,172.0,74.27,68,-80.4,68.07,OUIGO,182.0,-55.2,55.38,AVLO,172.0,4.8,143.5,AVE,199.0,60.0,58.7,IRYO,172.0
00006_20-04-2025-11.27,AVE,2025,4,6,11.45,199.0,143.5,0,-60.0,55.38,AVLO,172.0,-4.8,74.27,IRYO,172.0,55.2,58.7,IRYO,172.0,60.0,50.09,AVE,197.0
00009_20-04-2025-12.22,IRYO,2025,4,6,12.37,172.0,58.7,287,-60.0,74.27,IRYO,172.0,-55.2,143.5,AVE,199.0,4.8,50.09,AVE,197.0,55.8,55.14,AVE,184.0
00013_20-04-2025-12.27,AVE,2025,4,6,12.45,197.0,50.09,3775,-60.0,143.5,AVE,199.0,-4.8,58.7,IRYO,172.0,51.0,55.14,AVE,184.0,94.8,91.01,IRYO,172.0
00014_20-04-2025-13.18,AVE,2025,4,6,13.3,184.0,55.14,749,-55.8,58.7,IRYO,172.0,-51.0,50.09,AVE,197.0,43.8,91.01,IRYO,172.0,54.0,50.69,OUIGO,157.0
00009_20-04-2025-14.02,IRYO,2025,4,6,14.03,172.0,91.01,6,-94.8,50.09,AVE,197.0,-43.8,55.14,AVE,184.0,10.2,50.69,OUIGO,157.0,25.2,96.99,AVE,177.0
00015_20-04-2025-14.12,OUIGO,2025,4,6,14.2,157.0,50.69,847,-54.0,55.14,AVE,184.0,-10.2,91.01,IRYO,172.0,15.0,96.99,AVE,177.0,30.0,68.71,IRYO,179.0
00016_20-04-2025-14.27,AVE,2025,4,6,14.45,177.0,96.99,55,-25.2,91.01,IRYO,172.0,-15.0,50.69,OUIGO,157.0,15.0,68.71,IRYO,179.0,60.0,66.29,AVLO,199.0
00017_20-04-2025-14.42,IRYO,2025,4,6,14.7,179.0,68.71,161,-30.0,50.69,OUIGO,157.0,-15.0,96.99,AVE,177.0,45.0,66.29,AVLO,199.0,105.0,97.33,AVE,172.0
00018_20-04-2025-15.27,AVLO,2025,4,6,15.45,199.0,66.29,191,-60.0,96.99,AVE,177.0,-45.0,68.71,IRYO,179.0,60.0,97.33,AVE,172.0,70.2,83.68,IRYO,157.0
00007_20-04-2025-16.27,AVE,2025,4,6,16.45,172.0,97.33,176,-105.0,68.71,IRYO,179.0,-60.0,66.29,AVLO,199.0,10.2,83.68,IRYO,157.0,30.0,89.65,AVE,157.0
00002_20-04-2025-16.37,IRYO,2025,4,6,16.62,157.0,83.68,166,-70.2,66.29,AVLO,199.0,-10.2,97.33,AVE,172.0,19.8,89.65,AVE,157.0,39.6,60.04,OUIGO,157.0
00004_20-04-2025-16.57,AVE,2025,4,6,16.95,157.0,89.65,526,-30.0,97.33,AVE,172.0,-19.8,83.68,IRYO,157.0,19.8,60.04,OUIGO,157.0,25.2,99.06,IRYO,172.0
00015_20-04-2025-17.17,OUIGO,2025,4,6,17.28,157.0,60.04,363,-39.6,83.68,IRYO,157.0,-19.8,89.65,AVE,157.0,5.4,99.06,IRYO,172.0,10.2,68.4,AVLO,199.0
00009_20-04-2025-17.22,IRYO,2025,4,6,17.37,172.0,99.06,9,-25.2,89.65,AVE,157.0,-5.4,60.04,OUIGO,157.0,4.8,68.4,AVLO,199.0,34.8,67.17,AVE,157.0
00018_20-04-2025-17.27,AVLO,2025,4,6,17.45,199.0,68.4,117,-10.2,60.04,OUIGO,157.0,-4.8,99.06,IRYO,172.0,30.0,67.17,AVE,157.0,60.0,94.95,AVE,177.0
00004_20-04-2025-17.57,AVE,2025,4,6,17.95,157.0,67.17,1216,-34.8,99.06,IRYO,172.0,-30.0,68.4,AVLO,199.0,30.0,94.95,AVE,177.0,34.8,111.95,IRYO,157.0
00016_20-04-2025-18.27,AVE,2025,4,6,18.45,177.0,94.95,26,-60.0,68.4,AVLO,199.0,-30.0,67.17,AVE,157.0,4.8,111.95,IRYO,157.0,30.0,124.03,AVE,157.0
00002_20-04-2025-18.32,IRYO,2025,4,6,18.53,157.0,111.95,1,-34.8,67.17,AVE,157.0,-4.8,94.95,AVE,177.0,25.2,124.03,AVE,157.0,57.0,95.95,IRYO,172.0
00004_20-04-2025-18.57,AVE,2025,4,6,18.95,157.0,124.03,1,-30.0,94.95,AVE,177.0,-25.2,111.95,IRYO,157.0,31.8,95.95,IRYO,172.0,37.2,81.84,AVLO,201.0
00009_20-04-2025-19.29,IRYO,2025,4,6,19.48,172.0,95.95,1,-57.0,111.95,IRYO,157.0,-31.8,124.03,AVE,157.0,5.4,81.84,AVLO,201.0,36.0,47.28,AVE,157.0
00019_20-04-2025-19.34,AVLO,2025,4,6,19.57,201.0,81.84,0,-37.2,124.03,AVE,157.0,-5.4,95.95,IRYO,172.0,30.6,47.28,AVE,157.0,48.0,79.61,IRYO,172.0
00004_20-04-2025-20.05,AVE,2025,4,6,20.08,157.0,47.28,4554,-36.0,95.95,IRYO,172.0,-30.6,81.84,AVLO,201.0,17.4,79.61,IRYO,172.0,22.2,96.12,AVE,201.0
00009_20-04-2025-20.22,IRYO,2025,4,6,20.37,172.0,79.61,1,-48.0,81.84,AVLO,201.0,-17.4,47.28,AVE,157.0,4.8,96.12,AVE,201.0,39.6,53.34,OUIGO,172.0
00020_20-04-2025-20.27,AVE,2025,4,6,20.45,201.0,96.12,0,-22.2,47.28,AVE,157.0,-4.8,79.61,IRYO,172.0,34.8,53.34,OUIGO,172.0,40.2,106.91,AVE,172.0
00005_20-04-2025-21.02,OUIGO,2025,4,6,21.03,172.0,53.34,15,-39.6,79.61,IRYO,172.0,-34.8,96.12,AVE,201.0,5.4,106.91,AVE,172.0,889.8,31.33,AVLO,157.0
00007_20-04-2025-21.07,AVE,2025,4,6,21.12,172.0,106.91,0,-40.2,96.12,AVE,201.0,-5.4,53.34,OUIGO,172.0,895.2,31.33,AVLO,157.0,885.0,28.42,IRYO,157.0
00001_21-04-2025-06.12,AVLO,2025,4,0,6.2,157.0,31.33,836,-889.8,53.34,OUIGO,172.0,-895.2,106.91,AVE,172.0,10.2,28.42,IRYO,157.0,15.0,52.56,AVE,178.0
00002_21-04-2025-06.22,IRYO,2025,4,0,6.37,157.0,28.42,965,-885.0,106.91,AVE,172.0,-10.2,31.33,AVLO,157.0,4.8,52.56,AVE,178.0,34.8,65.99,AVE,157.0
00003_21-04-2025-06.27,AVE,2025,4,0,6.45,178.0,52.56,274,-15.0,31.33,AVLO,157.0,-4.8,28.42,IRYO,157.0,30.0,65.99,AVE,157.0,34.8,46.46,OUIGO,172.0
00004_21-04-2025-06.57,AVE,2025,4,0,6.95,157.0,65.99,75,-34.8,28.42,IRYO,157.0,-30.0,52.56,AVE,178.0,4.8,46.46,OUIGO,172.0,25.2,38.05,IRYO,157.0
00005_21-04-2025-07.02,OUIGO,2025,4,0,7.03,172.0,46.46,15,-34.8,52.56,AVE,178.0,-4.8,65.99,AVE,157.0,20.4,38.05,IRYO,157.0,25.2,49.33,AVE,199.0
00002_21-04-2025-07.22,IRYO,2025,4,0,7.37,157.0,38.05,151,-25.2,65.99,AVE,157.0,-20.4,46.46,OUIGO,172.0,4.8,49.33,AVE,199.0,34.8,58.63,AVE,157.0
00006_21-04-2025-07.27,AVE,2025,4,0,7.45,199.0,49.33,153,-25.2,46.46,OUIGO,172.0,-4.8,38.05,IRYO,157.0,30.0,58.63,AVE,157.0,60.0,67.61,AVE,172.0
00004_21-04-2025-07.57,AVE,2025,4,0,7.95,157.0,58.63,76,-34.8,38.05,IRYO,157.0,-30.0,49.33,AVE,199.0,30.0,67.61,AVE,172.0,34.8,34.15,IRYO,157.0
00007_21-04-2025-08.27,AVE,2025,4,0,8.45,172.0,67.61,23,-60.0,49.33,AVE,199.0,-30.0,58.63,AVE,157.0,4.8,34.15,IRYO,157.0,30.0,40.25,AVE,164.0
00002_21-04-2025-08.32,IRYO,2025,4,0,8.53,157.0,34.15,231,-34.8,58.63,AVE,157.0,-4.8,67.61,AVE,172.0,25.2,40.25,AVE,164.0,50.4,49.7,IRYO,172.0
00008_21-04-2025-08.57,AVE,2025,4,0,8.95,164.0,40.25,537,-30.0,67.61,AVE,172.0,-25.2,34.15,IRYO,157.0,25.2,49.7,IRYO,172.0,30.0,77.81,AVE,194.0
00009_21-04-2025-09.22,IRYO,2025,4,0,9.37,172.0,49.7,54,-50.4,34.15,IRYO,157.0,-25.2,40.25,AVE,164.0,4.8,77.81,AVE,194.0,34.8,31.41,IRYO,172.0
00010_21-04-2025-09.27,AVE,2025,4,0,9.45,194.0,77.81,7,-30.0,40.25,AVE,164.0,-4.8,49.7,IRYO,172.0,30.0,31.41,IRYO,172.0,34.8,50.89,OUIGO,182.0
00009_21-04-2025-09.57,IRYO,2025,4,0,9.95,172.0,31.41,432,-34.8,49.7,IRYO,172.0,-30.0,77.81,AVE,194.0,4.8,50.89,OUIGO,182.0,30.0,35.1,AVLO,172.0
00011_21-04-2025-10.02,OUIGO,2025,4,0,10.03,182.0,50.89,12,-34.8,77.81,AVE,194.0,-4.8,31.41,IRYO,172.0,25.2,35.1,AVLO,172.0,80.4,49.1,IRYO,172.0
00012_21-04-2025-10.27,AVLO,2025,4,0,10.45,172.0,35.1,275,-30.0,31.41,IRYO,172.0,-25.2,50.89,OUIGO,182.0,55.2,49.1,IRYO,172.0,60.0,36.39,AVE,199.0
00009_21-04-2025-11.22,IRYO,2025,4,0,11.37,172.0,49.1,49,-80.4,50.89,OUIGO,182.0,-55.2,35.1,AVLO,172.0,4.8,36.39,AVE,199.0,60.0,17.37,IRYO,172.0
00006_21-04-2025-11.27,AVE,2025,4,0,11.45,199.0,36.39,602,-60.0,35.1,AVLO,172.0,-4.8,49.1,IRYO,172.0,55.2,17.37,IRYO,172.0,60.0,46.56,AVE,197.0
00009_21-04-2025-12.22,IRYO,2025,4,0,12.37,172.0,17.37,15689,-60.0,49.1,IRYO,172.0,-55.2,36.39,AVE,199.0,4.8,46.56,AVE,197.0,34.8,38.4,AVE,157.0
00013_21-04-2025-12.27,AVE,2025,4,0,12.45,197.0,46.56,144,-60.0,36.39,AVE,199.0,-4.8,17.37,IRYO,172.0,30.0,38.4,AVE,157.0,51.0,68.94,AVE,184.0
00004_21-04-2025-12.57,AVE,2025,4,0,12.95,157.0,38.4,533,-34.8,17.37,IRYO,172.0,-30.0,46.56,AVE,197.0,21.0,68.94,AVE,184.0,64.8,30.01,IRYO,172.0
00014_21-04-2025-13.18,AVE,2025,4,0,13.3,184.0,68.94,1,-51.0,46.56,AVE,197.0,-21.0,38.4,AVE,157.0,43.8,30.01,IRYO,172.0,54.0,30.08,OUIGO,157.0
00009_21-04-2025-14.02,IRYO,2025,4,0,14.03,172.0,30.01,167,-64.8,38.4,AVE,157.0,-43.8,68.94,AVE,184.0,10.2,30.08,OUIGO,157.0,25.2,27.99,AVE,177.0
00015_21-04-2025-14.12,OUIGO,2025,4,0,14.2,157.0,30.08,51,-54.0,68.94,AVE,184.0,-10.2,30.01,IRYO,172.0,15.0,27.99,AVE,177.0,30.0,26.01,IRYO,179.0
00016_21-04-2025-14.27,AVE,2025,4,0,14.45,177.0,27.99,2118,-25.2,30.01,IRYO,172.0,-15.0,30.08,OUIGO,157.0,15.0,26.01,IRYO,179.0,30.0,35.76,AVE,157.0
00017_21-04-2025-14.42,IRYO,2025,4,0,14.7,179.0,26.01,597,-30.0,30.08,OUIGO,157.0,-15.0,27.99,AVE,177.0,15.0,35.76,AVE,157.0,45.0,35.77,AVLO,199.0
00004_21-04-2025-14.57,AVE,2025,4,0,14.95,157.0,35.76,489,-30.0,27.99,AVE,177.0,-15.0,26.01,IRYO,179.0,30.0,35.77,AVLO,199.0,60.0,54.06,AVE,157.0
00018_21-04-2025-15.27,AVLO,2025,4,0,15.45,199.0,35.77,27,-45.0,26.01,IRYO,179.0,-30.0,35.76,AVE,157.0,30.0,54.06,AVE,157.0,60.0,59.36,AVE,172.0
00004_21-04-2025-15.57,AVE,2025,4,0,15.95,157.0,54.06,97,-60.0,35.76,AVE,157.0,-30.0,35.77,AVLO,199.0,30.0,59.36,AVE,172.0,40.2,45.37,IRYO,157.0
00007_21-04-2025-16.27,AVE,2025,4,0,16.45,172.0,59.36,61,-60.0,35.77,AVLO,199.0,-30.0,54.06,AVE,157.0,10.2,45.37,IRYO,157.0,30.0,35.62,AVE,157.0
00002_21-04-2025-16.37,IRYO,2025,4,0,16.62,157.0,45.37,49,-40.2,54.06,AVE,157.0,-10.2,59.36,AVE,172.0,19.8,35.62,AVE,157.0,39.6,27.01,OUIGO,157.0
00004_21-04-2025-16.57,AVE,2025,4,0,16.95,157.0,35.62,695,-30.0,59.36,AVE,172.0,-19.8,45.37,IRYO,157.0,19.8,27.01,OUIGO,157.0,25.2,28.46,IRYO,172.0
00015_21-04-2025-17.17,OUIGO,2025,4,0,17.28,157.0,27.01,180,-39.6,45.37,IRYO,157.0,-19.8,35.62,AVE,157.0,5.4,28.46,IRYO,172.0,10.2,62.5,AVE,199.0
00009_21-04-2025-17.22,IRYO,2025,4,0,17.37,172.0,28.46,190,-25.2,35.62,AVE,157.0,-5.4,27.01,OUIGO,157.0,4.8,62.5,AVE,199.0,34.8,40.99,AVE,157.0
00006_21-04-2025-17.27,AVE,2025,4,0,17.45,199.0,62.5,16,-10.2,27.01,OUIGO,157.0,-4.8,28.46,IRYO,172.0,30.0,40.99,AVE,157.0,60.0,43.23,AVE,177.0
00004_21-04-2025-17.57,AVE,2025,4,0,17.95,157.0,40.99,211,-34.8,28.46,IRYO,172.0,-30.0,62.5,AVE,199.0,30.0,43.23,AVE,177.0,34.8,32.18,IRYO,157.0
00016_21-04-2025-18.27,AVE,2025,4,0,18.45,177.0,43.23,44,-60.0,62.5,AVE,199.0,-30.0,40.99,AVE,157.0,4.8,32.18,IRYO,157.0,30.0,36.47,AVE,157.0
00002_21-04-2025-18.32,IRYO,2025,4,0,18.53,157.0,32.18,50,-34.8,40.99,AVE,157.0,-4.8,43.23,AVE,177.0,25.2,36.47,AVE,157.0,57.0,21.96,IRYO,172.0
00004_21-04-2025-18.57,AVE,2025,4,0,18.95,157.0,36.47,100,-30.0,43.23,AVE,177.0,-25.2,32.18,IRYO,157.0,31.8,21.96,IRYO,172.0,37.2,22.75,AVLO,201.0
00009_21-04-2025-19.29,IRYO,2025,4,0,19.48,172.0,21.96,1380,-57.0,32.18,IRYO,157.0,-31.8,36.47,AVE,157.0,5.4,22.75,AVLO,201.0,36.0,19.06,AVE,157.0
00019_21-04-2025-19.34,AVLO,2025,4,0,19.57,201.0,22.75,623,-37.2,36.47,AVE,157.0,-5.4,21.96,IRYO,172.0,30.6,19.06,AVE,157.0,48.0,24.93,IRYO,172.0
00004_21-04-2025-20.05,AVE,2025,4,0,20.08,157.0,19.06,14413,-36.0,21.96,IRYO,172.0,-30.6,22.75,AVLO,201.0,17.4,24.93,IRYO,172.0,22.2,25.94,AVE,201.0
00009_21-04-2025-20.22,IRYO,2025,4,0,20.37,172.0,24.93,229,-48.0,22.75,AVLO,201.0,-17.4,19.06,AVE,157.0,4.8,25.94,AVE,201.0,39.6,24.43,OUIGO,172.0
00020_21-04-2025-20.27,AVE,2025,4,0,20.45,201.0,25.94,914,-22.2,19.06,AVE,157.0,-4.8,24.93,IRYO,172.0,34.8,24.43,OUIGO,172.0,40.2,31.5,AVE,172.0
00005_21-04-2025-21.02,OUIGO,2025,4,0,21.03,172.0,24.43,104,-39.6,24.93,IRYO,172.0,-34.8,25.94,AVE,201.0,5.4,31.5,AVE,172.0,889.8,34.12,AVLO,157.0
00007_21-04-2025-21.07,AVE,2025,4,0,21.12,172.0,31.5,81,-40.2,25.94,AVE,201.0,-5.4,24.43,OUIGO,172.0,895.2,34.12,AVLO,157.0,885.0,11.28,IRYO,157.0
00001_22-04-2025-06.12,AVLO,2025,4,1,6.2,157.0,34.12,1104,-889.8,24.43,OUIGO,172.0,-895.2,31.5,AVE,172.0,10.2,11.28,IRYO,157.0,15.0,42.61,AVE,178.0
00002_22-04-2025-06.22,IRYO,2025,4,1,6.37,157.0,11.28,6826,-885.0,31.5,AVE,172.0,-10.2,34.12,AVLO,157.0,4.8,42.61,AVE,178.0,34.8,131.92,AVE,157.0
00003_22-04-2025-06.27,AVE,2025,4,1,6.45,178.0,42.61,1061,-15.0,34.12,AVLO,157.0,-4.8,11.28,IRYO,157.0,30.0,131.92,AVE,157.0,34.8,37.53,OUIGO,172.0
00004_22-04-2025-06.57,AVE,2025,4,1,6.95,157.0,131.92,0,-34.8,11.28,IRYO,157.0,-30.0,42.61,AVE,178.0,4.8,37.53,OUIGO,172.0,25.2,21.25,IRYO,157.0
00005_22-04-2025-07.02,OUIGO,2025,4,1,7.03,172.0,37.53,59,-34.8,42.61,AVE,178.0,-4.8,131.92,AVE,157.0,20.4,21.25,IRYO,157.0,25.2,28.94,AVE,199.0
00002_22-04-2025-07.22,IRYO,2025,4,1,7.37,157.0,21.25,923,-25.2,131.92,AVE,157.0,-20.4,37.53,OUIGO,172.0,4.8,28.94,AVE,199.0,34.8,39.09,AVE,157.0
00006_22-04-2025-07.27,AVE,2025,4,1,7.45,199.0,28.94,850,-25.2,37.53,OUIGO,172.0,-4.8,21.25,IRYO,157.0,30.0,39.09,AVE,157.0,60.0,65.77,AVE,172.0
00004_22-04-2025-07.57,AVE,2025,4,1,7.95,157.0,39.09,583,-34.8,21.25,IRYO,157.0,-30.0,28.94,AVE,199.0,30.0,65.77,AVE,172.0,34.8,42.92,IRYO,157.0
00007_22-04-2025-08.27,AVE,2025,4,1,8.45,172.0,65.77,9,-60.0,28.94,AVE,199.0,-30.0,39.09,AVE,157.0,4.8,42.92,IRYO,157.0,30.0,32.48,AVE,164.0
00002_22-04-2025-08.32,IRYO,2025,4,1,8.53,157.0,42.92,37,-34.8,39.09,AVE,157.0,-4.8,65.77,AVE,172.0,25.2,32.48,AVE,164.0,50.4,46.5,IRYO,172.0
00008_22-04-2025-08.57,AVE,2025,4,1,8.95,164.0,32.48,881,-30.0,65.77,AVE,172.0,-25.2,42.92,IRYO,157.0,25.2,46.5,IRYO,172.0,30.0,69.98,AVE,194.0
00009_22-04-2025-09.22,IRYO,2025,4,1,9.37,172.0,46.5,36,-50.4,42.92,IRYO,157.0,-25.2,32.48,AVE,164.0,4.8,69.98,AVE,194.0,34.8,47.3,IRYO,172.0
00010_22-04-2025-09.27,AVE,2025,4,1,9.45,194.0,69.98,17,-30.0,32.48,AVE,164.0,-4.8,46.5,IRYO,172.0,30.0,47.3,IRYO,172.0,34.8,40.15,OUIGO,182.0
00009_22-04-2025-09.57,IRYO,2025,4,1,9.95,172.0,47.3,70,-34.8,46.5,IRYO,172.0,-30.0,69.98,AVE,194.0,4.8,40.15,OUIGO,182.0,30.0,34.39,AVLO,172.0
00011_22-04-2025-10.02,OUIGO,2025,4,1,10.03,182.0,40.15,44,-34.8,69.98,AVE,194.0,-4.8,47.3,IRYO,172.0,25.2,34.39,AVLO,172.0,80.4,34.04,IRYO,172.0
00012_22-04-2025-10.27,AVLO,2025,4,1,10.45,172.0,34.39,329,-30.0,47.3,IRYO,172.0,-25.2,40.15,OUIGO,182.0,55.2,34.04,IRYO,172.0,60.0,24.04,AVE,199.0
00009_22-04-2025-11.22,IRYO,2025,4,1,11.37,172.0,34.04,262,-80.4,40.15,OUIGO,182.0,-55.2,34.39,AVLO,172.0,4.8,24.04,AVE,199.0,60.0,32.14,IRYO,172.0
00006_22-04-2025-11.27,AVE,2025,4,1,11.45,199.0,24.04,1992,-60.0,34.39,AVLO,172.0,-4.8,34.04,IRYO,172.0,55.2,32.14,IRYO,172.0,60.0,45.11,AVE,197.0
00009_22-04-2025-12.22,IRYO,2025,4,1,12.37,172.0,32.14,242,-60.0,34.04,IRYO,172.0,-55.2,24.04,AVE,199.0,4.8,45.11,AVE,197.0,34.8,46.16,AVE,157.0
